#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","1.0342951,","9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#datetime:,28/05/2013,11:32:23,-0.7374141,-,stairs,down,-,(including,gravity).
##########################################,"1.0342951,","9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#activity:,6,-,stn,-,stairs,down,-,10s,gravity).
#subject,id:,5,-0.7374141,-,stairs,down,-,(including,gravity).
#first,name:,sub5,-0.7374141,-,stairs,down,-,(including,gravity).
#last,name:,sub5,-0.7374141,-,stairs,down,-,(including,gravity).
#age:,36,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#height(cm):,160,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#weight(kg):,50,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#gender:,female,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
"1598452730000,","-0.49799395,","6.895301,",1.7525556,-,stairs,down,-,(including,gravity).
"1598462038000,","-0.61291564,","6.7229185,",2.0494366,-,stairs,down,-,(including,gravity).
"1598472470000,","-0.91937345,","6.6175733,",2.2601264,-,stairs,down,-,(including,gravity).
"1598482254000,","-1.3790601,","6.7708025,",2.2026656,-,stairs,down,-,(including,gravity).
"1598492385000,","-1.8579005,","7.029376,",1.9440918,-,stairs,down,-,(including,gravity).
"1598502881000,","-2.1452048,","7.383718,",1.8674773,-,stairs,down,-,(including,gravity).
"1598515638000,","-2.2409728,","7.7189064,",1.8866309,-,stairs,down,-,(including,gravity).
"1598527234000,","-2.1260512,","8.082825,",1.8962077,-,stairs,down,-,(including,gravity).
"1598537822000,","-1.9728222,","8.475474,",1.7908629,-,stairs,down,-,(including,gravity).
"1598547391000,","-1.8579005,","8.896853,",1.5897499,-,stairs,down,-,(including,gravity).
"1598559002000,","-1.7429788,","9.222465,",1.6663644,-,stairs,down,-,(including,gravity).
"1598572106000,","-1.7429788,","9.088389,",1.7046716,-,stairs,down,-,(including,gravity).
"1598582789000,","-1.8962077,","8.90643,",1.6376339,-,stairs,down,-,(including,gravity).
"1598592846000,","-2.087744,","8.868123,",1.5705963,-,stairs,down,-,(including,gravity).
"1598603405000,","-2.2122424,","8.868123,",1.4556746,-,stairs,down,-,(including,gravity).
"1598617220000,","-2.3942018,","8.887277,",1.5035586,-,stairs,down,-,(including,gravity).
"1598628299000,","-2.9592333,","9.548077,",0.8714894,-,stairs,down,-,(including,gravity).
"1598637827000,","-2.4612393,","10.668563,",0.94810385,-,stairs,down,-,(including,gravity).
"1598649309000,","-1.541866,","12.191275,",1.3024458,-,stairs,down,-,(including,gravity).
"1598661928000,","-0.7278373,","13.761871,",1.5610195,-,stairs,down,-,(including,gravity).
"1598671924000,","0.02873042,","15.006856,",1.6376339,-,stairs,down,-,(including,gravity).
"1598688473000,","1.1875241,","14.930242,",1.5801731,-,stairs,down,-,(including,gravity).
"1598699175000,","1.2258313,","14.681245,",1.4652514,-,stairs,down,-,(including,gravity).
"1598710842000,","0.9864111,","14.958972,",2.0685902,-,stairs,down,-,(including,gravity).
"1598724240000,","0.7374141,","15.44739,",2.8060043,-,stairs,down,-,(including,gravity).
"1598736586000,","0.22026655,","15.591042,",3.8019924,-,stairs,down,-,(including,gravity).
"1598746237000,","0.32561144,","15.380352,",3.8786068,-,stairs,down,-,(including,gravity).
"1598758125000,","0.48841715,","15.140931,",4.0318356,-,stairs,down,-,(including,gravity).
"1598771534000,","0.46926352,","14.81532,",4.0318356,-,stairs,down,-,(including,gravity).
"1598782017000,","0.22026655,","13.867216,",3.6966474,-,stairs,down,-,(including,gravity).
"1598792755000,","-0.05746084,","12.603078,",3.41892,-,stairs,down,-,(including,gravity).
"1598803370000,","-0.38307226,","11.386824,",3.0454245,-,stairs,down,-,(including,gravity).
"1598813375000,","-0.4405331,","10.25676,",2.7102363,-,stairs,down,-,(including,gravity).
"1598824531000,","-0.23942018,","9.299079,",2.3175871,-,stairs,down,-,(including,gravity).
"1598837700000,","0.46926352,","7.9583263,",1.9536686,-,stairs,down,-,(including,gravity).
"1598847863000,","0.6991069,","7.632715,",1.9153614,-,stairs,down,-,(including,gravity).
"1598858547000,","0.91937345,","7.4603324,",1.8195933,-,stairs,down,-,(including,gravity).
"1598870455000,","1.0534488,","7.326257,",1.7717092,-,stairs,down,-,(including,gravity).
"1598881153000,","1.0821792,","7.0964136,",1.8100165,-,stairs,down,-,(including,gravity).
"1598892251000,","0.91937345,","6.7229185,",1.9919758,-,stairs,down,-,(including,gravity).
"1598906571000,","0.32561144,","5.9184666,",2.183512,-,stairs,down,-,(including,gravity).
"1598916634000,","-0.076614454,","5.592855,",2.231396,-,stairs,down,-,(including,gravity).
"1598927364000,","-0.34476504,","5.4300494,",2.2984335,-,stairs,down,-,(including,gravity).
"1598937709000,","-0.51714754,","5.171476,",2.1547816,-,stairs,down,-,(including,gravity).
"1598947149000,","-0.58418524,","4.999093,",2.0685902,-,stairs,down,-,(including,gravity).
"1598957295000,","-0.60333884,","4.7979803,",1.8387469,-,stairs,down,-,(including,gravity).
"1598967504000,","-0.4405331,","4.654328,",1.6663644,-,stairs,down,-,(including,gravity).
"1598978670000,","-0.19153613,","4.5298295,",1.532289,-,stairs,down,-,(including,gravity).
"1598989832000,","0.10534488,","4.4915223,",1.3982137,-,stairs,down,-,(including,gravity).
"1599002278000,","0.6703765,","4.5681367,",1.388637,-,stairs,down,-,(including,gravity).
"1599012424000,","0.6895301,","4.7788267,",1.7525556,-,stairs,down,-,(including,gravity).
"1599023272000,","0.6895301,","5.2002063,",2.231396,-,stairs,down,-,(including,gravity).
"1599032829000,","0.48841715,","5.6982,",2.6623523,-,stairs,down,-,(including,gravity).
"1599042863000,","0.21068975,","6.3302693,",3.0071173,-,stairs,down,-,(including,gravity).
"1599055423000,","0.019153614,","7.1059904,",3.1986535,-,stairs,down,-,(including,gravity).
"1599065723000,","-0.1436521,","8.1402855,",3.371036,-,stairs,down,-,(including,gravity).
"1599077263000,","-0.25857377,","9.308656,",3.41892,-,stairs,down,-,(including,gravity).
"1599087610000,","-0.33518824,","10.496181,",3.514688,-,stairs,down,-,(including,gravity).
"1599097595000,","-0.30645782,","11.281479,",3.6870706,-,stairs,down,-,(including,gravity).
"1599108621000,","-0.12449849,","11.511322,",3.9552212,-,stairs,down,-,(including,gravity).
"1599120188000,","0.6512229,","11.492168,",4.4436383,-,stairs,down,-,(including,gravity).
"1599130134000,","0.8523358,","11.36767,",4.4723687,-,stairs,down,-,(including,gravity).
"1599141204000,","0.81402856,","11.061212,",4.4819455,-,stairs,down,-,(including,gravity).
"1599150768000,","0.40222588,","10.43872,",4.309563,-,stairs,down,-,(including,gravity).
"1599161549000,","0.31603462,","10.208876,",3.8977604,-,stairs,down,-,(including,gravity).
"1599171963000,","0.63206923,","10.553641,",2.9783869,-,stairs,down,-,(including,gravity).
"1599181930000,","1.0342951,","11.9135475,",3.0550013,-,stairs,down,-,(including,gravity).
"1599191774000,","1.292869,","13.464991,",2.6623523,-,stairs,down,-,(including,gravity).
"1599204264000,","1.0534488,","14.863204,",1.5514427,-,stairs,down,-,(including,gravity).
"1599214193000,","0.5267244,","15.294161,",0.39264908,-,stairs,down,-,(including,gravity).
"1599225874000,","-0.20111294,","14.365211,",-1.5897499,-,stairs,down,-,(including,gravity).
"1599239358000,","-0.545878,","12.08593,",-1.934515,-,stairs,down,-,(including,gravity).
"1599252665000,","-0.46926352,","12.028469,",-0.8523358,-,stairs,down,-,(including,gravity).
"1599266571000,","-0.641646,","12.325351,",-0.31603462,-,stairs,down,-,(including,gravity).
"1599278004000,","-1.5993267,","12.334928,",-0.22026655,-,stairs,down,-,(including,gravity).
"1599288729000,","-1.3503298,","12.277467,",-0.019153614,-,stairs,down,-,(including,gravity).
"1599302791000,","-0.5746084,","12.363658,",0.21068975,-,stairs,down,-,(including,gravity).
"1599313370000,","0.1340753,","12.650962,",-0.06703765,-,stairs,down,-,(including,gravity).
"1599327065000,","0.08619126,","12.0093155,",-0.7278373,-,stairs,down,-,(including,gravity).
"1599338153000,","-0.2873042,","11.281479,",-0.5650316,-,stairs,down,-,(including,gravity).
"1599349174000,","-0.5554548,","10.582372,",-0.16280572,-,stairs,down,-,(including,gravity).
"1599360215000,","-0.641646,","10.055647,",0.22026655,-,stairs,down,-,(including,gravity).
"1599371011000,","-0.5554548,","9.672575,",0.21068975,-,stairs,down,-,(including,gravity).
"1599380566000,","-0.4405331,","9.548077,",-0.02873042,-,stairs,down,-,(including,gravity).
"1599391175000,","-0.31603462,","9.509769,",-0.34476504,-,stairs,down,-,(including,gravity).
"1599401926000,","-0.25857377,","9.509769,",-0.51714754,-,stairs,down,-,(including,gravity).
"1599412532000,","-0.23942018,","9.519346,",-0.545878,-,stairs,down,-,(including,gravity).
"1599423081000,","-0.32561144,","9.423578,",-0.36391866,-,stairs,down,-,(including,gravity).
"1599434539000,","-0.545878,","8.868123,",0.29688102,-,stairs,down,-,(including,gravity).
"1599445174000,","-0.78529817,","8.197746,",0.58418524,-,stairs,down,-,(including,gravity).
"1599455513000,","-0.9864111,","7.565677,",0.90979666,-,stairs,down,-,(including,gravity).
"1599466419000,","-1.0726024,","7.038953,",1.2449849,-,stairs,down,-,(including,gravity).
"1599476468000,","-1.0821792,","6.799533,",1.5227122,-,stairs,down,-,(including,gravity).
"1599488460000,","-1.0726024,","6.8282633,",1.7429788,-,stairs,down,-,(including,gravity).
"1599500842000,","-1.091756,","7.1059904,",1.6759412,-,stairs,down,-,(including,gravity).
"1599511535000,","-0.9959879,","7.374141,",1.8866309,-,stairs,down,-,(including,gravity).
"1599522432000,","-0.60333884,","7.843405,",2.3654714,-,stairs,down,-,(including,gravity).
"1599532250000,","-0.4405331,","8.178593,",3.0933087,-,stairs,down,-,(including,gravity).
"1599542983000,","-0.9672575,","8.178593,",2.7006595,-,stairs,down,-,(including,gravity).
"1599554840000,","-1.4556746,","7.833828,",1.9153614,-,stairs,down,-,(including,gravity).
"1599564540000,","-1.8387469,","7.2209125,",1.4652514,-,stairs,down,-,(including,gravity).
"1599575912000,","-2.0015526,","6.7803793,",1.3982137,-,stairs,down,-,(including,gravity).
"1599586716000,","-2.0590134,","6.7133417,",1.7812861,-,stairs,down,-,(including,gravity).
"1599596795000,","-2.2218192,","6.8091097,",2.231396,-,stairs,down,-,(including,gravity).
"1599608803000,","-2.2026656,","7.536947,",2.231396,-,stairs,down,-,(including,gravity).
"1599619245000,","-2.0973208,","8.130709,",2.1643584,-,stairs,down,-,(including,gravity).
"1599628599000,","-2.0111294,","8.571242,",2.1739352,-,stairs,down,-,(including,gravity).
"1599639198000,","-1.9919758,","8.916007,",2.087744,-,stairs,down,-,(including,gravity).
"1599650951000,","-1.8579005,","9.002198,",2.0685902,-,stairs,down,-,(including,gravity).
"1599661870000,","-1.8674773,","9.241618,",2.2122424,-,stairs,down,-,(including,gravity).
"1599672798000,","-2.0494366,","9.461885,",2.27928,-,stairs,down,-,(including,gravity).
"1599684615000,","-2.1739352,","9.595961,",2.087744,-,stairs,down,-,(including,gravity).
"1599697788000,","-2.2218192,","9.682152,",2.1547816,-,stairs,down,-,(including,gravity).
"1599708206000,","-2.4037786,","10.01734,",2.2026656,-,stairs,down,-,(including,gravity).
"1599723334000,","-2.231396,","11.21444,",1.3790601,-,stairs,down,-,(including,gravity).
"1599734341000,","-1.7812861,","12.334928,",1.043872,-,stairs,down,-,(including,gravity).
"1599746790000,","-0.93852705,","13.378799,",0.9768343,-,stairs,down,-,(including,gravity).
"1599756255000,","0.095768064,","14.15452,",1.091756,-,stairs,down,-,(including,gravity).
"1599766154000,","1.1683705,","14.748282,",1.0726024,-,stairs,down,-,(including,gravity).
"1599776373000,","1.934515,","15.121778,",0.9576807,-,stairs,down,-,(including,gravity).
"1599786657000,","2.2505496,","14.891934,",0.7565677,-,stairs,down,-,(including,gravity).
"1599796814000,","2.1643584,","14.288596,",0.58418524,-,stairs,down,-,(including,gravity).
"1599808551000,","1.6759412,","12.832921,",1.2354081,-,stairs,down,-,(including,gravity).
"1599821957000,","1.388637,","12.287044,",1.541866,-,stairs,down,-,(including,gravity).
"1599831402000,","1.0055647,","11.741165,",1.7908629,-,stairs,down,-,(including,gravity).
"1599841453000,","0.6799533,","11.693281,",2.0685902,-,stairs,down,-,(including,gravity).
"1599851479000,","0.5267244,","11.932701,",2.4229321,-,stairs,down,-,(including,gravity).
"1599861585000,","0.5267244,","12.4785795,",2.8538885,-,stairs,down,-,(including,gravity).
"1599871773000,","0.2873042,","13.397953,",3.1507695,-,stairs,down,-,(including,gravity).
"1599882347000,","-0.1340753,","14.039598,",3.4093432,-,stairs,down,-,(including,gravity).
"1599891912000,","-0.5554548,","13.905523,",3.3518825,-,stairs,down,-,(including,gravity).
"1599904687000,","-0.81402856,","13.120225,",3.2273839,-,stairs,down,-,(including,gravity).
"1599916038000,","-0.90021986,","12.038046,",2.9592333,-,stairs,down,-,(including,gravity).
"1599926728000,","-0.6895301,","9.548077,",2.2984335,-,stairs,down,-,(including,gravity).
"1599937995000,","-0.31603462,","8.437167,",1.8674773,-,stairs,down,-,(including,gravity).
"1599947533000,","0.17238252,","7.1826053,",1.4652514,-,stairs,down,-,(including,gravity).
"1599958771000,","0.5267244,","6.042965,",1.3024458,-,stairs,down,-,(including,gravity).
"1599973044000,","0.58418524,","5.1523223,",1.2354081,-,stairs,down,-,(including,gravity).
"1599982731000,","0.46926352,","4.759673,",1.3024458,-,stairs,down,-,(including,gravity).
"1599993227000,","0.29688102,","4.9703627,",1.2737153,-,stairs,down,-,(including,gravity).
"1600006853000,","0.37349546,","5.66947,",1.3215994,-,stairs,down,-,(including,gravity).
"1600017068000,","0.545878,","5.861006,",1.4077905,-,stairs,down,-,(including,gravity).
"1600031364000,","0.6991069,","5.985504,",1.3311762,-,stairs,down,-,(including,gravity).
"1600042826000,","0.80445176,","5.985504,",1.1492168,-,stairs,down,-,(including,gravity).
"1600055931000,","0.5554548,","5.554548,",0.48841715,-,stairs,down,-,(including,gravity).
"1600066425000,","0.4405331,","5.305551,",0.15322891,-,stairs,down,-,(including,gravity).
"1600077537000,","0.5267244,","5.1906295,",-0.10534488,-,stairs,down,-,(including,gravity).
"1600087642000,","0.641646,","5.142745,",0.009576807,-,stairs,down,-,(including,gravity).
"1600097600000,","0.7469909,","5.353435,",0.5554548,-,stairs,down,-,(including,gravity).
"1600107759000,","0.89064306,","5.793968,",1.1683705,-,stairs,down,-,(including,gravity).
"1600117473000,","0.8810662,","6.4260373,",1.8866309,-,stairs,down,-,(including,gravity).
"1600128701000,","0.81402856,","7.1155677,",2.8634653,-,stairs,down,-,(including,gravity).
"1600143298000,","0.6895301,","7.920019,",3.8786068,-,stairs,down,-,(including,gravity).
"1600156555000,","0.16280572,","9.241618,",4.6160207,-,stairs,down,-,(including,gravity).
"1600166409000,","-0.047884032,","9.337387,",3.9935284,-,stairs,down,-,(including,gravity).
"1600177387000,","-0.2873042,","9.030929,",3.2273839,-,stairs,down,-,(including,gravity).
"1600187766000,","-0.2777274,","8.580819,",2.5474305,-,stairs,down,-,(including,gravity).
"1600197497000,","-0.019153614,","8.255207,",2.2409728,-,stairs,down,-,(including,gravity).
"1600210489000,","0.31603462,","8.0924015,",2.327164,-,stairs,down,-,(including,gravity).
"1600222867000,","0.4213795,","7.920019,",2.5091233,-,stairs,down,-,(including,gravity).
"1600232365000,","0.39264908,","8.00621,",2.834735,-,stairs,down,-,(including,gravity).
"1600243469000,","0.80445176,","8.456321,",3.0358477,-,stairs,down,-,(including,gravity).
"1600254576000,","1.6376339,","9.739613,",2.1930888,-,stairs,down,-,(including,gravity).
"1600263718000,","2.5091233,","12.53604,",1.4173675,-,stairs,down,-,(including,gravity).
"1600275156000,","2.7102363,","16.041151,",1.2162545,-,stairs,down,-,(including,gravity).
"1600286038000,","2.1739352,","17.793707,",0.61291564,-,stairs,down,-,(including,gravity).
"1600296375000,","1.1300632,","18.665197,",-0.48841715,-,stairs,down,-,(including,gravity).
"1600307475000,","0.1436521,","17.535133,",-1.0821792,-,stairs,down,-,(including,gravity).
"1600317177000,","-0.6991069,","14.987702,",-0.38307226,-,stairs,down,-,(including,gravity).
"1600327768000,","-1.4652514,","13.01488,",1.0151415,-,stairs,down,-,(including,gravity).
"1600339275000,","-1.6184803,","11.980585,",0.6895301,-,stairs,down,-,(including,gravity).
"1600351227000,","-1.8674773,","11.702858,",0.50757074,-,stairs,down,-,(including,gravity).
"1600361593000,","-1.4173675,","13.464991,",0.8331822,-,stairs,down,-,(including,gravity).
"1600372813000,","-1.2737153,","16.242264,",1.340753,-,stairs,down,-,(including,gravity).
"1600382510000,","-1.6280571,","17.793707,",1.1683705,-,stairs,down,-,(including,gravity).
"1600392712000,","-1.6950948,","16.184803,",0.23942018,-,stairs,down,-,(including,gravity).
"1600403322000,","-1.3694834,","13.484144,",-0.34476504,-,stairs,down,-,(including,gravity).
"1600416774000,","-1.2449849,","11.204864,",-0.22026655,-,stairs,down,-,(including,gravity).
"1600427213000,","-1.3694834,","9.797073,",0.16280572,-,stairs,down,-,(including,gravity).
"1600437639000,","-1.292869,","9.394848,",0.4213795,-,stairs,down,-,(including,gravity).
"1600447292000,","-0.89064306,","9.203311,",0.48841715,-,stairs,down,-,(including,gravity).
"1600457769000,","-0.641646,","9.557653,",0.1340753,-,stairs,down,-,(including,gravity).
"1600467503000,","-0.48841715,","9.528923,",-0.15322891,-,stairs,down,-,(including,gravity).
"1600478111000,","-0.047884032,","8.159439,",-0.25857377,-,stairs,down,-,(including,gravity).
"1600488501000,","0.2873042,","7.2783732,",-0.24899697,-,stairs,down,-,(including,gravity).
"1600500839000,","0.50757074,","6.531382,",-0.23942018,-,stairs,down,-,(including,gravity).
"1600511212000,","0.545878,","6.0142345,",-0.19153613,-,stairs,down,-,(including,gravity).
"1600523606000,","0.45968673,","5.7843914,",-0.06703765,-,stairs,down,-,(including,gravity).
"1600541894000,","0.37349546,","6.3206925,",0.6512229,-,stairs,down,-,(including,gravity).
"1600552015000,","0.45968673,","6.847417,",1.1109096,-,stairs,down,-,(including,gravity).
"1600562500000,","0.47884035,","7.5848308,",1.4652514,-,stairs,down,-,(including,gravity).
"1600573048000,","0.2873042,","8.465898,",1.685518,-,stairs,down,-,(including,gravity).
"1600582891000,","-0.095768064,","9.136273,",1.5897499,-,stairs,down,-,(including,gravity).
"1600593473000,","-0.6895301,","9.423578,",1.5514427,-,stairs,down,-,(including,gravity).
"1600607274000,","-1.4939818,","8.571242,",2.3463178,-,stairs,down,-,(including,gravity).
"1600616807000,","-1.4556746,","7.5082164,",3.064578,-,stairs,down,-,(including,gravity).
"1600627243000,","-1.4269443,","6.5026517,",3.2944214,-,stairs,down,-,(including,gravity).
"1600638260000,","-1.5705963,","6.0716953,",2.432509,-,stairs,down,-,(including,gravity).
"1600648284000,","-1.8962077,","5.765238,",1.043872,-,stairs,down,-,(including,gravity).
"1600658420000,","-1.8483237,","5.7843914,",0.33518824,-,stairs,down,-,(including,gravity).
"1600668134000,","-1.5801731,","6.196194,",0.7757214,-,stairs,down,-,(including,gravity).
"1600681904000,","-1.2258313,","6.5984197,",1.4077905,-,stairs,down,-,(including,gravity).
"1600692809000,","-1.0342951,","7.067683,",1.8962077,-,stairs,down,-,(including,gravity).
"1600705833000,","-1.5227122,","8.446744,",1.8100165,-,stairs,down,-,(including,gravity).
"1600716659000,","-2.030283,","9.155427,",1.685518,-,stairs,down,-,(including,gravity).
"1600727400000,","-2.4708161,","9.854534,",1.6472107,-,stairs,down,-,(including,gravity).
"1600738242000,","-2.6048915,","10.46745,",1.6567876,-,stairs,down,-,(including,gravity).
"1600751268000,","-2.27928,","10.764331,",2.0111294,-,stairs,down,-,(including,gravity).
"1600765734000,","-1.7717092,","10.304645,",2.4995465,-,stairs,down,-,(including,gravity).
"1600777117000,","-2.6144683,","9.988609,",2.2218192,-,stairs,down,-,(including,gravity).
"1600788785000,","-3.1028855,","10.103531,",1.5035586,-,stairs,down,-,(including,gravity).
"1600801372000,","-2.6527755,","11.291056,",1.091756,-,stairs,down,-,(including,gravity).
"1600816814000,","-0.45968673,","15.71554,",0.9576807,-,stairs,down,-,(including,gravity).
"1600827469000,","1.091756,","16.931795,",0.5363012,-,stairs,down,-,(including,gravity).
"1600838453000,","2.6719291,","16.280571,",0.51714754,-,stairs,down,-,(including,gravity).
"1600851073000,","3.6296098,","14.432248,",0.62249243,-,stairs,down,-,(including,gravity).
"1600861678000,","3.763685,","12.5743475,",0.5554548,-,stairs,down,-,(including,gravity).
"1600872706000,","2.135628,","10.697293,",1.3694834,-,stairs,down,-,(including,gravity).
"1600882280000,","1.1492168,","11.310209,",1.8770541,-,stairs,down,-,(including,gravity).
"1600892062000,","0.5267244,","12.641385,",2.2601264,-,stairs,down,-,(including,gravity).
"1600903313000,","0.009576807,","13.790602,",2.5187001,-,stairs,down,-,(including,gravity).
"1600913319000,","-0.18195933,","14.709975,",3.0071173,-,stairs,down,-,(including,gravity).
"1600922774000,","-0.1340753,","14.614207,",3.5434184,-,stairs,down,-,(including,gravity).
"1600932514000,","-0.19153613,","13.685257,",3.8786068,-,stairs,down,-,(including,gravity).
"1600942602000,","-0.31603462,","12.641385,",4.1659107,-,stairs,down,-,(including,gravity).
"1600954864000,","-0.33518824,","11.616667,",4.3957543,-,stairs,down,-,(including,gravity).
"1600964090000,","-0.61291564,","11.3964,",4.31914,-,stairs,down,-,(including,gravity).
"1600975507000,","-0.8810662,","10.582372,",3.620033,-,stairs,down,-,(including,gravity).
"1600984820000,","-0.92895025,","9.720459,",2.920926,-,stairs,down,-,(including,gravity).
"1600996004000,","-0.6799533,","8.686164,",2.135628,-,stairs,down,-,(including,gravity).
"1601008197000,","-0.30645782,","7.374141,",1.6280571,-,stairs,down,-,(including,gravity).
"1601017486000,","0.08619126,","6.1004257,",1.541866,-,stairs,down,-,(including,gravity).
"1601030878000,","0.7182605,","5.4204726,",1.4077905,-,stairs,down,-,(including,gravity).
"1601040782000,","0.7661445,","5.631162,",1.1587936,-,stairs,down,-,(including,gravity).
"1601050886000,","0.78529817,","5.8226986,",1.0534488,-,stairs,down,-,(including,gravity).
"1601063741000,","0.842759,","5.8801594,",1.1013328,-,stairs,down,-,(including,gravity).
"1601073094000,","0.91937345,","5.793968,",1.13964,-,stairs,down,-,(including,gravity).
"1601083912000,","0.92895025,","5.6790466,",1.13964,-,stairs,down,-,(including,gravity).
"1601093749000,","0.82360536,","5.5641246,",1.1013328,-,stairs,down,-,(including,gravity).
"1601103803000,","0.63206923,","5.5641246,",1.1587936,-,stairs,down,-,(including,gravity).
"1601114987000,","0.38307226,","5.6120086,",1.1013328,-,stairs,down,-,(including,gravity).
"1601125568000,","0.17238252,","5.6982,",1.2162545,-,stairs,down,-,(including,gravity).
"1601136732000,","-0.019153614,","5.650316,",1.4460979,-,stairs,down,-,(including,gravity).
"1601145953000,","-0.095768064,","5.583278,",1.6759412,-,stairs,down,-,(including,gravity).
"1601156340000,","-0.30645782,","5.449203,",1.8483237,-,stairs,down,-,(including,gravity).
"1601166776000,","-0.4213795,","5.45878,",1.9728222,-,stairs,down,-,(including,gravity).
"1601176666000,","-0.38307226,","5.765238,",2.336741,-,stairs,down,-,(including,gravity).
"1601188540000,","-0.31603462,","7.441179,",3.3135753,-,stairs,down,-,(including,gravity).
"1601198228000,","-0.31603462,","8.628703,",3.763685,-,stairs,down,-,(including,gravity).
"1601209307000,","-0.38307226,","9.56723,",4.0222588,-,stairs,down,-,(including,gravity).
"1601222661000,","-0.48841715,","10.151415,",3.9839516,-,stairs,down,-,(including,gravity).
"1601232190000,","-0.6512229,","10.390836,",3.7349546,-,stairs,down,-,(including,gravity).
"1601242311000,","-0.59376204,","10.247183,",3.5051112,-,stairs,down,-,(including,gravity).
"1601257176000,","0.11492168,","9.595961,",3.41892,-,stairs,down,-,(including,gravity).
"1601266746000,","0.39264908,","9.576807,",3.5051112,-,stairs,down,-,(including,gravity).
"1601277200000,","0.35434186,","9.442732,",3.5242648,-,stairs,down,-,(including,gravity).
"1601291012000,","0.4213795,","9.797073,",3.7253778,-,stairs,down,-,(including,gravity).
"1601301525000,","0.62249243,","10.247183,",3.5529952,-,stairs,down,-,(including,gravity).
"1601312660000,","1.0534488,","11.36767,",2.7389667,-,stairs,down,-,(including,gravity).
"1601321748000,","1.3503298,","12.966996,",1.7908629,-,stairs,down,-,(including,gravity).
"1601331701000,","1.13964,","14.4130945,",0.047884032,-,stairs,down,-,(including,gravity).
"1601341792000,","0.545878,","15.552734,",-1.340753,-,stairs,down,-,(including,gravity).
"1601352347000,","-0.08619126,","15.907076,",-2.681506,-,stairs,down,-,(including,gravity).
"1601362103000,","-0.5650316,","15.389929,",-2.834735,-,stairs,down,-,(including,gravity).
"1601372261000,","-0.7182605,","14.164097,",-1.5131354,-,stairs,down,-,(including,gravity).
"1601382361000,","-0.6703765,","12.98615,",0.33518824,-,stairs,down,-,(including,gravity).
"1601392488000,","-0.94810385,","12.076353,",0.8523358,-,stairs,down,-,(including,gravity).
"1601407679000,","-2.3654714,","10.869676,",0.6607997,-,stairs,down,-,(including,gravity).
"1601416802000,","-2.432509,","10.994174,",1.091756,-,stairs,down,-,(including,gravity).
"1601427282000,","-2.0973208,","11.434708,",1.3120226,-,stairs,down,-,(including,gravity).
"1601437726000,","-2.0111294,","12.315774,",1.1587936,-,stairs,down,-,(including,gravity).
"1601447160000,","-1.9919758,","13.273455,",0.8619126,-,stairs,down,-,(including,gravity).
"1601457290000,","-2.0207062,","13.64695,",0.61291564,-,stairs,down,-,(including,gravity).
"1601467363000,","-2.0494366,","13.196839,",0.78529817,-,stairs,down,-,(including,gravity).
"1601482278000,","-2.0685902,","11.080365,",0.89064306,-,stairs,down,-,(including,gravity).
"1601492504000,","-2.0207062,","9.950302,",0.6607997,-,stairs,down,-,(including,gravity).
"1601505997000,","-1.6950948,","8.983045,",0.29688102,-,stairs,down,-,(including,gravity).
"1601516616000,","-1.1204864,","8.178593,",0.08619126,-,stairs,down,-,(including,gravity).
"1601527764000,","-0.63206923,","7.785944,",-0.05746084,-,stairs,down,-,(including,gravity).
"1601538557000,","-0.31603462,","7.7093296,",-0.08619126,-,stairs,down,-,(including,gravity).
"1601551150000,","-0.06703765,","8.628703,",0.17238252,-,stairs,down,-,(including,gravity).
"1601563096000,","-0.2777274,","9.184157,",0.39264908,-,stairs,down,-,(including,gravity).
"1601573109000,","-0.61291564,","9.3182335,",0.7661445,-,stairs,down,-,(including,gravity).
"1601582759000,","-0.90979666,","8.944737,",1.3311762,-,stairs,down,-,(including,gravity).
"1601592887000,","-1.2162545,","8.283937,",1.733402,-,stairs,down,-,(including,gravity).
"1601606844000,","-1.5227122,","7.73806,",1.934515,-,stairs,down,-,(including,gravity).
"1601616731000,","-1.6472107,","7.335834,",1.8100165,-,stairs,down,-,(including,gravity).
"1601627186000,","-1.6280571,","7.2209125,",1.5801731,-,stairs,down,-,(including,gravity).
"1601639152000,","-1.4269443,","7.2592196,",1.541866,-,stairs,down,-,(including,gravity).
"1601650314000,","-0.7278373,","7.73806,",1.5801731,-,stairs,down,-,(including,gravity).
"1601660951000,","-0.5363012,","7.728483,",1.8483237,-,stairs,down,-,(including,gravity).
"1601672299000,","-0.62249243,","7.4124484,",2.2888567,-,stairs,down,-,(including,gravity).
"1601682382000,","-1.1204864,","7.029376,",2.5761611,-,stairs,down,-,(including,gravity).
"1601692301000,","-1.7429788,","6.8186865,",2.2218192,-,stairs,down,-,(including,gravity).
"1601705833000,","-2.231396,","6.7133417,",1.8100165,-,stairs,down,-,(including,gravity).
"1601716115000,","-2.2697031,","6.895301,",1.7525556,-,stairs,down,-,(including,gravity).
