#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#datetime:,03/07/2013,14:19:00,0.009773844,-,car,step-in,-,6s,(angular,velocity).
##########################################,"-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#activity:,8,-,csi,-,car,step-in,-,6s,(angular,velocity).
#subject,id:,10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#first,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#last,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#age:,26,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#height(cm):,170,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#weight(kg):,90,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#gender:,female,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3540347097000,","-0.19272798,","0.20280726,",0.15332718,-,car,step-in,-,6s,(angular,velocity).
"3540352049000,","-0.17562376,","0.24251351,",0.15760323,-,car,step-in,-,6s,(angular,velocity).
"3540357046000,","-0.16707164,","0.28221974,",0.14874569,-,car,step-in,-,6s,(angular,velocity).
"3540362045000,","-0.16401732,","0.30757064,",0.14355333,-,car,step-in,-,6s,(angular,velocity).
"3540367079000,","-0.14630222,","0.31856623,",0.12797627,-,car,step-in,-,6s,(angular,velocity).
"3540372074000,","-0.13622294,","0.32895094,",0.12339478,-,car,step-in,-,6s,(angular,velocity).
"3540377098000,","-0.13683382,","0.3231477,",0.12950343,-,car,step-in,-,6s,(angular,velocity).
"3540382047000,","-0.12644911,","0.3182608,",0.1328632,-,car,step-in,-,6s,(angular,velocity).
"3540387047000,","-0.12003502,","0.2846632,",0.12950343,-,car,step-in,-,6s,(angular,velocity).
"3540392119000,","-0.101098195,","0.24281894,",0.113926366,-,car,step-in,-,6s,(angular,velocity).
"3540397070000,","-0.09437868,","0.1872302,",0.09773844,-,car,step-in,-,6s,(angular,velocity).
"3540402151000,","-0.08827003,","0.122478485,",0.08979719,-,car,step-in,-,6s,(angular,velocity).
"3540407056000,","-0.08277224,","0.056505036,",0.06994407,-,car,step-in,-,6s,(angular,velocity).
"3540412037000,","-0.08093964,","-9.162979e-4,",0.061391957,-,car,step-in,-,6s,(angular,velocity).
"3540417173000,","-0.08552113,","-0.05131268,",0.054367006,-,car,step-in,-,6s,(angular,velocity).
"3540422009000,","-0.09590584,","-0.10048734,",0.047036625,-,car,step-in,-,6s,(angular,velocity).
"3540427101000,","-0.105374254,","-0.12767084,",0.0421497,-,car,step-in,-,6s,(angular,velocity).
"3540432078000,","-0.102319926,","-0.16401732,",0.039095376,-,car,step-in,-,6s,(angular,velocity).
"3540437051000,","-0.11759156,","-0.19792034,",0.035124753,-,car,step-in,-,6s,(angular,velocity).
"3540442490000,","-0.12889257,","-0.22907446,",0.032070424,-,car,step-in,-,6s,(angular,velocity).
"3540448061000,","-0.13805555,","-0.23945917,",0.032986723,-,car,step-in,-,6s,(angular,velocity).
"3540452066000,","-0.13805555,","-0.23243423,",0.030543262,-,car,step-in,-,6s,(angular,velocity).
"3540457052000,","-0.14935656,","-0.2302962,",0.032375857,-,car,step-in,-,6s,(angular,velocity).
"3540462043000,","-0.15943582,","-0.22632557,",0.038179077,-,car,step-in,-,6s,(angular,velocity).
"3540467142000,","-0.1600467,","-0.21777347,",0.03970624,-,car,step-in,-,6s,(angular,velocity).
"3540472092000,","-0.14019357,","-0.19639318,",0.042455133,-,car,step-in,-,6s,(angular,velocity).
"3540477189000,","-0.14630222,","-0.1731803,",0.034513887,-,car,step-in,-,6s,(angular,velocity).
"3540482054000,","-0.14080444,","-0.15393804,",0.01985312,-,car,step-in,-,6s,(angular,velocity).
"3540487047000,","-0.13652839,","-0.118202426,",0.017715093,-,car,step-in,-,6s,(angular,velocity).
"3540492123000,","-0.13897185,","-0.076358154,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3540497104000,","-0.13652839,","-0.029932396,",-0.005497787,-,car,step-in,-,6s,(angular,velocity).
"3540502055000,","-0.13439035,","0.03359759,",-0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3540507474000,","-0.12767084,","0.11148291,",-0.019547688,-,car,step-in,-,6s,(angular,velocity).
"3540512046000,","-0.13103059,","0.19394971,",-0.024740042,-,car,step-in,-,6s,(angular,velocity).
"3540518061000,","-0.13347405,","0.28099802,",-0.02321288,-,car,step-in,-,6s,(angular,velocity).
"3540522065000,","-0.12950343,","0.35460728,",-0.02443461,-,car,step-in,-,6s,(angular,velocity).
"3540527083000,","-0.12736541,","0.39400807,",-0.027183503,-,car,step-in,-,6s,(angular,velocity).
"3540532050000,","-0.12950343,","0.45937067,",-0.035430185,-,car,step-in,-,6s,(angular,velocity).
"3540537041000,","-0.1282817,","0.50640726,",-0.043066,-,car,step-in,-,6s,(angular,velocity).
"3540542106000,","-0.12705997,","0.52503866,",-0.042760566,-,car,step-in,-,6s,(angular,velocity).
"3540547061000,","-0.12980886,","0.5332854,",-0.054367006,-,car,step-in,-,6s,(angular,velocity).
"3540552052000,","-0.14080444,","0.50946164,",-0.05589417,-,car,step-in,-,6s,(angular,velocity).
"3540557036000,","-0.15485434,","0.49388456,",-0.049785517,-,car,step-in,-,6s,(angular,velocity).
"3540562022000,","-0.17256944,","0.462425,",-0.045814894,-,car,step-in,-,6s,(angular,velocity).
"3540567082000,","-0.19914207,","0.43463063,",-0.061086524,-,car,step-in,-,6s,(angular,velocity).
"3540572068000,","-0.21960606,","0.42943826,",-0.049785517,-,car,step-in,-,6s,(angular,velocity).
"3540577038000,","-0.25534168,","0.42913285,",-0.04917465,-,car,step-in,-,6s,(angular,velocity).
"3540582031000,","-0.269697,","0.4364632,",-0.03726278,-,car,step-in,-,6s,(angular,velocity).
"3540587057000,","-0.27977628,","0.45998153,",-0.022296581,-,car,step-in,-,6s,(angular,velocity).
"3540592127000,","-0.29077184,","0.49846604,",-0.004886922,-,car,step-in,-,6s,(angular,velocity).
"3540597068000,","-0.3023783,","0.5513059,",0.014660766,-,car,step-in,-,6s,(angular,velocity).
"3540602065000,","-0.28955013,","0.59895337,",0.03726278,-,car,step-in,-,6s,(angular,velocity).
"3540607048000,","-0.2874121,","0.6603453,",0.06658431,-,car,step-in,-,6s,(angular,velocity).
"3540612060000,","-0.27550024,","0.70432764,",0.10293079,-,car,step-in,-,6s,(angular,velocity).
"3540617070000,","-0.24709499,","0.7012733,",0.13805555,-,car,step-in,-,6s,(angular,velocity).
"3540622073000,","-0.22693644,","0.6948592,",0.16187929,-,car,step-in,-,6s,(angular,velocity).
"3540627091000,","-0.2144137,","0.64751714,",0.17684549,-,car,step-in,-,6s,(angular,velocity).
"3540632045000,","-0.20066923,","0.58093286,",0.19517145,-,car,step-in,-,6s,(angular,velocity).
"3540637071000,","-0.1966986,","0.49327368,",0.21410827,-,car,step-in,-,6s,(angular,velocity).
"3540642071000,","-0.19792034,","0.3885103,",0.24770586,-,car,step-in,-,6s,(angular,velocity).
"3540647085000,","-0.20799962,","0.29718593,",0.28252518,-,car,step-in,-,6s,(angular,velocity).
"3540652122000,","-0.23518312,","0.22540927,",0.3222314,-,car,step-in,-,6s,(angular,velocity).
"3540657093000,","-0.25809056,","0.17806722,",0.3622431,-,car,step-in,-,6s,(angular,velocity).
"3540662047000,","-0.2837469,","0.13744467,",0.3857614,-,car,step-in,-,6s,(angular,velocity).
"3540667137000,","-0.3136793,","0.10842858,",0.39858958,-,car,step-in,-,6s,(angular,velocity).
"3540672034000,","-0.33017266,","0.09254608,",0.39187005,-,car,step-in,-,6s,(angular,velocity).
"3540677107000,","-0.3387248,","0.095294975,",0.410196,-,car,step-in,-,6s,(angular,velocity).
"3540682013000,","-0.35521814,","0.086132,",0.4111123,-,car,step-in,-,6s,(angular,velocity).
"3540687050000,","-0.35613444,","0.0580322,",0.41355577,-,car,step-in,-,6s,(angular,velocity).
"3540692145000,","-0.3652974,","0.04153884,",0.41722095,-,car,step-in,-,6s,(angular,velocity).
"3540697089000,","-0.36132678,","0.040317107,",0.4266894,-,car,step-in,-,6s,(angular,velocity).
"3540702027000,","-0.35827246,","0.04428773,",0.44226643,-,car,step-in,-,6s,(angular,velocity).
"3540707069000,","-0.3481932,","0.05497787,",0.45814893,-,car,step-in,-,6s,(angular,velocity).
"3540712053000,","-0.3313944,","0.0711658,",0.47219884,-,car,step-in,-,6s,(angular,velocity).
"3540717093000,","-0.310625,","0.06627888,",0.48349985,-,car,step-in,-,6s,(angular,velocity).
"3540722135000,","-0.29779682,","0.067500606,",0.49571714,-,car,step-in,-,6s,(angular,velocity).
"3540727074000,","-0.28221974,","0.05131268,",0.49602258,-,car,step-in,-,6s,(angular,velocity).
"3540732046000,","-0.26511553,","0.03940081,",0.4981606,-,car,step-in,-,6s,(angular,velocity).
"3540737045000,","-0.25992316,","0.017715093,",0.50335294,-,car,step-in,-,6s,(angular,velocity).
"3540742105000,","-0.25259277,","6.1086525e-4,",0.5198463,-,car,step-in,-,6s,(angular,velocity).
"3540747167000,","-0.25717425,","-0.029932396,",0.5195409,-,car,step-in,-,6s,(angular,velocity).
"3540752050000,","-0.2648101,","-0.083383106,",0.5204572,-,car,step-in,-,6s,(angular,velocity).
"3540757057000,","-0.28496864,","-0.13683382,",0.52839845,-,car,step-in,-,6s,(angular,velocity).
"3540762046000,","-0.29657507,","-0.18081611,",0.51923543,-,car,step-in,-,6s,(angular,velocity).
"3540767072000,","-0.31123585,","-0.204029,",0.50732356,-,car,step-in,-,6s,(angular,velocity).
"3540773127000,","-0.32650748,","-0.21594086,",0.50701815,-,car,step-in,-,6s,(angular,velocity).
"3540777504000,","-0.34300083,","-0.22113322,",0.49602258,-,car,step-in,-,6s,(angular,velocity).
"3540782033000,","-0.3549127,","-0.23060162,",0.49174652,-,car,step-in,-,6s,(angular,velocity).
"3540787026000,","-0.38973203,","-0.2519819,",0.48288897,-,car,step-in,-,6s,(angular,velocity).
"3540792068000,","-0.4092797,","-0.27397305,",0.47616947,-,car,step-in,-,6s,(angular,velocity).
"3540797075000,","-0.42760566,","-0.3032946,",0.47525316,-,car,step-in,-,6s,(angular,velocity).
"3540802069000,","-0.45173484,","-0.32559118,",0.47616947,-,car,step-in,-,6s,(angular,velocity).
"3540807002000,","-0.47433686,","-0.34238997,",0.47861293,-,car,step-in,-,6s,(angular,velocity).
"3540812031000,","-0.48716503,","-0.3576616,",0.47342056,-,car,step-in,-,6s,(angular,velocity).
"3540817148000,","-0.49327368,","-0.35460728,",0.46700647,-,car,step-in,-,6s,(angular,velocity).
"3540822019000,","-0.5112942,","-0.35277468,",0.46089783,-,car,step-in,-,6s,(angular,velocity).
"3540827093000,","-0.5164866,","-0.3484986,",0.4538729,-,car,step-in,-,6s,(angular,velocity).
"3540832003000,","-0.52839845,","-0.3659083,",0.44135013,-,car,step-in,-,6s,(angular,velocity).
"3540837040000,","-0.5323691,","-0.36071593,",0.4373795,-,car,step-in,-,6s,(angular,velocity).
"3540842753000,","-0.5525276,","-0.36926803,",0.42577308,-,car,step-in,-,6s,(angular,velocity).
"3540847073000,","-0.5555819,","-0.3735441,",0.42058071,-,car,step-in,-,6s,(angular,velocity).
"3540852050000,","-0.5696318,","-0.39095375,",0.41080686,-,car,step-in,-,6s,(angular,velocity).
"3540857050000,","-0.5662721,","-0.40958515,",0.4092797,-,car,step-in,-,6s,(angular,velocity).
"3540862043000,","-0.5723807,","-0.41722095,",0.39645153,-,car,step-in,-,6s,(angular,velocity).
"3540867165000,","-0.573297,","-0.39706242,",0.3857614,-,car,step-in,-,6s,(angular,velocity).
"3540872063000,","-0.58184916,","-0.38056904,",0.3839288,-,car,step-in,-,6s,(angular,velocity).
"3540877044000,","-0.5671884,","-0.34972036,",0.3848451,-,car,step-in,-,6s,(angular,velocity).
"3540882073000,","-0.5684101,","-0.32559118,",0.3998113,-,car,step-in,-,6s,(angular,velocity).
"3540887045000,","-0.57635134,","-0.30207285,",0.43218717,-,car,step-in,-,6s,(angular,velocity).
"3540892176000,","-0.5876524,","-0.2782491,",0.464563,-,car,step-in,-,6s,(angular,velocity).
"3540897052000,","-0.6032294,","-0.27000242,",0.48533243,-,car,step-in,-,6s,(angular,velocity).
"3540902055000,","-0.6270532,","-0.2742785,",0.49021935,-,car,step-in,-,6s,(angular,velocity).
"3540907034000,","-0.63713247,","-0.2828306,",0.5021312,-,car,step-in,-,6s,(angular,velocity).
"3540912081000,","-0.655153,","-0.28985557,",0.5177083,-,car,step-in,-,6s,(angular,velocity).
"3540917210000,","-0.6704246,","-0.28008172,",0.52412236,-,car,step-in,-,6s,(angular,velocity).
"3540922069000,","-0.6805039,","-0.27672195,",0.51923543,-,car,step-in,-,6s,(angular,velocity).
"3540927048000,","-0.68691796,","-0.2837469,",0.5183192,-,car,step-in,-,6s,(angular,velocity).
"3540932052000,","-0.68416905,","-0.30451632,",0.51159966,-,car,step-in,-,6s,(angular,velocity).
"3540937064000,","-0.6930266,","-0.30757064,",0.51343226,-,car,step-in,-,6s,(angular,velocity).
"3540942116000,","-0.70371675,","-0.31337386,",0.5112942,-,car,step-in,-,6s,(angular,velocity).
"3540947076000,","-0.7165449,","-0.32162055,",0.49846604,-,car,step-in,-,6s,(angular,velocity).
"3540952031000,","-0.72418076,","-0.30909783,",0.49480084,-,car,step-in,-,6s,(angular,velocity).
"3540957042000,","-0.73792523,","-0.2938262,",0.49235737,-,car,step-in,-,6s,(angular,velocity).
"3540962055000,","-0.75441855,","-0.28985557,",0.4868596,-,car,step-in,-,6s,(angular,velocity).
"3540967110000,","-0.7483099,","-0.30298916,",0.48533243,-,car,step-in,-,6s,(angular,velocity).
"3540972082000,","-0.74036866,","-0.31123585,",0.48624873,-,car,step-in,-,6s,(angular,velocity).
"3540977038000,","-0.7290677,","-0.32436943,",0.49449542,-,car,step-in,-,6s,(angular,velocity).
"3540982058000,","-0.7104363,","-0.35033122,",0.50243664,-,car,step-in,-,6s,(angular,velocity).
"3540987045000,","-0.72601336,","-0.38728857,",0.50488013,-,car,step-in,-,6s,(angular,velocity).
"3540992104000,","-0.72051555,","-0.4288274,",0.5164866,-,car,step-in,-,6s,(angular,velocity).
"3540997072000,","-0.71868294,","-0.46517387,",0.52320606,-,car,step-in,-,6s,(angular,velocity).
"3541002061000,","-0.7296785,","-0.50671273,",0.5403103,-,car,step-in,-,6s,(angular,velocity).
"3541007012000,","-0.7309003,","-0.54275376,",0.5467244,-,car,step-in,-,6s,(angular,velocity).
"3541012043000,","-0.7492262,","-0.56199604,",0.5549711,-,car,step-in,-,6s,(angular,velocity).
"3541017090000,","-0.754724,","-0.56779927,",0.5543602,-,car,step-in,-,6s,(angular,velocity).
"3541022067000,","-0.75777835,","-0.56779927,",0.5552765,-,car,step-in,-,6s,(angular,velocity).
"3541027004000,","-0.7742717,","-0.5467244,",0.5543602,-,car,step-in,-,6s,(angular,velocity).
"3541032046000,","-0.782213,","-0.54550266,",0.5513059,-,car,step-in,-,6s,(angular,velocity).
"3541037053000,","-0.77671516,","-0.5699373,",0.55741453,-,car,step-in,-,6s,(angular,velocity).
"3541042122000,","-0.7672467,","-0.5842926,",0.56046885,-,car,step-in,-,6s,(angular,velocity).
"3541047093000,","-0.77518797,","-0.61636305,",0.57635134,-,car,step-in,-,6s,(angular,velocity).
"3541052042000,","-0.7696902,","-0.65270954,",0.6081163,-,car,step-in,-,6s,(angular,velocity).
"3541057067000,","-0.77457714,","-0.6948592,",0.6218608,-,car,step-in,-,6s,(angular,velocity).
"3541062028000,","-0.7641924,","-0.7290677,",0.6291912,-,car,step-in,-,6s,(angular,velocity).
"3541067127000,","-0.7715228,","-0.75747293,",0.61941737,-,car,step-in,-,6s,(angular,velocity).
"3541072083000,","-0.77457714,","-0.7770206,",0.5983425,-,car,step-in,-,6s,(angular,velocity).
"3541077093000,","-0.77732605,","-0.78893244,",0.58062744,-,car,step-in,-,6s,(angular,velocity).
"3541082081000,","-0.79504114,","-0.80939645,",0.5540548,-,car,step-in,-,6s,(angular,velocity).
"3541087050000,","-0.7788532,","-0.81581056,",0.52748215,-,car,step-in,-,6s,(angular,velocity).
"3541092060000,","-0.77549344,","-0.8228355,",0.50610185,-,car,step-in,-,6s,(angular,velocity).
"3541098197000,","-0.77213365,","-0.8323039,",0.48563787,-,car,step-in,-,6s,(angular,velocity).
"3541102058000,","-0.7800749,","-0.84238315,",0.46792278,-,car,step-in,-,6s,(angular,velocity).
"3541107114000,","-0.77213365,","-0.84238315,",0.45937067,-,car,step-in,-,6s,(angular,velocity).
"3541112044000,","-0.77213365,","-0.8414669,",0.46944994,-,car,step-in,-,6s,(angular,velocity).
"3541117065000,","-0.7703011,","-0.8417723,",0.47128254,-,car,step-in,-,6s,(angular,velocity).
"3541122060000,","-0.7669413,","-0.8527679,",0.48166725,-,car,step-in,-,6s,(angular,velocity).
"3541127059000,","-0.7629707,","-0.86315256,",0.49693888,-,car,step-in,-,6s,(angular,velocity).
"3541132088000,","-0.7648033,","-0.88147855,",0.5296202,-,car,step-in,-,6s,(angular,velocity).
"3541137046000,","-0.766025,","-0.91415983,",0.5684101,-,car,step-in,-,6s,(angular,velocity).
"3541142600000,","-0.7556403,","-0.93187493,",0.6078109,-,car,step-in,-,6s,(angular,velocity).
"3541147085000,","-0.7733554,","-0.9682214,",0.634689,-,car,step-in,-,6s,(angular,velocity).
"3541152007000,","-0.77732605,","-1.0231993,",0.65209866,-,car,step-in,-,6s,(angular,velocity).
"3541157053000,","-0.7678576,","-1.0784826,",0.65668017,-,car,step-in,-,6s,(angular,velocity).
"3541162044000,","-0.77457714,","-1.1389582,",0.6768387,-,car,step-in,-,6s,(angular,velocity).
"3541167217000,","-0.77488256,","-1.1902709,",0.6945538,-,car,step-in,-,6s,(angular,velocity).
"3541172057000,","-0.7669413,","-1.2486086,",0.70066243,-,car,step-in,-,6s,(angular,velocity).
"3541177086000,","-0.7644979,","-1.2996159,",0.7147123,-,car,step-in,-,6s,(angular,velocity).
"3541182046000,","-0.75319684,","-1.3185526,",0.7305948,-,car,step-in,-,6s,(angular,velocity).
"3541187050000,","-0.7501425,","-1.3405437,",0.7535023,-,car,step-in,-,6s,(angular,velocity).
"3541192042000,","-0.7348709,","-1.3625349,",0.7724391,-,car,step-in,-,6s,(angular,velocity).
"3541197094000,","-0.7113526,","-1.3729197,",0.77671516,-,car,step-in,-,6s,(angular,velocity).
"3541202082000,","-0.6795876,","-1.3778065,",0.77732605,-,car,step-in,-,6s,(angular,velocity).
"3541207047000,","-0.65668017,","-1.3970488,",0.77854776,-,car,step-in,-,6s,(angular,velocity).
"3541212050000,","-0.63194007,","-1.4049901,",0.7825184,-,car,step-in,-,6s,(angular,velocity).
"3541217059000,","-0.6282749,","-1.4263704,",0.8011498,-,car,step-in,-,6s,(angular,velocity).
"3541222084000,","-0.61391956,","-1.4422529,",0.82711154,-,car,step-in,-,6s,(angular,velocity).
"3541227067000,","-0.61666846,","-1.4486669,",0.8686504,-,car,step-in,-,6s,(angular,velocity).
"3541232056000,","-0.61850107,","-1.4541647,",0.91324353,-,car,step-in,-,6s,(angular,velocity).
"3541237050000,","-0.6218608,","-1.4474452,",0.9440922,-,car,step-in,-,6s,(angular,velocity).
"3541242098000,","-0.6533204,","-1.4205672,",0.9841039,-,car,step-in,-,6s,(angular,velocity).
"3541247078000,","-0.6743952,","-1.3982705,",1.0097603,-,car,step-in,-,6s,(angular,velocity).
"3541252073000,","-0.70188415,","-1.3884968,",1.0296134,-,car,step-in,-,6s,(angular,velocity).
"3541257056000,","-0.73731434,","-1.3771957,",1.0488557,-,car,step-in,-,6s,(angular,velocity).
"3541262047000,","-0.77732605,","-1.3500122,",1.0629056,-,car,step-in,-,6s,(angular,velocity).
"3541267328000,","-0.80481493,","-1.3170254,",1.0641272,-,car,step-in,-,6s,(angular,velocity).
"3541272063000,","-0.8384125,","-1.2565498,",1.0574077,-,car,step-in,-,6s,(angular,velocity).
"3541277083000,","-0.8573494,","-1.2040154,",1.0601566,-,car,step-in,-,6s,(angular,velocity).
"3541282056000,","-0.8552113,","-1.1325442,",1.0763446,-,car,step-in,-,6s,(angular,velocity).
"3541287024000,","-0.8396343,","-1.0589349,",1.0616838,-,car,step-in,-,6s,(angular,velocity).
"3541292116000,","-0.8042041,","-0.9627236,",1.0516045,-,car,step-in,-,6s,(angular,velocity).
"3541297200000,","-0.77640975,","-0.8445212,",1.0488557,-,car,step-in,-,6s,(angular,velocity).
"3541302053000,","-0.7473936,","-0.7150178,",1.0571023,-,car,step-in,-,6s,(angular,velocity).
"3541307037000,","-0.72601336,","-0.65484756,",1.0592403,-,car,step-in,-,6s,(angular,velocity).
"3541312028000,","-0.7171558,","-0.5540548,",1.0598512,-,car,step-in,-,6s,(angular,velocity).
"3541317146000,","-0.7086037,","-0.47555858,",1.0613784,-,car,step-in,-,6s,(angular,velocity).
"3541322041000,","-0.6948592,","-0.41172317,",1.0650436,-,car,step-in,-,6s,(angular,velocity).
"3541327057000,","-0.6976081,","-0.37048978,",1.0619892,-,car,step-in,-,6s,(angular,velocity).
"3541332079000,","-0.7107417,","-0.37110063,",1.0769554,-,car,step-in,-,6s,(angular,velocity).
"3541337051000,","-0.7144069,","-0.40439278,",1.0891727,-,car,step-in,-,6s,(angular,velocity).
"3541342129000,","-0.72295904,","-0.45173484,",1.0913107,-,car,step-in,-,6s,(angular,velocity).
"3541347141000,","-0.7504479,","-0.50640726,",1.1102476,-,car,step-in,-,6s,(angular,velocity).
"3541352216000,","-0.7620544,","-0.54825157,",1.1453724,-,car,step-in,-,6s,(angular,velocity).
"3541357079000,","-0.786489,","-0.56688297,",1.1902709,-,car,step-in,-,6s,(angular,velocity).
"3541362052000,","-0.795652,","-0.52839845,",1.2458596,-,car,step-in,-,6s,(angular,velocity).
"3541367188000,","-0.79351395,","-0.4700608,",1.255328,-,car,step-in,-,6s,(angular,velocity).
"3541372037000,","-0.7761043,","-0.37568212,",1.2617421,-,car,step-in,-,6s,(angular,velocity).
"3541377050000,","-0.7648033,","-0.26542094,",1.2727377,-,car,step-in,-,6s,(angular,velocity).
"3541382037000,","-0.7415904,","-0.1328632,",1.2962561,-,car,step-in,-,6s,(angular,velocity).
"3541387022000,","-0.72692966,","-0.042455133,",1.2846496,-,car,step-in,-,6s,(angular,velocity).
"3541392145000,","-0.6976081,","0.0018325958,",1.2486086,-,car,step-in,-,6s,(angular,velocity).
"3541397105000,","-0.6808093,","0.027488936,",1.2351695,-,car,step-in,-,6s,(angular,velocity).
"3541402112000,","-0.67011917,","0.03940081,",1.2479976,-,car,step-in,-,6s,(angular,velocity).
"3541407045000,","-0.6563747,","0.051618114,",1.2864822,-,car,step-in,-,6s,(angular,velocity).
"3541412046000,","-0.6398814,","0.070249505,",1.3054191,-,car,step-in,-,6s,(angular,velocity).
"3541417148000,","-0.6169739,","0.06841691,",1.3002267,-,car,step-in,-,6s,(angular,velocity).
"3541422069000,","-0.5983425,","0.0852157,",1.3127494,-,car,step-in,-,6s,(angular,velocity).
"3541427072000,","-0.5870415,","0.118202426,",1.3142766,-,car,step-in,-,6s,(angular,velocity).
"3541432043000,","-0.5696318,","0.15485434,",1.3839152,-,car,step-in,-,6s,(angular,velocity).
"3541437052000,","-0.5448918,","0.14569137,",1.391551,-,car,step-in,-,6s,(angular,velocity).
"3541442090000,","-0.5354234,","0.13103059,",1.3787229,-,car,step-in,-,6s,(angular,velocity).
"3541447066000,","-0.528093,","0.110872045,",1.3756685,-,car,step-in,-,6s,(angular,velocity).
"3541452083000,","-0.52534413,","0.13958271,",1.402852,-,car,step-in,-,6s,(angular,velocity).
"3541457052000,","-0.5503896,","0.13103059,",1.3775011,-,car,step-in,-,6s,(angular,velocity).
"3541462051000,","-0.5705481,","0.09896017,",1.3292428,-,car,step-in,-,6s,(angular,velocity).
"3541467085000,","-0.59437186,","0.09407325,",1.2980887,-,car,step-in,-,6s,(angular,velocity).
"3541472083000,","-0.61178154,","0.11178834,",1.2476922,-,car,step-in,-,6s,(angular,velocity).
"3541477093000,","-0.6243043,","0.13194689,",1.2366967,-,car,step-in,-,6s,(angular,velocity).
"3541482056000,","-0.627664,","0.1563815,",1.2348641,-,car,step-in,-,6s,(angular,velocity).
"3541487043000,","-0.6133087,","0.12705997,",1.162782,-,car,step-in,-,6s,(angular,velocity).
"3541492113000,","-0.59559363,","0.09010262,",1.1065824,-,car,step-in,-,6s,(angular,velocity).
"3541497059000,","-0.56291234,","0.06719518,",1.0629056,-,car,step-in,-,6s,(angular,velocity).
"3541502068000,","-0.54244834,","0.061391957,",1.0250319,-,car,step-in,-,6s,(angular,velocity).
"3541507044000,","-0.52870387,","0.070249505,",1.0082331,-,car,step-in,-,6s,(angular,velocity).
"3541512046000,","-0.52015173,","0.07422013,",0.97127575,-,car,step-in,-,6s,(angular,velocity).
"3541517162000,","-0.49510628,","0.100792766,",0.9263771,-,car,step-in,-,6s,(angular,velocity).
"3541522073000,","-0.48441613,","0.12889257,",0.8958339,-,car,step-in,-,6s,(angular,velocity).
"3541527243000,","-0.48930305,","0.16615535,",0.87598073,-,car,step-in,-,6s,(angular,velocity).
"3541532055000,","-0.48747048,","0.20066923,",0.86742866,-,car,step-in,-,6s,(angular,velocity).
"3541537040000,","-0.48258355,","0.2510656,",0.86467975,-,car,step-in,-,6s,(angular,velocity).
"3541542141000,","-0.48624873,","0.29077184,",0.8622363,-,car,step-in,-,6s,(angular,velocity).
"3541547094000,","-0.48380527,","0.3359759,",0.8772025,-,car,step-in,-,6s,(angular,velocity).
"3541552071000,","-0.47891834,","0.38423425,",0.88178396,-,car,step-in,-,6s,(angular,velocity).
"3541557067000,","-0.47433686,","0.45448375,",0.8900307,-,car,step-in,-,6s,(angular,velocity).
"3541562052000,","-0.45906523,","0.5225952,",0.8961393,-,car,step-in,-,6s,(angular,velocity).
"3541567208000,","-0.44104472,","0.5858198,",0.8921687,-,car,step-in,-,6s,(angular,velocity).
"3541572069000,","-0.43066,","0.655153,",0.9062186,-,car,step-in,-,6s,(angular,velocity).
"3541577422000,","-0.44165558,","0.68386364,",0.9193522,-,car,step-in,-,6s,(angular,velocity).
"3541582052000,","-0.4334089,","0.6826419,",0.9260717,-,car,step-in,-,6s,(angular,velocity).
"3541587041000,","-0.42546764,","0.68477994,",0.91354895,-,car,step-in,-,6s,(angular,velocity).
"3541592193000,","-0.41447207,","0.68508536,",0.91996306,-,car,step-in,-,6s,(angular,velocity).
"3541597054000,","-0.41325033,","0.6579019,",0.9138544,-,car,step-in,-,6s,(angular,velocity).
"3541602087000,","-0.410196,","0.62980205,",0.895223,-,car,step-in,-,6s,(angular,velocity).
"3541607063000,","-0.38912117,","0.63346726,",0.87872964,-,car,step-in,-,6s,(angular,velocity).
"3541612042000,","-0.37904188,","0.66614854,",0.86193085,-,car,step-in,-,6s,(angular,velocity).
"3541617100000,","-0.36926803,","0.698219,",0.8735373,-,car,step-in,-,6s,(angular,velocity).
"3541622070000,","-0.3576616,","0.7199047,",0.850019,-,car,step-in,-,6s,(angular,velocity).
"3541627051000,","-0.34300083,","0.7498371,",0.8170323,-,car,step-in,-,6s,(angular,velocity).
"3541632049000,","-0.32284227,","0.7834347,",0.7800749,-,car,step-in,-,6s,(angular,velocity).
"3541637054000,","-0.32467487,","0.7809912,",0.74372846,-,car,step-in,-,6s,(angular,velocity).
"3541642149000,","-0.32650748,","0.7663304,",0.71837753,-,car,step-in,-,6s,(angular,velocity).
"3541647122000,","-0.33628133,","0.73792523,",0.6957755,-,car,step-in,-,6s,(angular,velocity).
