#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","0.00580322,","0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#datetime:,05/07/2013,11:27:39,0.0067195175,-,back,sitting,chair,-,(angular,velocity).
##########################################,"0.00580322,","0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#activity:,12,-,bsc,-,back,sitting,chair,-,10s,velocity).
#subject,id:,1,0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#first,name:,sub1,0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#last,name:,sub1,0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#age:,32,"0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#height(cm):,180,"0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#weight(kg):,85,"0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
#gender:,male,"0.004276057,",0.0067195175,-,back,sitting,chair,-,(angular,velocity).
"2320604111000,","2.9074132,","0.571159,",-0.9627236,-,back,sitting,chair,-,(angular,velocity).
"2320609095000,","2.8542678,","0.57726765,",-0.9801333,-,back,sitting,chair,-,(angular,velocity).
"2320614086000,","2.8026497,","0.65026605,",-1.0051788,-,back,sitting,chair,-,(angular,velocity).
"2320619108000,","2.7559185,","0.71868294,",-1.0057896,-,back,sitting,chair,-,(angular,velocity).
"2320624074000,","2.6963592,","0.6786713,",-1.0543534,-,back,sitting,chair,-,(angular,velocity).
"2320629083000,","2.6288586,","0.679893,",-1.0598512,-,back,sitting,chair,-,(angular,velocity).
"2320634073000,","2.5851817,","0.7538077,",-1.0839803,-,back,sitting,chair,-,(angular,velocity).
"2320639091000,","2.5231788,","0.7812967,",-1.0705414,-,back,sitting,chair,-,(angular,velocity).
"2320644103000,","2.482251,","0.79290307,",-1.0522153,-,back,sitting,chair,-,(angular,velocity).
"2320649086000,","2.4324653,","0.81183994,",-1.035722,-,back,sitting,chair,-,(angular,velocity).
"2320654059000,","2.3564126,","0.8344419,",-0.9981538,-,back,sitting,chair,-,(angular,velocity).
"2320659030000,","2.277611,","0.8677341,",-0.97494096,-,back,sitting,chair,-,(angular,velocity).
"2320664041000,","2.2101104,","0.8744536,",-0.9434814,-,back,sitting,chair,-,(angular,velocity).
"2320669121000,","2.1337523,","0.8735373,",-0.91507614,-,back,sitting,chair,-,(angular,velocity).
"2320674222000,","2.0589213,","0.8436049,",-0.86834496,-,back,sitting,chair,-,(angular,velocity).
"2320679054000,","1.992337,","0.83260936,",-0.8228355,-,back,sitting,chair,-,(angular,velocity).
"2320684025000,","1.9272798,","0.82558435,",-0.7742717,-,back,sitting,chair,-,(angular,velocity).
"2320689026000,","1.8438967,","0.8173377,",-0.7483099,-,back,sitting,chair,-,(angular,velocity).
"2320694079000,","1.7611245,","0.806953,",-0.7351763,-,back,sitting,chair,-,(angular,velocity).
"2320699999000,","1.6688838,","0.8002335,",-0.7483099,-,back,sitting,chair,-,(angular,velocity).
"2320704012000,","1.5723672,","0.806953,",-0.77396625,-,back,sitting,chair,-,(angular,velocity).
"2320709092000,","1.4602734,","0.7425067,",-0.8491027,-,back,sitting,chair,-,(angular,velocity).
"2320714116000,","1.4019357,","0.41905355,",-0.852157,-,back,sitting,chair,-,(angular,velocity).
"2320719072000,","1.457219,","-0.14355333,",-0.8750645,-,back,sitting,chair,-,(angular,velocity).
"2320724062000,","1.6169603,","-0.4972443,",-0.9138544,-,back,sitting,chair,-,(angular,velocity).
"2320729096000,","1.7660115,","-1.1392636,",-0.93187493,-,back,sitting,chair,-,(angular,velocity).
"2320734207000,","1.7336355,","-1.464244,",-0.94897914,-,back,sitting,chair,-,(angular,velocity).
"2320739083000,","1.3136657,","-1.4700472,",-0.9636399,-,back,sitting,chair,-,(angular,velocity).
"2320744080000,","0.58459806,","-1.1343768,",-0.9486737,-,back,sitting,chair,-,(angular,velocity).
"2320749074000,","-0.4016439,","-0.5766568,",-0.91782504,-,back,sitting,chair,-,(angular,velocity).
"2320754107000,","-1.3304645,","-0.11178834,",-0.8668178,-,back,sitting,chair,-,(angular,velocity).
"2320759041000,","-1.7647897,","0.26053402,",-0.79504114,-,back,sitting,chair,-,(angular,velocity).
"2320764086000,","-1.790446,","0.6093381,",-0.7473936,-,back,sitting,chair,-,(angular,velocity).
"2320769060000,","-1.7498235,","0.92087936,",-0.7360926,-,back,sitting,chair,-,(angular,velocity).
"2320774128000,","-1.8478674,","1.2247849,",-0.78038037,-,back,sitting,chair,-,(angular,velocity).
"2320779060000,","-2.0564778,","1.5738943,",-0.8350528,-,back,sitting,chair,-,(angular,velocity).
"2320784090000,","-2.2473733,","1.8038851,",-0.86284715,-,back,sitting,chair,-,(angular,velocity).
"2320789051000,","-2.3173172,","1.8118263,",-0.8790351,-,back,sitting,chair,-,(angular,velocity).
"2320794080000,","-2.270586,","1.670411,",-0.83108217,-,back,sitting,chair,-,(angular,velocity).
"2320799172000,","-2.1664336,","1.5647314,",-0.7199047,-,back,sitting,chair,-,(angular,velocity).
"2320804106000,","-2.1365013,","1.3570372,",-0.64812803,-,back,sitting,chair,-,(angular,velocity).
"2320809057000,","-2.146275,","1.1527027,",-0.5870415,-,back,sitting,chair,-,(angular,velocity).
"2320814056000,","-2.2678373,","1.0106765,",-0.49327368,-,back,sitting,chair,-,(angular,velocity).
"2320819107000,","-2.4559836,","0.9773844,",-0.39584067,-,back,sitting,chair,-,(angular,velocity).
"2320824120000,","-2.6325238,","1.0198395,",-0.2782491,-,back,sitting,chair,-,(angular,velocity).
"2320829014000,","-2.7104092,","1.0567969,",-0.2134974,-,back,sitting,chair,-,(angular,velocity).
"2320834038000,","-2.6801713,","1.071763,",-0.06261369,-,back,sitting,chair,-,(angular,velocity).
"2320839494000,","-2.5271494,","1.1481212,",0.17898351,-,back,sitting,chair,-,(angular,velocity).
"2320844073000,","-2.25562,","1.1746938,",0.24923302,-,back,sitting,chair,-,(angular,velocity).
"2320849083000,","-2.1838431,","0.9260717,",0.18997909,-,back,sitting,chair,-,(angular,velocity).
"2320854077000,","-2.0002782,","0.43890667,",0.060170226,-,back,sitting,chair,-,(angular,velocity).
"2320859034000,","-1.758681,","0.09315695,",-0.014966198,-,back,sitting,chair,-,(angular,velocity).
"2320864083000,","-1.5048665,","-0.10934488,",-0.009162978,-,back,sitting,chair,-,(angular,velocity).
"2320869088000,","-1.2611313,","-0.29046643,",0.010995574,-,back,sitting,chair,-,(angular,velocity).
"2320874119000,","-1.0598512,","-0.45051312,",0.065973446,-,back,sitting,chair,-,(angular,velocity).
"2320879041000,","-0.82863873,","-0.54244834,",0.09193522,-,back,sitting,chair,-,(angular,velocity).
"2320884068000,","-0.655153,","-0.46914452,",0.096516706,-,back,sitting,chair,-,(angular,velocity).
"2320889031000,","-0.59559363,","-0.22449298,",0.1328632,-,back,sitting,chair,-,(angular,velocity).
"2320894093000,","-0.5726862,","0.1685988,",0.17012598,-,back,sitting,chair,-,(angular,velocity).
"2320899082000,","-0.5852089,","0.5833763,",0.23823744,-,back,sitting,chair,-,(angular,velocity).
"2320904148000,","-0.6374379,","0.9120218,",0.28038713,-,back,sitting,chair,-,(angular,velocity).
"2320909314000,","-0.70432764,","1.138042,",0.2724459,-,back,sitting,chair,-,(angular,velocity).
"2320914100000,","-0.7351763,","1.3136657,",0.23609942,-,back,sitting,chair,-,(angular,velocity).
"2320919105000,","-0.7031059,","1.3713925,",0.21410827,-,back,sitting,chair,-,(angular,velocity).
"2320924061000,","-0.5766568,","1.3631458,",0.1994475,-,back,sitting,chair,-,(angular,velocity).
"2320929122000,","-0.49846604,","1.4199562,",0.2049453,-,back,sitting,chair,-,(angular,velocity).
"2320934216000,","-0.31612277,","1.4865406,",0.23182335,-,back,sitting,chair,-,(angular,velocity).
"2320939086000,","-0.17959438,","1.5540411,",0.28252518,-,back,sitting,chair,-,(angular,velocity).
"2320944130000,","-0.13469578,","1.6493362,",0.37323865,-,back,sitting,chair,-,(angular,velocity).
"2320949064000,","-0.15790866,","1.6865989,",0.47158796,-,back,sitting,chair,-,(angular,velocity).
"2320954045000,","-0.21013765,","1.6484199,",0.5571091,-,back,sitting,chair,-,(angular,velocity).
"2320959034000,","-0.2648101,","1.5506815,",0.6215554,-,back,sitting,chair,-,(angular,velocity).
"2320964089000,","-0.33353242,","1.4104879,",0.6386596,-,back,sitting,chair,-,(angular,velocity).
"2320969076000,","-0.34300083,","1.2809844,",0.6239988,-,back,sitting,chair,-,(angular,velocity).
"2320974153000,","-0.29352075,","1.1985176,",0.62980205,-,back,sitting,chair,-,(angular,velocity).
"2320979064000,","-0.22021692,","1.1123856,",0.655153,-,back,sitting,chair,-,(angular,velocity).
"2320984086000,","-0.13652839,","0.9868528,",0.6973027,-,back,sitting,chair,-,(angular,velocity).
"2320989065000,","-0.059864793,","0.89827734,",0.7367035,-,back,sitting,chair,-,(angular,velocity).
"2320994074000,","0.027794369,","0.9224065,",0.78984874,-,back,sitting,chair,-,(angular,velocity).
"2320999077000,","0.12858713,","1.0888673,",0.8622363,-,back,sitting,chair,-,(angular,velocity).
"2321004048000,","0.22571471,","1.3344351,",0.93431836,-,back,sitting,chair,-,(angular,velocity).
"2321009001000,","0.29229903,","1.566564,",1.0158689,-,back,sitting,chair,-,(angular,velocity).
"2321014026000,","0.27763826,","1.7507398,",1.0931433,-,back,sitting,chair,-,(angular,velocity).
"2321019092000,","0.22479841,","1.8301523,",1.1520919,-,back,sitting,chair,-,(angular,velocity).
"2321024897000,","0.1826487,","1.9801197,",1.1774428,-,back,sitting,chair,-,(angular,velocity).
"2321029113000,","0.17562376,","2.097406,",1.2049317,-,back,sitting,chair,-,(angular,velocity).
"2321034088000,","0.14263703,","2.2165246,",1.1969905,-,back,sitting,chair,-,(angular,velocity).
"2321039072000,","0.105068825,","2.309376,",1.1685852,-,back,sitting,chair,-,(angular,velocity).
"2321044071000,","0.09621128,","2.3399193,",1.1242975,-,back,sitting,chair,-,(angular,velocity).
"2321049141000,","0.07452556,","2.2843306,",1.0650436,-,back,sitting,chair,-,(angular,velocity).
"2321054085000,","0.05131268,","2.1713204,",1.0009027,-,back,sitting,chair,-,(angular,velocity).
"2321059157000,","0.022907447,","2.0100522,",0.9279043,-,back,sitting,chair,-,(angular,velocity).
"2321064033000,","-0.013439035,","1.8435913,",0.8539896,-,back,sitting,chair,-,(angular,velocity).
"2321069093000,","-0.04550946,","1.6533068,",0.77671516,-,back,sitting,chair,-,(angular,velocity).
"2321074082000,","-0.08032878,","1.4230106,",0.69027776,-,back,sitting,chair,-,(angular,velocity).
"2321079066000,","-0.10567969,","1.1615603,",0.58093286,-,back,sitting,chair,-,(angular,velocity).
"2321084076000,","-0.11911872,","0.9621128,",0.48349985,-,back,sitting,chair,-,(angular,velocity).
"2321089098000,","-0.12614368,","0.9236283,",0.42943826,-,back,sitting,chair,-,(angular,velocity).
"2321095084000,","-0.118202426,","1.02717,",0.4147775,-,back,sitting,chair,-,(angular,velocity).
"2321099125000,","-0.13347405,","1.2302825,",0.44776422,-,back,sitting,chair,-,(angular,velocity).
"2321104108000,","-0.14813483,","1.4172074,",0.4886922,-,back,sitting,chair,-,(angular,velocity).
"2321109088000,","-0.16371189,","1.4978416,",0.5555819,-,back,sitting,chair,-,(angular,velocity).
"2321114092000,","-0.204029,","1.4480561,",0.6426302,-,back,sitting,chair,-,(angular,velocity).
"2321119095000,","-0.24373524,","1.3869696,",0.75686204,-,back,sitting,chair,-,(angular,velocity).
"2321124092000,","-0.27885997,","1.1585059,",0.8042041,-,back,sitting,chair,-,(angular,velocity).
"2321129103000,","-0.36377025,","0.84299403,",0.870483,-,back,sitting,chair,-,(angular,velocity).
"2321134083000,","-0.45265114,","0.50823987,",0.8933904,-,back,sitting,chair,-,(angular,velocity).
"2321139062000,","-0.48716503,","0.24098633,",0.8527679,-,back,sitting,chair,-,(angular,velocity).
"2321144087000,","-0.48197266,","0.013744468,",0.7684685,-,back,sitting,chair,-,(angular,velocity).
"2321149307000,","-0.3866777,","-0.14844026,",0.6814202,-,back,sitting,chair,-,(angular,velocity).
"2321154406000,","-0.2764165,","-0.2312125,",0.5861252,-,back,sitting,chair,-,(angular,velocity).
"2321159029000,","-0.1853976,","-0.2312125,",0.4978552,-,back,sitting,chair,-,(angular,velocity).
"2321164565000,","-0.110872045,","-0.12644911,",0.41722095,-,back,sitting,chair,-,(angular,velocity).
"2321169077000,","-0.08155051,","0.03268129,",0.33841935,-,back,sitting,chair,-,(angular,velocity).
"2321174078000,","-0.07849618,","0.23090707,",0.25992316,-,back,sitting,chair,-,(angular,velocity).
"2321179034000,","-0.10720685,","0.41050145,",0.1872302,-,back,sitting,chair,-,(angular,velocity).
"2321184028000,","-0.12858713,","0.5488624,",0.11026118,-,back,sitting,chair,-,(angular,velocity).
"2321188999000,","-0.15790866,","0.6227771,",0.04062254,-,back,sitting,chair,-,(angular,velocity).
"2321194078000,","-0.172264,","0.6386596,",-0.027183503,-,back,sitting,chair,-,(angular,velocity).
"2321199062000,","-0.15943582,","0.5842926,",-0.07269296,-,back,sitting,chair,-,(angular,velocity).
"2321204107000,","-0.121256754,","0.46822822,",-0.10781772,-,back,sitting,chair,-,(angular,velocity).
"2321209002000,","-0.06658431,","0.26450464,",-0.13103059,-,back,sitting,chair,-,(angular,velocity).
"2321214080000,","0.012217305,","0.12461651,",-0.13622294,-,back,sitting,chair,-,(angular,velocity).
"2321219072000,","0.09743301,","-0.15974127,",-0.14966199,-,back,sitting,chair,-,(angular,velocity).
"2321224102000,","0.129198,","-0.462425,",-0.19394971,-,back,sitting,chair,-,(angular,velocity).
"2321229099000,","0.18112154,","-0.7492262,",-0.258396,-,back,sitting,chair,-,(angular,velocity).
"2321234276000,","0.21899518,","-1.0128145,",-0.34208453,-,back,sitting,chair,-,(angular,velocity).
"2321239088000,","0.25961772,","-1.2788464,",-0.43310347,-,back,sitting,chair,-,(angular,velocity).
"2321244075000,","0.29138273,","-1.5121969,",-0.5155703,-,back,sitting,chair,-,(angular,velocity).
"2321249109000,","0.2996294,","-1.7137824,",-0.60903263,-,back,sitting,chair,-,(angular,velocity).
"2321254105000,","0.2761111,","-1.8860464,",-0.7031059,-,back,sitting,chair,-,(angular,velocity).
"2321259055000,","0.21044308,","-2.0011945,",-0.8246681,-,back,sitting,chair,-,(angular,velocity).
"2321264084000,","0.102319926,","-2.0726657,",-0.95478237,-,back,sitting,chair,-,(angular,velocity).
"2321269105000,","-0.055283304,","-2.087021,",-1.0876455,-,back,sitting,chair,-,(angular,velocity).
"2321274074000,","-0.24465153,","-2.014939,",-1.1939361,-,back,sitting,chair,-,(angular,velocity).
"2321279045000,","-0.43799037,","-1.8371773,",-1.2327261,-,back,sitting,chair,-,(angular,velocity).
"2321284006000,","-0.6264423,","-1.5564847,",-1.1921035,-,back,sitting,chair,-,(angular,velocity).
"2321289083000,","-0.7996226,","-1.2461652,",-1.087951,-,back,sitting,chair,-,(angular,velocity).
"2321294095000,","-0.91415983,","-0.95814216,",-0.92179567,-,back,sitting,chair,-,(angular,velocity).
"2321299141000,","-0.95264435,","-0.6805039,",-0.700357,-,back,sitting,chair,-,(angular,velocity).
"2321304090000,","-0.89644474,","-0.46211955,",-0.43463063,-,back,sitting,chair,-,(angular,velocity).
"2321309007000,","-0.75808376,","-0.38637227,",-0.1853976,-,back,sitting,chair,-,(angular,velocity).
"2321314165000,","-0.56779927,","-0.24281894,",-0.024129177,-,back,sitting,chair,-,(angular,velocity).
"2321319116000,","-0.47616947,","-0.055283304,",0.018936822,-,back,sitting,chair,-,(angular,velocity).
"2321324086000,","-0.33261612,","0.15974127,",0.06627888,-,back,sitting,chair,-,(angular,velocity).
"2321329109000,","-0.25534168,","0.34055737,",0.08277224,-,back,sitting,chair,-,(angular,velocity).
"2321334059000,","-0.21197024,","0.43982297,",0.08857546,-,back,sitting,chair,-,(angular,velocity).
"2321339087000,","-0.21288654,","0.44868052,",0.093767814,-,back,sitting,chair,-,(angular,velocity).
"2321344115000,","-0.2180789,","0.39950588,",0.096516706,-,back,sitting,chair,-,(angular,velocity).
"2321349866000,","-0.24465153,","0.3032946,",0.118202426,-,back,sitting,chair,-,(angular,velocity).
"2321354103000,","-0.25900686,","0.17989981,",0.13072516,-,back,sitting,chair,-,(angular,velocity).
"2321359086000,","-0.25809056,","0.06627888,",0.13836098,-,back,sitting,chair,-,(angular,velocity).
"2321364128000,","-0.26358834,","-0.010079277,",0.13591751,-,back,sitting,chair,-,(angular,velocity).
"2321369091000,","-0.27458394,","-0.07269296,",0.12858713,-,back,sitting,chair,-,(angular,velocity).
"2321374956000,","-0.29901853,","-0.12461651,",0.11362094,-,back,sitting,chair,-,(angular,velocity).
"2321379064000,","-0.34300083,","-0.15668693,",0.09193522,-,back,sitting,chair,-,(angular,velocity).
"2321384201000,","-0.4098906,","-0.17745635,",0.07941248,-,back,sitting,chair,-,(angular,velocity).
"2321389304000,","-0.46578476,","-0.17989981,",0.06383542,-,back,sitting,chair,-,(angular,velocity).
"2321394094000,","-0.5421429,","-0.19058995,",0.051923547,-,back,sitting,chair,-,(angular,velocity).
"2321399177000,","-0.6084218,","-0.20891592,",0.05467244,-,back,sitting,chair,-,(angular,velocity).
"2321404084000,","-0.66767573,","-0.24587326,",0.0711658,-,back,sitting,chair,-,(angular,velocity).
"2321409103000,","-0.72234815,","-0.26419923,",0.095294975,-,back,sitting,chair,-,(angular,velocity).
"2321414100000,","-0.7266242,","-0.301462,",0.11362094,-,back,sitting,chair,-,(angular,velocity).
"2321419913000,","-0.72265357,","-0.267559,",0.19272798,-,back,sitting,chair,-,(angular,velocity).
"2321424053000,","-0.72509706,","-0.23579398,",0.21013765,-,back,sitting,chair,-,(angular,velocity).
"2321429060000,","-0.73761976,","-0.12675454,",0.22388211,-,back,sitting,chair,-,(angular,velocity).
"2321434085000,","-0.752586,","-0.005192355,",0.22937989,-,back,sitting,chair,-,(angular,velocity).
"2321439086000,","-0.75869465,","0.09040806,",0.22296582,-,back,sitting,chair,-,(angular,velocity).
"2321444042000,","-0.7489208,","0.13744467,",0.22724187,-,back,sitting,chair,-,(angular,velocity).
"2321449095000,","-0.70738196,","0.14385876,",0.23945917,-,back,sitting,chair,-,(angular,velocity).
"2321454012000,","-0.6246097,","0.11453723,",0.26297748,-,back,sitting,chair,-,(angular,velocity).
"2321459101000,","-0.5494733,","0.05131268,",0.28221974,-,back,sitting,chair,-,(angular,velocity).
"2321464033000,","-0.45540005,","-0.036957346,",0.31612277,-,back,sitting,chair,-,(angular,velocity).
"2321469107000,","-0.35796702,","-0.1337795,",0.3408628,-,back,sitting,chair,-,(angular,velocity).
"2321474073000,","-0.2660318,","-0.2275473,",0.3735441,-,back,sitting,chair,-,(angular,velocity).
"2321479074000,","-0.17501289,","-0.29810223,",0.42760566,-,back,sitting,chair,-,(angular,velocity).
"2321484057000,","-0.08032878,","-0.33841935,",0.47433686,-,back,sitting,chair,-,(angular,velocity).
"2321489657000,","0.007941248,","-0.35430184,",0.5558874,-,back,sitting,chair,-,(angular,velocity).
"2321494062000,","0.087964594,","-0.34666604,",0.623388,-,back,sitting,chair,-,(angular,velocity).
"2321499089000,","0.17806722,","-0.30543262,",0.7067711,-,back,sitting,chair,-,(angular,velocity).
"2321504063000,","0.2489276,","-0.23915374,",0.7693848,-,back,sitting,chair,-,(angular,velocity).
"2321509038000,","0.2919936,","-0.19150625,",0.8020661,-,back,sitting,chair,-,(angular,velocity).
"2321514028000,","0.29901853,","-0.070554934,",0.806953,-,back,sitting,chair,-,(angular,velocity).
"2321519074000,","0.30024028,","0.061086524,",0.7965683,-,back,sitting,chair,-,(angular,velocity).
"2321524221000,","0.27550024,","0.22602014,",0.7583892,-,back,sitting,chair,-,(angular,velocity).
"2321529035000,","0.22327125,","0.40011674,",0.68203104,-,back,sitting,chair,-,(angular,velocity).
"2321534032000,","0.16523905,","0.5693264,",0.6041457,-,back,sitting,chair,-,(angular,velocity).
"2321539029000,","0.10476339,","0.7021896,",0.5198463,-,back,sitting,chair,-,(angular,velocity).
"2321544074000,","0.05589417,","0.78984874,",0.45020768,-,back,sitting,chair,-,(angular,velocity).
"2321549083000,","0.01160644,","0.82436264,",0.37507126,-,back,sitting,chair,-,(angular,velocity).
"2321554104000,","-0.015882496,","0.81061816,",0.31215215,-,back,sitting,chair,-,(angular,velocity).
"2321559020000,","-0.034513887,","0.73364913,",0.26908615,-,back,sitting,chair,-,(angular,velocity).
"2321564096000,","-0.043982297,","0.64934975,",0.23396139,-,back,sitting,chair,-,(angular,velocity).
"2321569073000,","-0.040927973,","0.53878313,",0.20830505,-,back,sitting,chair,-,(angular,velocity).
"2321574219000,","-0.04734206,","0.42119157,",0.18142697,-,back,sitting,chair,-,(angular,velocity).
"2321579050000,","-0.04184427,","0.30482176,",0.16523905,-,back,sitting,chair,-,(angular,velocity).
"2321584089000,","-0.05375614,","0.19211712,",0.14660765,-,back,sitting,chair,-,(angular,velocity).
"2321589097000,","-0.0729984,","0.076052725,",0.12950343,-,back,sitting,chair,-,(angular,velocity).
"2321594081000,","-0.052839845,","-0.027794369,",0.10567969,-,back,sitting,chair,-,(angular,velocity).
"2321599096000,","-0.051618114,","-0.13255776,",0.0852157,-,back,sitting,chair,-,(angular,velocity).
"2321604074000,","-0.04734206,","-0.22602014,",0.054367006,-,back,sitting,chair,-,(angular,velocity).
"2321608998000,","-0.053450707,","-0.27122417,",0.042455133,-,back,sitting,chair,-,(angular,velocity).
"2321614087000,","-0.049785517,","-0.34513888,",0.032070424,-,back,sitting,chair,-,(angular,velocity).
"2321619086000,","-0.04520403,","-0.40378192,",0.012217305,-,back,sitting,chair,-,(angular,velocity).
"2321624161000,","-0.058948494,","-0.43554693,",-3.0543262e-4,-,back,sitting,chair,-,(angular,velocity).
"2321629090000,","-0.058643065,","-0.4456262,",0.0015271631,-,back,sitting,chair,-,(angular,velocity).
"2321634068000,","-0.058643065,","-0.4092797,",-0.008246681,-,back,sitting,chair,-,(angular,velocity).
"2321639216000,","-0.06047566,","-0.36743546,",-0.009773844,-,back,sitting,chair,-,(angular,velocity).
"2321644077000,","-0.051923547,","-0.30634892,",-0.005192355,-,back,sitting,chair,-,(angular,velocity).
"2321649150000,","-0.057421334,","-0.22418754,",0.004276057,-,back,sitting,chair,-,(angular,velocity).
"2321654013000,","-0.052839845,","-0.1386664,",0.019242255,-,back,sitting,chair,-,(angular,velocity).
"2321659090000,","-0.035124753,","-0.052534413,",0.023518313,-,back,sitting,chair,-,(angular,velocity).
"2321663998000,","-0.021991149,","0.022296581,",0.034513887,-,back,sitting,chair,-,(angular,velocity).
"2321669074000,","-0.0106901415,","0.060170226,",0.05681047,-,back,sitting,chair,-,(angular,velocity).
"2321674951000,","-0.013744468,","0.064446285,",0.06994407,-,back,sitting,chair,-,(angular,velocity).
"2321679042000,","-0.013744468,","0.048563786,",0.0842994,-,back,sitting,chair,-,(angular,velocity).
"2321684116000,","0.010079277,","0.017715093,",0.098043874,-,back,sitting,chair,-,(angular,velocity).
"2321689084000,","0.007941248,","-0.015577064,",0.11026118,-,back,sitting,chair,-,(angular,velocity).
"2321694073000,","0.0070249503,","-0.06291912,",0.12003502,-,back,sitting,chair,-,(angular,velocity).
"2321699507000,","0.018936822,","-0.10781772,",0.12370021,-,back,sitting,chair,-,(angular,velocity).
"2321704106000,","0.02076942,","-0.12461651,",0.13683382,-,back,sitting,chair,-,(angular,velocity).
"2321709237000,","0.02443461,","-0.15393804,",0.13683382,-,back,sitting,chair,-,(angular,velocity).
"2321714086000,","0.018936822,","-0.17531833,",0.14263703,-,back,sitting,chair,-,(angular,velocity).
"2321719071000,","0.027183503,","-0.18387043,",0.14172074,-,back,sitting,chair,-,(angular,velocity).
"2321724472000,","0.026572637,","-0.15943582,",0.15057829,-,back,sitting,chair,-,(angular,velocity).
"2321729107000,","0.021991149,","-0.13744467,",0.1518,-,back,sitting,chair,-,(angular,velocity).
"2321734050000,","0.0143553335,","-0.08827003,",0.1469131,-,back,sitting,chair,-,(angular,velocity).
"2321739086000,","0.008552114,","-0.03145956,",0.14202617,-,back,sitting,chair,-,(angular,velocity).
"2321745090000,","-0.004886922,","0.016798794,",0.13988814,-,back,sitting,chair,-,(angular,velocity).
"2321749133000,","-0.013133603,","0.061086524,",0.13255776,-,back,sitting,chair,-,(angular,velocity).
"2321754132000,","-0.023518313,","0.10048734,",0.13500121,-,back,sitting,chair,-,(angular,velocity).
"2321759056000,","-0.03359759,","0.13408493,",0.12308934,-,back,sitting,chair,-,(angular,velocity).
"2321764082000,","-0.04337143,","0.1572978,",0.10842858,-,back,sitting,chair,-,(angular,velocity).
"2321769120000,","-0.0571159,","0.16035213,",0.103847094,-,back,sitting,chair,-,(angular,velocity).
"2321774049000,","-0.05497787,","0.15974127,",0.09285152,-,back,sitting,chair,-,(angular,velocity).
"2321779094000,","-0.058643065,","0.14813483,",0.08277224,-,back,sitting,chair,-,(angular,velocity).
"2321784084000,","-0.06536258,","0.12889257,",0.074830994,-,back,sitting,chair,-,(angular,velocity).
"2321789089000,","-0.06566802,","0.09468412,",0.06078109,-,back,sitting,chair,-,(angular,velocity).
"2321794107000,","-0.06994407,","0.0720821,",0.05497787,-,back,sitting,chair,-,(angular,velocity).
"2321799085000,","-0.061391957,","0.0693332,",0.04428773,-,back,sitting,chair,-,(angular,velocity).
"2321804094000,","-0.06536258,","0.0580322,",0.032070424,-,back,sitting,chair,-,(angular,velocity).
"2321809094000,","-0.064446285,","0.044593163,",0.025961773,-,back,sitting,chair,-,(angular,velocity).
"2321814740000,","-0.070249505,","0.03573562,",0.011911872,-,back,sitting,chair,-,(angular,velocity).
"2321819074000,","-0.06841691,","0.03848451,",0.008246681,-,back,sitting,chair,-,(angular,velocity).
"2321824342000,","-0.06963864,","0.03940081,",0.005497787,-,back,sitting,chair,-,(angular,velocity).
"2321829048000,","-0.056505036,","0.029626964,",-0.009162978,-,back,sitting,chair,-,(angular,velocity).
"2321834089000,","-0.040011674,","0.029321533,",-0.01038471,-,back,sitting,chair,-,(angular,velocity).
"2321839002000,","-0.043066,","0.010079277,",-0.01160644,-,back,sitting,chair,-,(angular,velocity).
"2321844059000,","-0.03573562,","0.009468411,",-0.01282817,-,back,sitting,chair,-,(angular,velocity).
"2321849107000,","-0.030848695,","-0.011301007,",-0.01160644,-,back,sitting,chair,-,(angular,velocity).
"2321854059000,","-0.029932396,","-0.03481932,",-0.014660766,-,back,sitting,chair,-,(angular,velocity).
"2321859007000,","-0.01863139,","-0.056505036,",-0.013133603,-,back,sitting,chair,-,(angular,velocity).
"2321864032000,","-0.013133603,","-0.074830994,",-0.017104227,-,back,sitting,chair,-,(angular,velocity).
"2321869091000,","-0.009773844,","-0.0983493,",-0.025350908,-,back,sitting,chair,-,(angular,velocity).
"2321874246000,","-0.0067195175,","-0.1151481,",-0.0290161,-,back,sitting,chair,-,(angular,velocity).
"2321879060000,","-0.0030543262,","-0.12492194,",-0.03023783,-,back,sitting,chair,-,(angular,velocity).
"2321884502000,","-0.004886922,","-0.14080444,",-0.03359759,-,back,sitting,chair,-,(angular,velocity).
"2321889030000,","0.005497787,","-0.1469131,",-0.032986723,-,back,sitting,chair,-,(angular,velocity).
"2321894072000,","0.0061086523,","-0.13439035,",-0.04337143,-,back,sitting,chair,-,(angular,velocity).
"2321899208000,","0.0106901415,","-0.13255776,",-0.041233405,-,back,sitting,chair,-,(angular,velocity).
"2321904036000,","0.008857546,","-0.14019357,",-0.0421497,-,back,sitting,chair,-,(angular,velocity).
"2321909033000,","0.004581489,","-0.118202426,",-0.043982297,-,back,sitting,chair,-,(angular,velocity).
