#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","-9.059659,","2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#datetime:,05/07/2013,10:40:33,2.3175871,-,sideward,lying,-,(including,gravity).
##########################################,"-9.059659,","2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#activity:,13,-,sdl,-,sideward,lying,-,10s,gravity).
#subject,id:,2,2.3175871,-,sideward,lying,-,(including,gravity).
#first,name:,sub2,2.3175871,-,sideward,lying,-,(including,gravity).
#last,name:,sub2,2.3175871,-,sideward,lying,-,(including,gravity).
#age:,26,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#height(cm):,169,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#weight(kg):,64,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#gender:,male,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
"527788244000,","-9.203311,","4.2042184,",0.22984336,-,sideward,lying,-,(including,gravity).
"527801956000,","-9.165004,","4.175488,",0.32561144,-,sideward,lying,-,(including,gravity).
"527813585000,","-9.078813,","4.1180267,",0.31603462,-,sideward,lying,-,(including,gravity).
"527826749000,","-8.839393,","4.0892963,",0.40222588,-,sideward,lying,-,(including,gravity).
"527837016000,","-8.695741,","4.1276035,",0.51714754,-,sideward,lying,-,(including,gravity).
"527846597000,","-8.571242,","4.0797195,",0.7182605,-,sideward,lying,-,(including,gravity).
"527861255000,","-8.42759,","3.9935284,",0.91937345,-,sideward,lying,-,(including,gravity).
"527870986000,","-8.360553,","3.8786068,",1.0821792,-,sideward,lying,-,(including,gravity).
"527885998000,","-8.331821,","3.6870706,",1.3982137,-,sideward,lying,-,(including,gravity).
"527896480000,","-8.418014,","3.6583402,",1.6280571,-,sideward,lying,-,(including,gravity).
"527911452000,","-8.532935,","3.6391866,",1.7908629,-,sideward,lying,-,(including,gravity).
"527921327000,","-8.619126,","3.620033,",1.8579005,-,sideward,lying,-,(including,gravity).
"527936343000,","-8.6574335,","3.4763808,",1.8866309,-,sideward,lying,-,(including,gravity).
"527946022000,","-8.676587,","3.4284968,",1.8962077,-,sideward,lying,-,(including,gravity).
"527958553000,","-8.66701,","3.3997664,",1.9057846,-,sideward,lying,-,(including,gravity).
"527968043000,","-8.686164,","3.3423057,",1.9632454,-,sideward,lying,-,(including,gravity).
"527982245000,","-8.7532015,","3.2848446,",2.0685902,-,sideward,lying,-,(including,gravity).
"527992220000,","-8.820239,","3.217807,",2.1547816,-,sideward,lying,-,(including,gravity).
"528003434000,","-8.839393,","3.1028855,",2.327164,-,sideward,lying,-,(including,gravity).
"528013072000,","-8.63828,","2.873042,",2.5378537,-,sideward,lying,-,(including,gravity).
"528024715000,","-8.695741,","2.825158,",2.6240451,-,sideward,lying,-,(including,gravity).
"528034221000,","-8.647857,","2.777274,",2.7006595,-,sideward,lying,-,(including,gravity).
"528044197000,","-8.63828,","2.7389667,",2.719813,-,sideward,lying,-,(including,gravity).
"528054646000,","-8.590396,","2.7006595,",2.6910827,-,sideward,lying,-,(including,gravity).
"528064863000,","-8.513782,","2.7389667,",2.7102363,-,sideward,lying,-,(including,gravity).
"528076065000,","-8.446744,","2.825158,",2.7581203,-,sideward,lying,-,(including,gravity).
"528085282000,","-8.37013,","2.9017725,",2.8060043,-,sideward,lying,-,(including,gravity).
"528095869000,","-8.350976,","2.9975405,",2.9400797,-,sideward,lying,-,(including,gravity).
"528105676000,","-8.360553,","3.0358477,",3.016694,-,sideward,lying,-,(including,gravity).
"528115984000,","-8.312668,","3.0550013,",3.122039,-,sideward,lying,-,(including,gravity).
"528125914000,","-8.303091,","3.0454245,",3.2369606,-,sideward,lying,-,(including,gravity).
"528136007000,","-8.331821,","2.9975405,",3.323152,-,sideward,lying,-,(including,gravity).
"528146263000,","-8.42759,","2.920926,",3.4380736,-,sideward,lying,-,(including,gravity).
"528160713000,","-8.465898,","2.8538885,",3.6391866,-,sideward,lying,-,(including,gravity).
"528170587000,","-8.485051,","2.7964275,",3.6966474,-,sideward,lying,-,(including,gravity).
"528181801000,","-8.437167,","2.873042,",3.6870706,-,sideward,lying,-,(including,gravity).
"528192017000,","-8.350976,","2.9113493,",3.6966474,-,sideward,lying,-,(including,gravity).
"528203202000,","-8.303091,","2.930503,",3.7062242,-,sideward,lying,-,(including,gravity).
"528215505000,","-8.1881695,","2.9496565,",3.7062242,-,sideward,lying,-,(including,gravity).
"528228284000,","-8.121132,","2.930503,",3.620033,-,sideward,lying,-,(including,gravity).
"528240544000,","-8.111555,","2.873042,",3.6008794,-,sideward,lying,-,(including,gravity).
"528253488000,","-8.130709,","2.8060043,",3.5434184,-,sideward,lying,-,(including,gravity).
"528265614000,","-8.197746,","2.7006595,",3.572149,-,sideward,lying,-,(including,gravity).
"528277277000,","-8.236053,","2.6431987,",3.5913026,-,sideward,lying,-,(including,gravity).
"528289610000,","-8.42759,","2.5187001,",3.715801,-,sideward,lying,-,(including,gravity).
"528306035000,","-8.504205,","2.4420857,",3.7349546,-,sideward,lying,-,(including,gravity).
"528320455000,","-8.6574335,","2.3558946,",3.8307228,-,sideward,lying,-,(including,gravity).
"528333182000,","-8.686164,","2.2888567,",3.8594532,-,sideward,lying,-,(including,gravity).
"528345316000,","-8.686164,","2.3080103,",3.8881836,-,sideward,lying,-,(including,gravity).
"528354843000,","-8.686164,","2.3750482,",3.8977604,-,sideward,lying,-,(including,gravity).
"528364804000,","-8.63828,","2.4037786,",3.9264908,-,sideward,lying,-,(including,gravity).
"528375485000,","-8.590396,","2.4229321,",3.9264908,-,sideward,lying,-,(including,gravity).
"528384811000,","-8.513782,","2.4708161,",3.8498764,-,sideward,lying,-,(including,gravity).
"528394792000,","-8.465898,","2.5091233,",3.8019924,-,sideward,lying,-,(including,gravity).
"528405252000,","-8.42759,","2.5187001,",3.7924154,-,sideward,lying,-,(including,gravity).
"528415289000,","-8.39886,","2.5091233,",3.715801,-,sideward,lying,-,(including,gravity).
"528425749000,","-8.360553,","2.4995465,",3.6391866,-,sideward,lying,-,(including,gravity).
"528435536000,","-8.350976,","2.4995465,",3.5529952,-,sideward,lying,-,(including,gravity).
"528445677000,","-8.360553,","2.5091233,",3.572149,-,sideward,lying,-,(including,gravity).
"528456484000,","-8.523358,","2.480393,",3.514688,-,sideward,lying,-,(including,gravity).
"528466288000,","-8.590396,","2.5091233,",3.4955344,-,sideward,lying,-,(including,gravity).
"528477259000,","-8.63828,","2.5474305,",3.4955344,-,sideward,lying,-,(including,gravity).
"528489556000,","-8.714894,","2.5378537,",3.514688,-,sideward,lying,-,(including,gravity).
"528502118000,","-8.791509,","2.566584,",3.620033,-,sideward,lying,-,(including,gravity).
"528513620000,","-8.858546,","2.5187001,",3.5434184,-,sideward,lying,-,(including,gravity).
"528526996000,","-8.848969,","2.5378537,",3.5529952,-,sideward,lying,-,(including,gravity).
"528538438000,","-8.820239,","2.566584,",3.4955344,-,sideward,lying,-,(including,gravity).
"528552142000,","-8.801085,","2.6240451,",3.4859576,-,sideward,lying,-,(including,gravity).
"528564614000,","-8.695741,","2.7485435,",3.4763808,-,sideward,lying,-,(including,gravity).
"528577003000,","-8.676587,","2.7581203,",3.4572272,-,sideward,lying,-,(including,gravity).
"528588342000,","-8.695741,","2.777274,",3.3806129,-,sideward,lying,-,(including,gravity).
"528605280000,","-8.772355,","2.7581203,",3.265691,-,sideward,lying,-,(including,gravity).
"528615938000,","-8.801085,","2.7485435,",3.2848446,-,sideward,lying,-,(including,gravity).
"528626223000,","-8.810662,","2.72939,",3.2465374,-,sideward,lying,-,(including,gravity).
"528636437000,","-8.829816,","2.72939,",3.2465374,-,sideward,lying,-,(including,gravity).
"528646349000,","-8.829816,","2.719813,",3.2465374,-,sideward,lying,-,(including,gravity).
"528660586000,","-8.820239,","2.7389667,",3.265691,-,sideward,lying,-,(including,gravity).
"528671004000,","-8.801085,","2.7964275,",3.3518825,-,sideward,lying,-,(including,gravity).
"528681000000,","-8.829816,","2.7485435,",3.2561142,-,sideward,lying,-,(including,gravity).
"528691118000,","-8.820239,","2.767697,",3.1890767,-,sideward,lying,-,(including,gravity).
"528701782000,","-8.820239,","2.7485435,",3.1507695,-,sideward,lying,-,(including,gravity).
"528712179000,","-8.781932,","2.7102363,",3.1316159,-,sideward,lying,-,(including,gravity).
"528721948000,","-8.781932,","2.7006595,",3.1986535,-,sideward,lying,-,(including,gravity).
"528736058000,","-8.820239,","2.6910827,",3.2273839,-,sideward,lying,-,(including,gravity).
"528745958000,","-8.810662,","2.72939,",3.2082303,-,sideward,lying,-,(including,gravity).
"528756487000,","-8.772355,","2.8060043,",3.2752678,-,sideward,lying,-,(including,gravity).
"528766400000,","-8.743625,","2.825158,",3.2273839,-,sideward,lying,-,(including,gravity).
"528778246000,","-8.762778,","2.834735,",3.217807,-,sideward,lying,-,(including,gravity).
"528789846000,","-8.743625,","2.825158,",3.1507695,-,sideward,lying,-,(including,gravity).
"528802043000,","-8.801085,","2.7964275,",3.1316159,-,sideward,lying,-,(including,gravity).
"528814574000,","-8.810662,","2.7581203,",3.0933087,-,sideward,lying,-,(including,gravity).
"528826691000,","-8.810662,","2.7006595,",3.083732,-,sideward,lying,-,(including,gravity).
"528837017000,","-8.829816,","2.7102363,",3.0550013,-,sideward,lying,-,(including,gravity).
"528846797000,","-8.887277,","2.72939,",2.9783869,-,sideward,lying,-,(including,gravity).
"528861429000,","-8.916007,","2.719813,",3.016694,-,sideward,lying,-,(including,gravity).
"528871447000,","-8.916007,","2.7389667,",3.0358477,-,sideward,lying,-,(including,gravity).
"528885921000,","-8.916007,","2.7868507,",2.9879637,-,sideward,lying,-,(including,gravity).
"528895934000,","-8.8777,","2.8060043,",2.9783869,-,sideward,lying,-,(including,gravity).
"528906777000,","-8.868123,","2.8538885,",3.0262709,-,sideward,lying,-,(including,gravity).
"528916564000,","-8.896853,","2.873042,",3.0262709,-,sideward,lying,-,(including,gravity).
"528926885000,","-8.839393,","2.8538885,",3.0358477,-,sideward,lying,-,(including,gravity).
"528939616000,","-8.868123,","2.8634653,",2.9400797,-,sideward,lying,-,(including,gravity).
"528951743000,","-8.90643,","2.8538885,",2.9783869,-,sideward,lying,-,(including,gravity).
"528961789000,","-8.90643,","2.834735,",2.9496565,-,sideward,lying,-,(including,gravity).
"528971790000,","-8.896853,","2.8443117,",2.9113493,-,sideward,lying,-,(including,gravity).
"528986041000,","-8.90643,","2.8060043,",2.920926,-,sideward,lying,-,(including,gravity).
"528996017000,","-8.954314,","2.815581,",2.9017725,-,sideward,lying,-,(including,gravity).
"529006423000,","-9.002198,","2.7964275,",2.920926,-,sideward,lying,-,(including,gravity).
"529016406000,","-9.011775,","2.777274,",2.930503,-,sideward,lying,-,(including,gravity).
"529026810000,","-9.050082,","2.7964275,",2.9400797,-,sideward,lying,-,(including,gravity).
"529037215000,","-8.992621,","2.834735,",2.930503,-,sideward,lying,-,(including,gravity).
"529051102000,","-8.935161,","2.8634653,",2.9496565,-,sideward,lying,-,(including,gravity).
"529061227000,","-8.896853,","2.873042,",2.9592333,-,sideward,lying,-,(including,gravity).
"529071251000,","-8.848969,","2.9113493,",2.96881,-,sideward,lying,-,(including,gravity).
"529084603000,","-8.801085,","2.873042,",2.920926,-,sideward,lying,-,(including,gravity).
"529094999000,","-8.781932,","2.9400797,",2.9113493,-,sideward,lying,-,(including,gravity).
"529106313000,","-8.820239,","2.920926,",2.882619,-,sideward,lying,-,(including,gravity).
"529116130000,","-8.839393,","2.920926,",2.9017725,-,sideward,lying,-,(including,gravity).
"529126416000,","-8.896853,","2.9113493,",2.8921957,-,sideward,lying,-,(including,gravity).
"529136694000,","-8.925584,","2.8634653,",2.8921957,-,sideward,lying,-,(including,gravity).
"529146613000,","-8.963891,","2.834735,",2.8538885,-,sideward,lying,-,(including,gravity).
"529160865000,","-8.983045,","2.8538885,",2.8443117,-,sideward,lying,-,(including,gravity).
"529170868000,","-8.963891,","2.8443117,",2.815581,-,sideward,lying,-,(including,gravity).
"529181271000,","-8.925584,","2.882619,",2.7964275,-,sideward,lying,-,(including,gravity).
"529191175000,","-8.944737,","2.930503,",2.7868507,-,sideward,lying,-,(including,gravity).
"529202007000,","-8.954314,","2.920926,",2.8060043,-,sideward,lying,-,(including,gravity).
"529214611000,","-8.954314,","2.920926,",2.7964275,-,sideward,lying,-,(including,gravity).
"529226776000,","-8.944737,","2.9400797,",2.777274,-,sideward,lying,-,(including,gravity).
"529237208000,","-8.935161,","2.920926,",2.767697,-,sideward,lying,-,(including,gravity).
"529247014000,","-8.935161,","2.9113493,",2.777274,-,sideward,lying,-,(including,gravity).
"529261053000,","-8.935161,","2.882619,",2.767697,-,sideward,lying,-,(including,gravity).
"529270930000,","-8.925584,","2.8634653,",2.7581203,-,sideward,lying,-,(including,gravity).
"529281770000,","-8.944737,","2.8634653,",2.72939,-,sideward,lying,-,(including,gravity).
"529291517000,","-8.963891,","2.873042,",2.72939,-,sideward,lying,-,(including,gravity).
"529303259000,","-8.935161,","2.8443117,",2.7485435,-,sideward,lying,-,(including,gravity).
"529315829000,","-8.963891,","2.9017725,",2.777274,-,sideward,lying,-,(including,gravity).
"529327320000,","-8.944737,","2.9017725,",2.7581203,-,sideward,lying,-,(including,gravity).
"529339870000,","-8.935161,","2.8921957,",2.7485435,-,sideward,lying,-,(including,gravity).
"529351612000,","-8.925584,","2.920926,",2.7485435,-,sideward,lying,-,(including,gravity).
"529361568000,","-8.954314,","2.9113493,",2.767697,-,sideward,lying,-,(including,gravity).
"529371612000,","-8.954314,","2.8921957,",2.7868507,-,sideward,lying,-,(including,gravity).
"529386152000,","-8.925584,","2.9017725,",2.8060043,-,sideward,lying,-,(including,gravity).
"529396039000,","-8.896853,","2.8921957,",2.815581,-,sideward,lying,-,(including,gravity).
"529406710000,","-8.916007,","2.920926,",2.7485435,-,sideward,lying,-,(including,gravity).
"529416534000,","-8.925584,","2.930503,",2.7868507,-,sideward,lying,-,(including,gravity).
"529433115000,","-8.916007,","2.882619,",2.7581203,-,sideward,lying,-,(including,gravity).
"529445884000,","-8.944737,","2.8921957,",2.7485435,-,sideward,lying,-,(including,gravity).
"529456420000,","-8.954314,","2.873042,",2.72939,-,sideward,lying,-,(including,gravity).
"529466204000,","-8.925584,","2.873042,",2.72939,-,sideward,lying,-,(including,gravity).
"529477054000,","-8.954314,","2.920926,",2.72939,-,sideward,lying,-,(including,gravity).
"529489622000,","-8.916007,","2.930503,",2.767697,-,sideward,lying,-,(including,gravity).
"529502171000,","-8.90643,","2.9113493,",2.777274,-,sideward,lying,-,(including,gravity).
"529514564000,","-8.954314,","2.873042,",2.7868507,-,sideward,lying,-,(including,gravity).
"529527060000,","-8.935161,","2.8538885,",2.767697,-,sideward,lying,-,(including,gravity).
"529539592000,","-8.896853,","2.8538885,",2.72939,-,sideward,lying,-,(including,gravity).
"529552236000,","-8.925584,","2.920926,",2.7581203,-,sideward,lying,-,(including,gravity).
"529564786000,","-8.935161,","2.9592333,",2.7581203,-,sideward,lying,-,(including,gravity).
"529577079000,","-8.954314,","2.9496565,",2.767697,-,sideward,lying,-,(including,gravity).
"529589621000,","-8.992621,","2.8921957,",2.719813,-,sideward,lying,-,(including,gravity).
"529602234000,","-9.021352,","2.873042,",2.7102363,-,sideward,lying,-,(including,gravity).
"529614675000,","-8.973468,","2.8634653,",2.7389667,-,sideward,lying,-,(including,gravity).
"529626932000,","-8.925584,","2.882619,",2.7485435,-,sideward,lying,-,(including,gravity).
"529638634000,","-8.8777,","2.9017725,",2.7964275,-,sideward,lying,-,(including,gravity).
"529651959000,","-8.887277,","2.930503,",2.815581,-,sideward,lying,-,(including,gravity).
"529664622000,","-8.8777,","2.96881,",2.7389667,-,sideward,lying,-,(including,gravity).
"529676844000,","-8.868123,","2.9783869,",2.7389667,-,sideward,lying,-,(including,gravity).
"529688427000,","-8.868123,","2.96881,",2.7389667,-,sideward,lying,-,(including,gravity).
"529701654000,","-8.90643,","2.9496565,",2.7389667,-,sideward,lying,-,(including,gravity).
"529711716000,","-8.944737,","2.930503,",2.7389667,-,sideward,lying,-,(including,gravity).
"529721686000,","-8.973468,","2.9017725,",2.7006595,-,sideward,lying,-,(including,gravity).
"529734676000,","-9.021352,","2.873042,",2.681506,-,sideward,lying,-,(including,gravity).
"529746120000,","-9.040505,","2.8634653,",2.6910827,-,sideward,lying,-,(including,gravity).
"529756418000,","-9.050082,","2.882619,",2.6910827,-,sideward,lying,-,(including,gravity).
"529766327000,","-9.002198,","2.8921957,",2.6910827,-,sideward,lying,-,(including,gravity).
"529776927000,","-8.973468,","2.9017725,",2.6719291,-,sideward,lying,-,(including,gravity).
"529787320000,","-8.983045,","2.930503,",2.6431987,-,sideward,lying,-,(including,gravity).
"529797150000,","-8.954314,","2.9592333,",2.633622,-,sideward,lying,-,(including,gravity).
"529811035000,","-8.916007,","2.9400797,",2.6240451,-,sideward,lying,-,(including,gravity).
"529820980000,","-8.935161,","2.930503,",2.633622,-,sideward,lying,-,(including,gravity).
"529831277000,","-8.954314,","2.930503,",2.6431987,-,sideward,lying,-,(including,gravity).
"529841422000,","-8.944737,","2.920926,",2.6431987,-,sideward,lying,-,(including,gravity).
"529852194000,","-8.954314,","2.9400797,",2.681506,-,sideward,lying,-,(including,gravity).
"529864569000,","-8.992621,","2.9496565,",2.719813,-,sideward,lying,-,(including,gravity).
"529876838000,","-8.963891,","2.9592333,",2.7006595,-,sideward,lying,-,(including,gravity).
"529887274000,","-8.963891,","2.9592333,",2.681506,-,sideward,lying,-,(including,gravity).
"529901315000,","-8.935161,","2.930503,",2.681506,-,sideward,lying,-,(including,gravity).
"529911648000,","-8.944737,","2.9017725,",2.7102363,-,sideward,lying,-,(including,gravity).
"529921454000,","-8.954314,","2.8921957,",2.6910827,-,sideward,lying,-,(including,gravity).
"529935889000,","-8.935161,","2.9496565,",2.6719291,-,sideward,lying,-,(including,gravity).
"529945781000,","-8.916007,","2.9400797,",2.6240451,-,sideward,lying,-,(including,gravity).
"529956465000,","-8.935161,","2.9592333,",2.6431987,-,sideward,lying,-,(including,gravity).
"529966382000,","-8.896853,","2.9400797,",2.6623523,-,sideward,lying,-,(including,gravity).
"529977025000,","-8.916007,","2.9496565,",2.6719291,-,sideward,lying,-,(including,gravity).
"529988599000,","-8.916007,","2.9017725,",2.6623523,-,sideward,lying,-,(including,gravity).
"530002155000,","-8.916007,","2.882619,",2.633622,-,sideward,lying,-,(including,gravity).
"530014604000,","-8.963891,","2.8634653,",2.6527755,-,sideward,lying,-,(including,gravity).
"530027003000,","-8.983045,","2.882619,",2.633622,-,sideward,lying,-,(including,gravity).
"530039623000,","-8.983045,","2.9113493,",2.681506,-,sideward,lying,-,(including,gravity).
"530051996000,","-8.954314,","2.9975405,",2.72939,-,sideward,lying,-,(including,gravity).
"530064580000,","-8.954314,","2.9879637,",2.7006595,-,sideward,lying,-,(including,gravity).
"530076969000,","-8.973468,","2.9113493,",2.6623523,-,sideward,lying,-,(including,gravity).
"530088597000,","-8.935161,","2.882619,",2.6144683,-,sideward,lying,-,(including,gravity).
"530102063000,","-8.973468,","2.920926,",2.6431987,-,sideward,lying,-,(including,gravity).
"530114592000,","-8.925584,","2.9113493,",2.6431987,-,sideward,lying,-,(including,gravity).
"530127115000,","-8.925584,","2.9017725,",2.6431987,-,sideward,lying,-,(including,gravity).
"530139619000,","-8.944737,","2.920926,",2.6240451,-,sideward,lying,-,(including,gravity).
"530151523000,","-8.983045,","2.920926,",2.633622,-,sideward,lying,-,(including,gravity).
"530161727000,","-9.021352,","2.96881,",2.6527755,-,sideward,lying,-,(including,gravity).
"530171658000,","-9.059659,","2.9496565,",2.6240451,-,sideward,lying,-,(including,gravity).
"530185838000,","-9.059659,","2.9592333,",2.6623523,-,sideward,lying,-,(including,gravity).
"530195838000,","-9.069236,","2.930503,",2.6623523,-,sideward,lying,-,(including,gravity).
"530207143000,","-9.021352,","2.930503,",2.6527755,-,sideward,lying,-,(including,gravity).
"530217561000,","-9.011775,","2.9017725,",2.633622,-,sideward,lying,-,(including,gravity).
"530230950000,","-8.954314,","2.9017725,",2.6144683,-,sideward,lying,-,(including,gravity).
"530240153000,","-8.944737,","2.9113493,",2.5953147,-,sideward,lying,-,(including,gravity).
"530251298000,","-8.925584,","2.9400797,",2.6048915,-,sideward,lying,-,(including,gravity).
"530260609000,","-8.916007,","2.9592333,",2.585738,-,sideward,lying,-,(including,gravity).
"530271004000,","-8.935161,","2.9496565,",2.528277,-,sideward,lying,-,(including,gravity).
"530280848000,","-8.954314,","2.9592333,",2.5091233,-,sideward,lying,-,(including,gravity).
"530290963000,","-8.944737,","2.9496565,",2.566584,-,sideward,lying,-,(including,gravity).
"530301283000,","-9.002198,","2.9592333,",2.566584,-,sideward,lying,-,(including,gravity).
"530310904000,","-9.002198,","2.96881,",2.5953147,-,sideward,lying,-,(including,gravity).
"530320917000,","-9.050082,","2.930503,",2.5761611,-,sideward,lying,-,(including,gravity).
"530330981000,","-9.069236,","2.920926,",2.5474305,-,sideward,lying,-,(including,gravity).
"530340998000,","-9.040505,","2.920926,",2.566584,-,sideward,lying,-,(including,gravity).
"530351759000,","-9.069236,","2.9496565,",2.5570073,-,sideward,lying,-,(including,gravity).
"530361299000,","-9.050082,","2.9592333,",2.5187001,-,sideward,lying,-,(including,gravity).
"530371376000,","-9.040505,","2.9400797,",2.5378537,-,sideward,lying,-,(including,gravity).
"530384280000,","-9.030929,","2.9496565,",2.566584,-,sideward,lying,-,(including,gravity).
"530394192000,","-8.983045,","2.96881,",2.528277,-,sideward,lying,-,(including,gravity).
"530405810000,","-8.90643,","2.9879637,",2.5378537,-,sideward,lying,-,(including,gravity).
"530415591000,","-8.90643,","2.96881,",2.5187001,-,sideward,lying,-,(including,gravity).
"530427014000,","-8.916007,","2.930503,",2.4612393,-,sideward,lying,-,(including,gravity).
"530436913000,","-8.935161,","2.9592333,",2.4708161,-,sideward,lying,-,(including,gravity).
"530446896000,","-8.973468,","2.9496565,",2.480393,-,sideward,lying,-,(including,gravity).
"530460475000,","-8.992621,","2.9592333,",2.4995465,-,sideward,lying,-,(including,gravity).
"530471179000,","-8.983045,","2.9783869,",2.5378537,-,sideward,lying,-,(including,gravity).
"530481527000,","-9.002198,","2.9400797,",2.5378537,-,sideward,lying,-,(including,gravity).
"530491256000,","-9.030929,","2.9592333,",2.5570073,-,sideward,lying,-,(including,gravity).
"530502324000,","-9.030929,","2.9592333,",2.566584,-,sideward,lying,-,(including,gravity).
"530514546000,","-8.983045,","2.9400797,",2.566584,-,sideward,lying,-,(including,gravity).
"530527062000,","-9.030929,","2.9496565,",2.5091233,-,sideward,lying,-,(including,gravity).
"530537262000,","-8.992621,","2.96881,",2.4995465,-,sideward,lying,-,(including,gravity).
"530546896000,","-8.983045,","2.930503,",2.5091233,-,sideward,lying,-,(including,gravity).
"530560424000,","-8.963891,","2.9400797,",2.5378537,-,sideward,lying,-,(including,gravity).
"530571169000,","-8.963891,","2.9496565,",2.5474305,-,sideward,lying,-,(including,gravity).
"530581572000,","-8.973468,","2.9496565,",2.5091233,-,sideward,lying,-,(including,gravity).
"530591320000,","-8.963891,","2.9783869,",2.5378537,-,sideward,lying,-,(including,gravity).
"530602243000,","-8.973468,","2.9975405,",2.5091233,-,sideward,lying,-,(including,gravity).
"530613595000,","-8.983045,","3.0071173,",2.5187001,-,sideward,lying,-,(including,gravity).
"530626781000,","-9.011775,","2.9592333,",2.5378537,-,sideward,lying,-,(including,gravity).
"530636903000,","-8.992621,","2.9400797,",2.5570073,-,sideward,lying,-,(including,gravity).
"530646569000,","-8.992621,","2.920926,",2.5187001,-,sideward,lying,-,(including,gravity).
"530661377000,","-8.983045,","2.9400797,",2.5378537,-,sideward,lying,-,(including,gravity).
"530671111000,","-8.973468,","2.9400797,",2.5187001,-,sideward,lying,-,(including,gravity).
"530681220000,","-9.002198,","2.930503,",2.4708161,-,sideward,lying,-,(including,gravity).
"530691300000,","-8.992621,","2.930503,",2.5187001,-,sideward,lying,-,(including,gravity).
"530702344000,","-8.983045,","2.9113493,",2.5187001,-,sideward,lying,-,(including,gravity).
"530714623000,","-8.973468,","2.9496565,",2.5474305,-,sideward,lying,-,(including,gravity).
"530727168000,","-8.935161,","2.9592333,",2.4899697,-,sideward,lying,-,(including,gravity).
"530739660000,","-8.973468,","2.9592333,",2.4899697,-,sideward,lying,-,(including,gravity).
"530752209000,","-8.983045,","2.9592333,",2.4899697,-,sideward,lying,-,(including,gravity).
"530763588000,","-9.040505,","2.9783869,",2.4899697,-,sideward,lying,-,(including,gravity).
"530776679000,","-9.050082,","2.9879637,",2.4708161,-,sideward,lying,-,(including,gravity).
"530786962000,","-9.069236,","3.016694,",2.4995465,-,sideward,lying,-,(including,gravity).
"530796584000,","-9.078813,","3.0071173,",2.528277,-,sideward,lying,-,(including,gravity).
"530811367000,","-9.107543,","2.9975405,",2.4708161,-,sideward,lying,-,(including,gravity).
"530821107000,","-9.107543,","2.9592333,",2.4612393,-,sideward,lying,-,(including,gravity).
"530831560000,","-9.069236,","2.9400797,",2.4708161,-,sideward,lying,-,(including,gravity).
"530841316000,","-9.030929,","2.9113493,",2.4420857,-,sideward,lying,-,(including,gravity).
"530853207000,","-8.973468,","2.8921957,",2.4516625,-,sideward,lying,-,(including,gravity).
"530864851000,","-8.944737,","2.9496565,",2.4708161,-,sideward,lying,-,(including,gravity).
"530876640000,","-8.925584,","2.9496565,",2.4229321,-,sideward,lying,-,(including,gravity).
"530886727000,","-8.916007,","2.96881,",2.4037786,-,sideward,lying,-,(including,gravity).
"530896482000,","-8.925584,","2.9879637,",2.432509,-,sideward,lying,-,(including,gravity).
"530911165000,","-8.983045,","2.9783869,",2.4708161,-,sideward,lying,-,(including,gravity).
"530920916000,","-9.021352,","2.9975405,",2.4133554,-,sideward,lying,-,(including,gravity).
"530931078000,","-9.021352,","2.96881,",2.4037786,-,sideward,lying,-,(including,gravity).
"530941117000,","-9.030929,","2.9592333,",2.4133554,-,sideward,lying,-,(including,gravity).
"530952417000,","-9.021352,","2.96881,",2.3942018,-,sideward,lying,-,(including,gravity).
"530964593000,","-9.050082,","2.9592333,",2.4229321,-,sideward,lying,-,(including,gravity).
"530977301000,","-9.050082,","2.9879637,",2.4708161,-,sideward,lying,-,(including,gravity).
"530989628000,","-9.040505,","2.9783869,",2.4612393,-,sideward,lying,-,(including,gravity).
"531002212000,","-9.021352,","3.0454245,",2.480393,-,sideward,lying,-,(including,gravity).
"531013557000,","-8.983045,","3.064578,",2.4708161,-,sideward,lying,-,(including,gravity).
"531027169000,","-8.963891,","3.0358477,",2.4133554,-,sideward,lying,-,(including,gravity).
"531038619000,","-8.963891,","3.0454245,",2.3654714,-,sideward,lying,-,(including,gravity).
"531051644000,","-8.992621,","3.0071173,",2.3942018,-,sideward,lying,-,(including,gravity).
"531061879000,","-8.973468,","2.9879637,",2.4133554,-,sideward,lying,-,(including,gravity).
"531071517000,","-8.983045,","2.9496565,",2.3942018,-,sideward,lying,-,(including,gravity).
"531085570000,","-9.011775,","2.9496565,",2.3942018,-,sideward,lying,-,(including,gravity).
"531095721000,","-9.030929,","2.9592333,",2.384625,-,sideward,lying,-,(including,gravity).
"531106216000,","-9.011775,","2.9879637,",2.4133554,-,sideward,lying,-,(including,gravity).
"531116261000,","-8.963891,","3.0071173,",2.384625,-,sideward,lying,-,(including,gravity).
"531127250000,","-8.992621,","3.0071173,",2.3942018,-,sideward,lying,-,(including,gravity).
"531138619000,","-9.021352,","3.0358477,",2.3654714,-,sideward,lying,-,(including,gravity).
"531151797000,","-8.983045,","3.016694,",2.3942018,-,sideward,lying,-,(including,gravity).
