#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-1.0693196,","-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#datetime:,29/05/2013,14:18:30,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
##########################################,"-1.0693196,","-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#activity:,4,-,jum,-,jumping,-,30s,axes,(angular,velocity).
#subject,id:,7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#first,name:,sub7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#last,name:,sub7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#age:,25,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#height(cm):,189,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#weight(kg):,80,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#gender:,male,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
"4172414137000,","2.1401663,","2.087021,",0.044593163,-,jumping,-,30s,axes,(angular,velocity).
"4172419012000,","1.8228219,","2.2241604,",0.074830994,-,jumping,-,30s,axes,(angular,velocity).
"4172423992000,","1.4721853,","2.2595906,",0.07666359,-,jumping,-,30s,axes,(angular,velocity).
"4172428962000,","1.1887437,","2.1255057,",0.11026118,-,jumping,-,30s,axes,(angular,velocity).
"4172434009000,","0.9621128,","1.8347337,",0.15118915,-,jumping,-,30s,axes,(angular,velocity).
"4172439009000,","0.79381937,","1.2886202,",0.19853121,-,jumping,-,30s,axes,(angular,velocity).
"4172443971000,","0.6356053,","0.48563787,",0.24373524,-,jumping,-,30s,axes,(angular,velocity).
"4172449090000,","0.48472157,","-0.43371433,",0.28802297,-,jumping,-,30s,axes,(angular,velocity).
"4172453992000,","0.3231477,","-1.3377949,",0.33567044,-,jumping,-,30s,axes,(angular,velocity).
"4172459016000,","0.16462818,","-2.1609359,",0.3643811,-,jumping,-,30s,axes,(angular,velocity).
"4172464371000,","-0.006414085,","-2.8334985,",0.36651915,-,jumping,-,30s,axes,(angular,velocity).
"4172469002000,","-0.25717425,","-3.2754595,",0.35338554,-,jumping,-,30s,axes,(angular,velocity).
"4172473987000,","-0.64568454,","-3.2782083,",0.3313944,-,jumping,-,30s,axes,(angular,velocity).
"4172478958000,","-1.1007792,","-2.8658743,",0.32589662,-,jumping,-,30s,axes,(angular,velocity).
"4172484016000,","-1.5543466,","-2.2907448,",0.3408628,-,jumping,-,30s,axes,(angular,velocity).
"4172488962000,","-1.9071213,","-1.629483,",0.3463606,-,jumping,-,30s,axes,(angular,velocity).
"4172494023000,","-2.1206186,","-1.2944235,",0.30543262,-,jumping,-,30s,axes,(angular,velocity).
"4172499039000,","-2.1542163,","-0.61941737,",0.2764165,-,jumping,-,30s,axes,(angular,velocity).
"4172503997000,","-2.1157317,","0.03145956,",0.23426682,-,jumping,-,30s,axes,(angular,velocity).
"4172509027000,","-1.9453003,","0.5852089,",0.18325958,-,jumping,-,30s,axes,(angular,velocity).
"4172514201000,","-1.6542231,","0.8863655,",0.06719518,-,jumping,-,30s,axes,(angular,velocity).
"4172519030000,","-1.3118331,","0.86559606,",-0.053145275,-,jumping,-,30s,axes,(angular,velocity).
"4172524037000,","-1.0143417,","0.52839845,",-0.17073683,-,jumping,-,30s,axes,(angular,velocity).
"4172528970000,","-0.76174897,","-0.007330383,",-0.26725355,-,jumping,-,30s,axes,(angular,velocity).
"4172534256000,","-0.5833763,","-0.5934556,",-0.30024028,-,jumping,-,30s,axes,(angular,velocity).
"4172539009000,","-0.51159966,","-0.8961393,",-0.27214047,-,jumping,-,30s,axes,(angular,velocity).
"4172544186000,","-0.4615087,","-0.9300423,",-0.2434298,-,jumping,-,30s,axes,(angular,velocity).
"4172549071000,","-0.41996986,","-0.80909103,",-0.21013765,-,jumping,-,30s,axes,(angular,velocity).
"4172554059000,","-0.4098906,","-0.64476824,",-0.19517145,-,jumping,-,30s,axes,(angular,velocity).
"4172559024000,","-0.3979787,","-0.46670106,",-0.17592919,-,jumping,-,30s,axes,(angular,velocity).
"4172564187000,","-0.37843102,","-0.31215215,",-0.16615535,-,jumping,-,30s,axes,(angular,velocity).
"4172569077000,","-0.3585779,","-0.15363261,",-0.16493362,-,jumping,-,30s,axes,(angular,velocity).
"4172574038000,","-0.30390546,","-0.023823744,",-0.16554448,-,jumping,-,30s,axes,(angular,velocity).
"4172578977000,","-0.23151793,","0.081855945,",-0.160963,-,jumping,-,30s,axes,(angular,velocity).
"4172584019000,","-0.13469578,","0.21013765,",-0.15577064,-,jumping,-,30s,axes,(angular,velocity).
"4172588982000,","-0.05955936,","0.3549127,",-0.1591304,-,jumping,-,30s,axes,(angular,velocity).
"4172594028000,","6.1086525e-4,","0.42119157,",-0.16890424,-,jumping,-,30s,axes,(angular,velocity).
"4172599015000,","0.0061086523,","0.5345071,",-0.17898351,-,jumping,-,30s,axes,(angular,velocity).
"4172604005000,","-0.0106901415,","0.6383542,",-0.19394971,-,jumping,-,30s,axes,(angular,velocity).
"4172608977000,","-0.06658431,","0.7189884,",-0.21746802,-,jumping,-,30s,axes,(angular,velocity).
"4172614173000,","-0.1554652,","0.7867944,",-0.2406809,-,jumping,-,30s,axes,(angular,velocity).
"4172618997000,","-0.26908615,","0.8399397,",-0.26511553,-,jumping,-,30s,axes,(angular,velocity).
"4172623983000,","-0.3680463,","0.8717047,",-0.2910773,-,jumping,-,30s,axes,(angular,velocity).
"4172628965000,","-0.4792238,","0.87598073,",-0.31398472,-,jumping,-,30s,axes,(angular,velocity).
"4172634020000,","-0.5885687,","0.86834496,",-0.3381139,-,jumping,-,30s,axes,(angular,velocity).
"4172639015000,","-0.68600166,","0.82741696,",-0.37384954,-,jumping,-,30s,axes,(angular,velocity).
"4172644024000,","-0.77182823,","0.7480045,",-0.42058071,-,jumping,-,30s,axes,(angular,velocity).
"4172649352000,","-0.8426886,","0.64934975,",-0.47708577,-,jumping,-,30s,axes,(angular,velocity).
"4172654030000,","-0.90224797,","0.5335908,",-0.5216789,-,jumping,-,30s,axes,(angular,velocity).
"4172658994000,","-0.9627236,","0.40530908,",-0.5757405,-,jumping,-,30s,axes,(angular,velocity).
"4172664216000,","-1.0247264,","0.27030787,",-0.6243043,-,jumping,-,30s,axes,(angular,velocity).
"4172669058000,","-1.0977248,","0.16676621,",-0.6765333,-,jumping,-,30s,axes,(angular,velocity).
"4172674106000,","-1.1820242,","0.084910266,",-0.70066243,-,jumping,-,30s,axes,(angular,velocity).
"4172679002000,","-1.2803736,","0.05222898,",-0.6976081,-,jumping,-,30s,axes,(angular,velocity).
"4172684058000,","-1.3686435,","0.04520403,",-0.6872234,-,jumping,-,30s,axes,(angular,velocity).
"4172689006000,","-1.4391985,","0.04428773,",-0.6750061,-,jumping,-,30s,axes,(angular,velocity).
"4172693999000,","-1.4975362,","0.029626964,",-0.6646214,-,jumping,-,30s,axes,(angular,velocity).
"4172699043000,","-1.5192219,","-0.044898596,",-0.65576386,-,jumping,-,30s,axes,(angular,velocity).
"4172704004000,","-1.5326608,","-0.16065755,",-0.64599,-,jumping,-,30s,axes,(angular,velocity).
"4172709007000,","-1.5280794,","-0.2959642,",-0.6737844,-,jumping,-,30s,axes,(angular,velocity).
"4172714253000,","-1.6172657,","-0.573297,",-0.7464773,-,jumping,-,30s,axes,(angular,velocity).
"4172718995000,","-1.7415768,","-1.0036516,",-0.86926126,-,jumping,-,30s,axes,(angular,velocity).
"4172724034000,","-1.8524488,","-1.3536774,",-0.850019,-,jumping,-,30s,axes,(angular,velocity).
"4172728960000,","-2.1444426,","-1.593442,",-0.7254025,-,jumping,-,30s,axes,(angular,velocity).
"4172734032000,","-2.6471846,","-1.7965547,",-0.6072,-,jumping,-,30s,axes,(angular,velocity).
"4172738954000,","-3.3108897,","-1.9755383,",-0.53786683,-,jumping,-,30s,axes,(angular,velocity).
"4172743988000,","-3.8142426,","-2.195755,",-0.45753807,-,jumping,-,30s,axes,(angular,velocity).
"4172749039000,","-3.856087,","-2.1820107,",-0.3277292,-,jumping,-,30s,axes,(angular,velocity).
"4172753879000,","-3.4061847,","-1.6789632,",-0.101098195,-,jumping,-,30s,axes,(angular,velocity).
"4172758865000,","-2.844494,","-1.0369438,",0.0720821,-,jumping,-,30s,axes,(angular,velocity).
"4172763942000,","-2.4572055,","-0.46120325,",0.058643065,-,jumping,-,30s,axes,(angular,velocity).
"4172768884000,","-2.2186625,","-0.1414153,",-0.037873644,-,jumping,-,30s,axes,(angular,velocity).
"4172773884000,","-2.0662518,","0.0012217305,",-0.076052725,-,jumping,-,30s,axes,(angular,velocity).
"4172778886000,","-1.9480493,","0.37293324,",-0.046120327,-,jumping,-,30s,axes,(angular,velocity).
"4172783882000,","-1.8622227,","1.2030991,",-0.017715093,-,jumping,-,30s,axes,(angular,velocity).
"4172788888000,","-1.8933768,","1.611768,",-0.025350908,-,jumping,-,30s,axes,(angular,velocity).
"4172793881000,","-1.9498819,","1.9694295,",-0.10720685,-,jumping,-,30s,axes,(angular,velocity).
"4172798919000,","-1.853976,","1.5876387,",-0.22876903,-,jumping,-,30s,axes,(angular,velocity).
"4172803888000,","-1.5018122,","0.95386606,",-0.29229903,-,jumping,-,30s,axes,(angular,velocity).
"4172808876000,","-1.1856894,","0.52839845,",-0.18997909,-,jumping,-,30s,axes,(angular,velocity).
"4172814130000,","-1.1206323,","0.31245756,",0.015271631,-,jumping,-,30s,axes,(angular,velocity).
"4172819062000,","-1.1578951,","0.27763826,",0.13836098,-,jumping,-,30s,axes,(angular,velocity).
"4172823921000,","-1.0403035,","0.30818152,",0.07880162,-,jumping,-,30s,axes,(angular,velocity).
"4172828973000,","-0.7281514,","0.31673363,",-0.067500606,-,jumping,-,30s,axes,(angular,velocity).
"4172833934000,","-0.321926,","0.29810223,",-0.21655174,-,jumping,-,30s,axes,(angular,velocity).
"4172838981000,","0.060170226,","0.27122417,",-0.32375857,-,jumping,-,30s,axes,(angular,velocity).
"4172843945000,","0.39278635,","0.37415496,",-0.3313944,-,jumping,-,30s,axes,(angular,velocity).
"4172849027000,","0.6948592,","0.59986967,",-0.2761111,-,jumping,-,30s,axes,(angular,velocity).
"4172853989000,","0.96761054,","0.8894198,",-0.160963,-,jumping,-,30s,axes,(angular,velocity).
"4172859034000,","1.1640037,","1.1420126,",0.011301007,-,jumping,-,30s,axes,(angular,velocity).
"4172864219000,","1.3148874,","1.1820242,",0.15118915,-,jumping,-,30s,axes,(angular,velocity).
"4172869035000,","1.5112807,","1.0931433,",0.23732115,-,jumping,-,30s,axes,(angular,velocity).
"4172874043000,","1.7357736,","0.90469146,",0.29229903,-,jumping,-,30s,axes,(angular,velocity).
"4172878978000,","1.9703459,","0.68386364,",0.37934732,-,jumping,-,30s,axes,(angular,velocity).
"4172884029000,","2.1572707,","0.4541783,",0.47952923,-,jumping,-,30s,axes,(angular,velocity).
"4172889006000,","2.264783,","0.3378085,",0.6246097,-,jumping,-,30s,axes,(angular,velocity).
"4172894027000,","2.289523,","0.08368854,",0.70005155,-,jumping,-,30s,axes,(angular,velocity).
"4172899024000,","2.2812762,","-0.17134771,",0.84207773,-,jumping,-,30s,axes,(angular,velocity).
"4172904227000,","2.2739458,","-0.45753807,",0.9783007,-,jumping,-,30s,axes,(angular,velocity).
"4172909115000,","2.2992969,","-0.7452556,",1.0809261,-,jumping,-,30s,axes,(angular,velocity).
"4172914262000,","2.3451116,","-0.98807454,",1.1594223,-,jumping,-,30s,axes,(angular,velocity).
"4172919071000,","2.395508,","-1.1908818,",1.2021828,-,jumping,-,30s,axes,(angular,velocity).
"4172924023000,","2.4501805,","-1.3106114,",1.2049317,-,jumping,-,30s,axes,(angular,velocity).
"4172929029000,","2.497828,","-1.351234,",1.1817188,-,jumping,-,30s,axes,(angular,velocity).
"4172933983000,","2.5692992,","-1.2907583,",1.1383474,-,jumping,-,30s,axes,(angular,velocity).
"4172939036000,","2.6190848,","-1.1777482,",1.0873401,-,jumping,-,30s,axes,(angular,velocity).
"4172944030000,","2.64749,","-1.0503827,",1.0381655,-,jumping,-,30s,axes,(angular,velocity).
"4172949008000,","2.6621506,","-0.88331115,",0.97494096,-,jumping,-,30s,axes,(angular,velocity).
"4172954226000,","2.67223,","-0.70554936,",0.8891144,-,jumping,-,30s,axes,(angular,velocity).
"4172958947000,","2.6542094,","-0.5513059,",0.8014552,-,jumping,-,30s,axes,(angular,velocity).
"4172964186000,","2.5720482,","-0.36865717,",0.7199047,-,jumping,-,30s,axes,(angular,velocity).
"4172969036000,","2.4544566,","-0.16218472,",0.6401868,-,jumping,-,30s,axes,(angular,velocity).
"4172974011000,","2.3243423,","-9.162979e-4,",0.56199604,-,jumping,-,30s,axes,(angular,velocity).
"4172979030000,","2.2018638,","0.07513642,",0.5140431,-,jumping,-,30s,axes,(angular,velocity).
"4172984001000,","2.0873265,","0.08979719,",0.46609017,-,jumping,-,30s,axes,(angular,velocity).
"4172989057000,","2.0173824,","0.105068825,",0.44135013,-,jumping,-,30s,axes,(angular,velocity).
"4172994018000,","2.0018053,","0.20280726,",0.42271876,-,jumping,-,30s,axes,(angular,velocity).
"4172999020000,","1.9892827,","0.41050145,",0.40500367,-,jumping,-,30s,axes,(angular,velocity).
"4173004086000,","1.9779817,","0.65270954,",0.37415496,-,jumping,-,30s,axes,(angular,velocity).
"4173009001000,","2.0018053,","0.88147855,",0.31306845,-,jumping,-,30s,axes,(angular,velocity).
"4173014180000,","2.0018053,","1.0754282,",0.23945917,-,jumping,-,30s,axes,(angular,velocity).
"4173018953000,","1.9801197,","1.312444,",0.1469131,-,jumping,-,30s,axes,(angular,velocity).
"4173024108000,","1.8649716,","1.5399913,",0.08032878,-,jumping,-,30s,axes,(angular,velocity).
"4173028942000,","1.6814066,","1.7107282,",0.04734206,-,jumping,-,30s,axes,(angular,velocity).
"4173034077000,","1.432479,","1.7974709,",0.029626964,-,jumping,-,30s,axes,(angular,velocity).
"4173039025000,","1.1652255,","1.7876972,",-0.0030543262,-,jumping,-,30s,axes,(angular,velocity).
"4173044026000,","0.92087936,","1.6890424,",-0.04642576,-,jumping,-,30s,axes,(angular,velocity).
"4173049051000,","0.7150178,","1.525636,",-0.079107046,-,jumping,-,30s,axes,(angular,velocity).
"4173054085000,","0.5357288,","1.269378,",-0.10262536,-,jumping,-,30s,axes,(angular,velocity).
"4173059032000,","0.42577308,","0.9294315,",-0.067500606,-,jumping,-,30s,axes,(angular,velocity).
"4173064023000,","0.30757064,","0.59803706,",-0.045814894,-,jumping,-,30s,axes,(angular,velocity).
"4173068996000,","0.16065755,","0.32498032,",-0.045814894,-,jumping,-,30s,axes,(angular,velocity).
"4173073988000,","-0.031154128,","0.07666359,",-0.057421334,-,jumping,-,30s,axes,(angular,velocity).
"4173078973000,","-0.25442538,","-0.19639318,",-0.040317107,-,jumping,-,30s,axes,(angular,velocity).
"4173084355000,","-0.5308419,","-0.49205196,",-0.022907447,-,jumping,-,30s,axes,(angular,velocity).
"4173088999000,","-0.8176431,","-0.61850107,",-0.011911872,-,jumping,-,30s,axes,(angular,velocity).
"4173094001000,","-0.9486737,","-0.8216137,",0.0036651916,-,jumping,-,30s,axes,(angular,velocity).
"4173099049000,","-1.1911873,","-0.9639453,",-0.004886922,-,jumping,-,30s,axes,(angular,velocity).
"4173104041000,","-1.3716979,","-0.9990701,",-0.024129177,-,jumping,-,30s,axes,(angular,velocity).
"4173109024000,","-1.5036448,","-0.97310835,",-0.040011674,-,jumping,-,30s,axes,(angular,velocity).
"4173114202000,","-1.5442673,","-0.8671232,",-0.07238753,-,jumping,-,30s,axes,(angular,velocity).
"4173119115000,","-1.4923438,","-0.6979135,",-0.11056661,-,jumping,-,30s,axes,(angular,velocity).
"4173124059000,","-1.3686435,","-0.5030475,",-0.14446963,-,jumping,-,30s,axes,(angular,velocity).
"4173129022000,","-1.1881329,","-0.34666604,",-0.19272798,-,jumping,-,30s,axes,(angular,velocity).
"4173134074000,","-0.979217,","-0.2864958,",-0.23396139,-,jumping,-,30s,axes,(angular,velocity).
"4173138957000,","-0.7770206,","-0.38453966,",-0.27488935,-,jumping,-,30s,axes,(angular,velocity).
"4173144023000,","-0.6386596,","-0.6203337,",-0.29046643,-,jumping,-,30s,axes,(angular,velocity).
"4173149092000,","-0.5934556,","-0.8765916,",-0.2996294,-,jumping,-,30s,axes,(angular,velocity).
"4173154161000,","-0.6087272,","-0.9682214,",-0.2941316,-,jumping,-,30s,axes,(angular,velocity).
"4173158994000,","-0.6389651,","-0.89766645,",-0.24648413,-,jumping,-,30s,axes,(angular,velocity).
"4173164238000,","-0.6603453,","-0.7663304,",-0.19547687,-,jumping,-,30s,axes,(angular,velocity).
"4173169076000,","-0.6826419,","-0.62888575,",-0.14172074,-,jumping,-,30s,axes,(angular,velocity).
"4173174021000,","-0.73884153,","-0.44532076,",-0.10354166,-,jumping,-,30s,axes,(angular,velocity).
"4173179023000,","-0.79534656,","-0.2874121,",-0.08093964,-,jumping,-,30s,axes,(angular,velocity).
"4173184043000,","-0.8240572,","-0.21380283,",-0.0852157,-,jumping,-,30s,axes,(angular,velocity).
"4173189039000,","-0.8249735,","-0.09865474,",-0.102319926,-,jumping,-,30s,axes,(angular,velocity).
"4173194025000,","-0.840856,","-0.011911872,",-0.13225232,-,jumping,-,30s,axes,(angular,velocity).
"4173199037000,","-0.8362745,","0.08552113,",-0.1554652,-,jumping,-,30s,axes,(angular,velocity).
"4173204294000,","-0.8353582,","0.18570304,",-0.17256944,-,jumping,-,30s,axes,(angular,velocity).
"4173208991000,","-0.82436264,","0.29993483,",-0.18661933,-,jumping,-,30s,axes,(angular,velocity).
"4173214115000,","-0.80939645,","0.3998113,",-0.20158553,-,jumping,-,30s,axes,(angular,velocity).
"4173219233000,","-0.8054258,","0.4999932,",-0.22143865,-,jumping,-,30s,axes,(angular,velocity).
"4173223958000,","-0.79534656,","0.6038403,",-0.22449298,-,jumping,-,30s,axes,(angular,velocity).
"4173228969000,","-0.7984009,","0.6951646,",-0.23762658,-,jumping,-,30s,axes,(angular,velocity).
"4173234001000,","-0.784351,","0.7501425,",-0.2501493,-,jumping,-,30s,axes,(angular,velocity).
"4173239017000,","-0.77396625,","0.7703011,",-0.27672195,-,jumping,-,30s,axes,(angular,velocity).
"4173243974000,","-0.7593055,","0.7648033,",-0.31215215,-,jumping,-,30s,axes,(angular,velocity).
"4173249109000,","-0.74067414,","0.7495316,",-0.33933565,-,jumping,-,30s,axes,(angular,velocity).
"4173254053000,","-0.7162395,","0.7489208,",-0.38148534,-,jumping,-,30s,axes,(angular,velocity).
"4173258948000,","-0.711658,","0.7452556,",-0.42149702,-,jumping,-,30s,axes,(angular,velocity).
"4173264231000,","-0.7284568,","0.7351763,",-0.46273044,-,jumping,-,30s,axes,(angular,velocity).
"4173269215000,","-0.7339546,","0.7067711,",-0.49571714,-,jumping,-,30s,axes,(angular,velocity).
"4173274030000,","-0.75655663,","0.6585127,",-0.528093,-,jumping,-,30s,axes,(angular,velocity).
"4173279029000,","-0.77121735,","0.6249151,",-0.56077427,-,jumping,-,30s,axes,(angular,velocity).
"4173284280000,","-0.7852673,","0.505491,",-0.5815437,-,jumping,-,30s,axes,(angular,velocity).
"4173288989000,","-0.81092364,","0.45234573,",-0.5900958,-,jumping,-,30s,axes,(angular,velocity).
"4173293972000,","-0.8151997,","0.34483343,",-0.6072,-,jumping,-,30s,axes,(angular,velocity).
"4173299029000,","-0.82527894,","0.2874121,",-0.6249151,-,jumping,-,30s,axes,(angular,velocity).
"4173303995000,","-0.8524625,","0.16798794,",-0.66431594,-,jumping,-,30s,axes,(angular,velocity).
"4173308972000,","-0.8356637,","-0.04886922,",-0.73914695,-,jumping,-,30s,axes,(angular,velocity).
"4173314118000,","-0.79045963,","-0.28008172,",-0.8481864,-,jumping,-,30s,axes,(angular,velocity).
"4173319022000,","-0.8524625,","-0.64660084,",-0.9596693,-,jumping,-,30s,axes,(angular,velocity).
"4173323982000,","-0.9673051,","-1.0225884,",-1.0442741,-,jumping,-,30s,axes,(angular,velocity).
"4173329356000,","-1.1701124,","-0.9786061,",-1.0201449,-,jumping,-,30s,axes,(angular,velocity).
"4173334000000,","-1.5738943,","-0.73884153,",-0.94806284,-,jumping,-,30s,axes,(angular,velocity).
"4173338994000,","-1.9868392,","-0.7593055,",-0.84879726,-,jumping,-,30s,axes,(angular,velocity).
"4173343969000,","-2.3829854,","-0.9285152,",-0.7254025,-,jumping,-,30s,axes,(angular,velocity).
"4173349033000,","-2.5531113,","-0.7874053,",-0.42546764,-,jumping,-,30s,axes,(angular,velocity).
"4173354329000,","-2.2009475,","-0.16310102,",-0.04642576,-,jumping,-,30s,axes,(angular,velocity).
"4173359030000,","-1.4923438,","0.021380283,",0.160963,-,jumping,-,30s,axes,(angular,velocity).
"4173364239000,","-1.0931433,","-0.88331115,",0.14844026,-,jumping,-,30s,axes,(angular,velocity).
"4173369266000,","-1.0714576,","-2.3057108,",0.06719518,-,jumping,-,30s,axes,(angular,velocity).
"4173374025000,","-1.196685,","-3.5133915,",0.08552113,-,jumping,-,30s,axes,(angular,velocity).
"4173379027000,","-1.3738359,","-3.8686097,",0.21624629,-,jumping,-,30s,axes,(angular,velocity).
"4173384123000,","-1.4740179,","-3.66061,",0.21563543,-,jumping,-,30s,axes,(angular,velocity).
"4173389103000,","-1.4804319,","-2.171015,",0.092240654,-,jumping,-,30s,axes,(angular,velocity).
"4173393946000,","-1.4107933,","-0.36926803,",-0.36346483,-,jumping,-,30s,axes,(angular,velocity).
"4173399027000,","-1.1420126,","0.5170974,",-0.906524,-,jumping,-,30s,axes,(angular,velocity).
"4173404261000,","-0.90408057,","0.4810564,",-1.344209,-,jumping,-,30s,axes,(angular,velocity).
"4173409000000,","-0.95111716,","0.047647487,",-1.5903877,-,jumping,-,30s,axes,(angular,velocity).
"4173414408000,","-1.3035865,","-0.4437936,",-1.5424347,-,jumping,-,30s,axes,(angular,velocity).
"4173419046000,","-1.7644843,","-0.5235115,",-1.3017539,-,jumping,-,30s,axes,(angular,velocity).
"4173424040000,","-1.8961257,","-0.1432479,",-1.1814134,-,jumping,-,30s,axes,(angular,velocity).
"4173429027000,","-1.6508633,","0.20311269,",-1.205848,-,jumping,-,30s,axes,(angular,velocity).
"4173434071000,","-1.3445144,","0.4334089,",-1.1722504,-,jumping,-,30s,axes,(angular,velocity).
"4173438986000,","-1.0809261,","0.63071835,",-1.0418307,-,jumping,-,30s,axes,(angular,velocity).
"4173444029000,","-0.8206975,","0.66767573,",-0.8323039,-,jumping,-,30s,axes,(angular,velocity).
"4173449026000,","-0.5858198,","0.5039638,",-0.5555819,-,jumping,-,30s,axes,(angular,velocity).
"4173454210000,","-0.39736784,","0.26908615,",-0.24923302,-,jumping,-,30s,axes,(angular,velocity).
"4173459034000,","-0.20341812,","0.07391469,",0.064446285,-,jumping,-,30s,axes,(angular,velocity).
"4173464145000,","0.06688975,","-0.036651913,",0.32375857,-,jumping,-,30s,axes,(angular,velocity).
"4173468997000,","0.36468655,","-0.09865474,",0.5403103,-,jumping,-,30s,axes,(angular,velocity).
"4173474022000,","0.6435465,","-0.1731803,",0.74097955,-,jumping,-,30s,axes,(angular,velocity).
"4173479029000,","0.906524,","-0.2180789,",0.96577793,-,jumping,-,30s,axes,(angular,velocity).
"4173484011000,","1.0238101,","-0.3295618,",1.0772609,-,jumping,-,30s,axes,(angular,velocity).
"4173489051000,","1.2412782,","-0.5323691,",1.282817,-,jumping,-,30s,axes,(angular,velocity).
"4173493970000,","1.4269812,","-0.80848014,",1.4544702,-,jumping,-,30s,axes,(angular,velocity).
"4173499068000,","1.5968018,","-1.0647382,",1.5696182,-,jumping,-,30s,axes,(angular,velocity).
"4173503986000,","1.7376062,","-1.2165382,",1.6307048,-,jumping,-,30s,axes,(angular,velocity).
"4173508988000,","1.853976,","-1.2348641,",1.6462818,-,jumping,-,30s,axes,(angular,velocity).
"4173514306000,","1.9483547,","-1.1963795,",1.6187929,-,jumping,-,30s,axes,(angular,velocity).
"4173519064000,","2.0280726,","-1.1527027,",1.5580118,-,jumping,-,30s,axes,(angular,velocity).
"4173523984000,","2.1212296,","-1.1117748,",1.45783,-,jumping,-,30s,axes,(angular,velocity).
"4173529036000,","2.2644775,","-1.0913107,",1.3536774,-,jumping,-,30s,axes,(angular,velocity).
"4173534043000,","2.3893993,","-1.0622946,",1.2592987,-,jumping,-,30s,axes,(angular,velocity).
"4173539038000,","2.4877486,","-1.0076222,",1.146594,-,jumping,-,30s,axes,(angular,velocity).
"4173544377000,","2.5244007,","-0.9651671,",1.0326678,-,jumping,-,30s,axes,(angular,velocity).
"4173549045000,","2.5390613,","-0.9083566,",0.9095783,-,jumping,-,30s,axes,(angular,velocity).
"4173554130000,","2.5152376,","-0.8396343,",0.7770206,-,jumping,-,30s,axes,(angular,velocity).
"4173559092000,","2.5271494,","-0.7440339,",0.6395759,-,jumping,-,30s,axes,(angular,velocity).
"4173564336000,","2.5439484,","-0.6243043,",0.49693888,-,jumping,-,30s,axes,(angular,velocity).
"4173569002000,","2.5757134,","-0.4813618,",0.37110063,-,jumping,-,30s,axes,(angular,velocity).
"4173573988000,","2.6203065,","-0.41386122,",0.30665436,-,jumping,-,30s,axes,(angular,velocity).
"4173578968000,","2.6028967,","-0.34330627,",0.29626966,-,jumping,-,30s,axes,(angular,velocity).
"4173584002000,","2.5696046,","-0.26175576,",0.3051272,-,jumping,-,30s,axes,(angular,velocity).
"4173589022000,","2.50638,","-0.124005646,",0.3295618,-,jumping,-,30s,axes,(angular,velocity).
"4173594031000,","2.4459045,","0.03176499,",0.37018433,-,jumping,-,30s,axes,(angular,velocity).
"4173600002000,","2.382069,","0.22235495,",0.36041048,-,jumping,-,30s,axes,(angular,velocity).
"4173604050000,","2.3157902,","0.28313604,",0.33536503,-,jumping,-,30s,axes,(angular,velocity).
"4173608951000,","2.3096814,","0.41722095,",0.26236662,-,jumping,-,30s,axes,(angular,velocity).
"4173614104000,","2.3426683,","0.6264423,",0.13836098,-,jumping,-,30s,axes,(angular,velocity).
"4173619018000,","2.434298,","0.89858276,",-0.032070424,-,jumping,-,30s,axes,(angular,velocity).
"4173624042000,","2.522568,","1.1600331,",-0.19975294,-,jumping,-,30s,axes,(angular,velocity).
"4173628992000,","2.489276,","1.3906348,",-0.35277468,-,jumping,-,30s,axes,(angular,velocity).
"4173633980000,","2.28036,","1.5861117,",-0.49021935,-,jumping,-,30s,axes,(angular,velocity).
"4173638996000,","1.96271,","1.749518,",-0.6160576,-,jumping,-,30s,axes,(angular,velocity).
"4173643965000,","1.6172657,","1.8820758,",-0.68569624,-,jumping,-,30s,axes,(angular,velocity).
"4173649035000,","1.3072516,","1.8509218,",-0.6792821,-,jumping,-,30s,axes,(angular,velocity).
"4173654023000,","1.0158689,","1.6646078,",-0.66553766,-,jumping,-,30s,axes,(angular,velocity).
"4173659196000,","0.7816021,","1.3854424,",-0.6001751,-,jumping,-,30s,axes,(angular,velocity).
"4173664416000,","0.59620446,","1.0659598,",-0.5109888,-,jumping,-,30s,axes,(angular,velocity).
"4173669105000,","0.41386122,","0.77457714,",-0.4297437,-,jumping,-,30s,axes,(angular,velocity).
"4173673996000,","0.2125811,","0.65118235,",-0.38515055,-,jumping,-,30s,axes,(angular,velocity).
"4173678970000,","0.105374254,","0.46853364,",-0.38606682,-,jumping,-,30s,axes,(angular,velocity).
"4173684238000,","-0.121256754,","0.34208453,",-0.3827071,-,jumping,-,30s,axes,(angular,velocity).
"4173689028000,","-0.38545597,","0.2510656,",-0.3659083,-,jumping,-,30s,axes,(angular,velocity).
