#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","6.885724,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
#datetime:,03/07/2013,14:06:01,3.1316159,-,sit,chair,-,(including,gravity).
##########################################,"6.885724,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
#activity:,7,-,sch,-,sit,chair,-,6s,gravity).
#subject,id:,10,3.1316159,-,sit,chair,-,(including,gravity).
#first,name:,sub10,3.1316159,-,sit,chair,-,(including,gravity).
#last,name:,sub10,3.1316159,-,sit,chair,-,(including,gravity).
#age:,26,"6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
#height(cm):,170,"6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
#weight(kg):,90,"6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
#gender:,female,"6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
"2962258569000,","7.07726,","5.841852,",3.6870706,-,sit,chair,-,(including,gravity).
"2962268272000,","7.1251445,","5.9759274,",3.6966474,-,sit,chair,-,(including,gravity).
"2962278436000,","7.153875,","6.1100025,",3.7732618,-,sit,chair,-,(including,gravity).
"2962290363000,","7.144298,","6.253655,",3.7924154,-,sit,chair,-,(including,gravity).
"2962301330000,","7.07726,","6.3111157,",3.8594532,-,sit,chair,-,(including,gravity).
"2962312111000,","6.981492,","6.38773,",3.9073372,-,sit,chair,-,(including,gravity).
"2962322854000,","6.8665705,","6.4068837,",3.9839516,-,sit,chair,-,(including,gravity).
"2962334541000,","6.7324953,","6.397307,",3.9839516,-,sit,chair,-,(including,gravity).
"2962347100000,","6.5218053,","6.2345014,",3.8594532,-,sit,chair,-,(including,gravity).
"2962356649000,","6.5218053,","6.2345014,",3.8402996,-,sit,chair,-,(including,gravity).
"2962366372000,","6.531382,","6.167464,",3.8402996,-,sit,chair,-,(including,gravity).
"2962376401000,","6.5122285,","6.081272,",3.7253778,-,sit,chair,-,(including,gravity).
"2962386542000,","6.5122285,","6.1004257,",3.620033,-,sit,chair,-,(including,gravity).
"2962396585000,","6.5601125,","6.1387334,",3.6104562,-,sit,chair,-,(including,gravity).
"2962408601000,","6.6846113,","6.205771,",3.620033,-,sit,chair,-,(including,gravity).
"2962418721000,","6.751649,","6.2728086,",3.6583402,-,sit,chair,-,(including,gravity).
"2962428766000,","6.8186865,","6.291962,",3.6870706,-,sit,chair,-,(including,gravity).
"2962441486000,","6.9144545,","6.3781533,",3.7732618,-,sit,chair,-,(including,gravity).
"2962452241000,","6.9240313,","6.3589997,",3.7732618,-,sit,chair,-,(including,gravity).
"2962463353000,","6.9527617,","6.397307,",3.821146,-,sit,chair,-,(including,gravity).
"2962473073000,","6.9719152,","6.3206925,",3.715801,-,sit,chair,-,(including,gravity).
"2962483757000,","6.9048777,","6.4068837,",3.6391866,-,sit,chair,-,(including,gravity).
"2962493977000,","6.9144545,","6.301539,",3.5338416,-,sit,chair,-,(including,gravity).
"2962504583000,","6.8091097,","6.1100025,",3.4476504,-,sit,chair,-,(including,gravity).
"2962516669000,","6.8091097,","5.9280434,",3.4380736,-,sit,chair,-,(including,gravity).
"2962528110000,","6.8091097,","6.0142345,",3.4763808,-,sit,chair,-,(including,gravity).
"2962538789000,","6.8569937,","5.985504,",3.4763808,-,sit,chair,-,(including,gravity).
"2962548495000,","6.799533,","5.851429,",3.5051112,-,sit,chair,-,(including,gravity).
"2962559564000,","6.885724,","5.707777,",3.466804,-,sit,chair,-,(including,gravity).
"2962571390000,","6.943185,","5.7843914,",3.5242648,-,sit,chair,-,(including,gravity).
"2962582276000,","6.9719152,","5.707777,",3.41892,-,sit,chair,-,(including,gravity).
"2962592378000,","6.981492,","5.6982,",3.3806129,-,sit,chair,-,(including,gravity).
"2962601757000,","6.9719152,","5.793968,",3.371036,-,sit,chair,-,(including,gravity).
"2962612377000,","7.0006456,","5.7365074,",3.2561142,-,sit,chair,-,(including,gravity).
"2962622241000,","7.0581064,","5.803545,",3.2465374,-,sit,chair,-,(including,gravity).
"2962632748000,","7.0006456,","5.899313,",3.2465374,-,sit,chair,-,(including,gravity).
"2962643649000,","7.0581064,","5.947197,",3.1890767,-,sit,chair,-,(including,gravity).
"2962653008000,","7.038953,","6.0621185,",3.2944214,-,sit,chair,-,(including,gravity).
"2962663187000,","6.847417,","6.694188,",3.7541082,-,sit,chair,-,(including,gravity).
"2962673040000,","6.981492,","6.2345014,",3.4093432,-,sit,chair,-,(including,gravity).
"2962683279000,","7.019799,","6.2249246,",3.3614593,-,sit,chair,-,(including,gravity).
"2962693295000,","6.9719152,","6.1770406,",3.3327289,-,sit,chair,-,(including,gravity).
"2962703390000,","6.847417,","6.6750345,",3.6104562,-,sit,chair,-,(including,gravity).
"2962715203000,","6.8761473,","6.2728086,",3.1986535,-,sit,chair,-,(including,gravity).
"2962726576000,","6.9048777,","6.2345014,",3.2369606,-,sit,chair,-,(including,gravity).
"2962737966000,","6.885724,","6.2249246,",3.217807,-,sit,chair,-,(including,gravity).
"2962747177000,","6.9144545,","6.215348,",3.1794999,-,sit,chair,-,(including,gravity).
"2962757912000,","6.8665705,","6.253655,",3.064578,-,sit,chair,-,(including,gravity).
"2962768561000,","6.8282633,","6.4260373,",3.1028855,-,sit,chair,-,(including,gravity).
"2962778915000,","7.0006456,","6.2345014,",2.9879637,-,sit,chair,-,(including,gravity).
"2962791650000,","6.9048777,","6.3685765,",2.96881,-,sit,chair,-,(including,gravity).
"2962801357000,","6.933608,","6.445191,",3.0262709,-,sit,chair,-,(including,gravity).
"2962812613000,","6.9527617,","6.5601125,",3.074155,-,sit,chair,-,(including,gravity).
"2962822122000,","6.885724,","6.5601125,",3.0262709,-,sit,chair,-,(including,gravity).
"2962832971000,","6.9144545,","6.5696893,",3.0550013,-,sit,chair,-,(including,gravity).
"2962842856000,","6.9623384,","6.5984197,",3.1028855,-,sit,chair,-,(including,gravity).
"2962853019000,","6.8569937,","6.6367273,",3.1316159,-,sit,chair,-,(including,gravity).
"2962863419000,","6.885724,","6.5505357,",3.0262709,-,sit,chair,-,(including,gravity).
"2962873137000,","6.8569937,","6.531382,",2.9975405,-,sit,chair,-,(including,gravity).
"2962884375000,","6.8091097,","6.5218053,",3.0262709,-,sit,chair,-,(including,gravity).
"2962896808000,","6.8091097,","6.5696893,",3.0454245,-,sit,chair,-,(including,gravity).
"2962910417000,","6.7708025,","6.531382,",3.1124623,-,sit,chair,-,(including,gravity).
"2962921347000,","6.751649,","6.579266,",3.083732,-,sit,chair,-,(including,gravity).
"2962932112000,","6.742072,","6.588843,",3.1411927,-,sit,chair,-,(including,gravity).
"2962941629000,","6.7803793,","6.531382,",3.1890767,-,sit,chair,-,(including,gravity).
"2962951563000,","6.7708025,","6.5218053,",3.1986535,-,sit,chair,-,(including,gravity).
"2962962226000,","6.751649,","6.5122285,",3.2561142,-,sit,chair,-,(including,gravity).
"2962972267000,","6.7229185,","6.531382,",3.2561142,-,sit,chair,-,(including,gravity).
"2962983811000,","6.7133417,","6.493075,",3.2848446,-,sit,chair,-,(including,gravity).
"2962993871000,","6.703765,","6.435614,",3.2848446,-,sit,chair,-,(including,gravity).
"2963006248000,","6.703765,","6.4164605,",3.3135753,-,sit,chair,-,(including,gravity).
"2963017867000,","6.7612257,","6.339846,",3.3518825,-,sit,chair,-,(including,gravity).
"2963027553000,","6.742072,","6.3206925,",3.3135753,-,sit,chair,-,(including,gravity).
"2963039454000,","6.7612257,","6.3111157,",3.323152,-,sit,chair,-,(including,gravity).
"2963051747000,","6.8186865,","6.3302693,",3.3518825,-,sit,chair,-,(including,gravity).
"2963061843000,","6.847417,","6.3111157,",3.2752678,-,sit,chair,-,(including,gravity).
"2963070981000,","6.885724,","6.3111157,",3.2273839,-,sit,chair,-,(including,gravity).
"2963081701000,","6.885724,","6.301539,",3.2561142,-,sit,chair,-,(including,gravity).
"2963091474000,","6.9048777,","6.2728086,",3.2082303,-,sit,chair,-,(including,gravity).
"2963102249000,","6.9240313,","6.2249246,",3.1986535,-,sit,chair,-,(including,gravity).
"2963113177000,","6.933608,","6.253655,",3.1986535,-,sit,chair,-,(including,gravity).
"2963122536000,","6.943185,","6.253655,",3.1411927,-,sit,chair,-,(including,gravity).
"2963133911000,","6.943185,","6.2345014,",3.122039,-,sit,chair,-,(including,gravity).
"2963143304000,","6.943185,","6.2249246,",3.0933087,-,sit,chair,-,(including,gravity).
"2963154075000,","6.991069,","6.2249246,",3.1890767,-,sit,chair,-,(including,gravity).
"2963165306000,","7.0006456,","6.253655,",3.122039,-,sit,chair,-,(including,gravity).
"2963177078000,","7.0102224,","6.253655,",3.1124623,-,sit,chair,-,(including,gravity).
"2963187860000,","6.9719152,","6.244078,",3.1028855,-,sit,chair,-,(including,gravity).
"2963197251000,","6.9623384,","6.244078,",3.083732,-,sit,chair,-,(including,gravity).
"2963208038000,","6.9623384,","6.244078,",3.074155,-,sit,chair,-,(including,gravity).
"2963218048000,","6.9719152,","6.2728086,",3.064578,-,sit,chair,-,(including,gravity).
"2963227559000,","6.9719152,","6.2823853,",3.0550013,-,sit,chair,-,(including,gravity).
"2963238300000,","6.943185,","6.2728086,",3.074155,-,sit,chair,-,(including,gravity).
"2963248044000,","6.991069,","6.2728086,",3.0550013,-,sit,chair,-,(including,gravity).
"2963258382000,","6.9719152,","6.301539,",3.064578,-,sit,chair,-,(including,gravity).
"2963268409000,","6.933608,","6.2728086,",3.1124623,-,sit,chair,-,(including,gravity).
"2963280161000,","6.933608,","6.244078,",3.1316159,-,sit,chair,-,(including,gravity).
"2963291868000,","6.9240313,","6.3111157,",3.169923,-,sit,chair,-,(including,gravity).
"2963302267000,","6.9240313,","6.3302693,",3.1890767,-,sit,chair,-,(including,gravity).
"2963313215000,","6.885724,","6.349423,",3.1316159,-,sit,chair,-,(including,gravity).
"2963322943000,","6.8761473,","6.38773,",3.1124623,-,sit,chair,-,(including,gravity).
"2963333378000,","6.83784,","6.3781533,",3.1507695,-,sit,chair,-,(including,gravity).
"2963343220000,","6.847417,","6.349423,",3.1890767,-,sit,chair,-,(including,gravity).
"2963353293000,","6.8282633,","6.3589997,",3.1986535,-,sit,chair,-,(including,gravity).
"2963364120000,","6.8091097,","6.3781533,",3.169923,-,sit,chair,-,(including,gravity).
"2963373776000,","6.8186865,","6.3781533,",3.1986535,-,sit,chair,-,(including,gravity).
"2963384114000,","6.8091097,","6.3206925,",3.2082303,-,sit,chair,-,(including,gravity).
"2963395743000,","6.847417,","6.3685765,",3.2273839,-,sit,chair,-,(including,gravity).
"2963405477000,","6.8569937,","6.349423,",3.2082303,-,sit,chair,-,(including,gravity).
"2963415805000,","6.8761473,","6.3589997,",3.1986535,-,sit,chair,-,(including,gravity).
"2963425821000,","6.8761473,","6.397307,",3.169923,-,sit,chair,-,(including,gravity).
"2963435944000,","6.8569937,","6.4068837,",3.1794999,-,sit,chair,-,(including,gravity).
"2963446559000,","6.8761473,","6.435614,",3.1603463,-,sit,chair,-,(including,gravity).
"2963458677000,","6.8569937,","6.4260373,",3.122039,-,sit,chair,-,(including,gravity).
"2963468204000,","6.8091097,","6.4068837,",3.1794999,-,sit,chair,-,(including,gravity).
"2963478864000,","6.8186865,","6.435614,",3.1794999,-,sit,chair,-,(including,gravity).
"2963488570000,","6.8282633,","6.4068837,",3.1411927,-,sit,chair,-,(including,gravity).
"2963502706000,","6.9048777,","6.397307,",3.1507695,-,sit,chair,-,(including,gravity).
"2963513008000,","6.9048777,","6.38773,",3.1603463,-,sit,chair,-,(including,gravity).
"2963522660000,","6.895301,","6.3781533,",3.169923,-,sit,chair,-,(including,gravity).
"2963533184000,","6.895301,","6.339846,",3.1411927,-,sit,chair,-,(including,gravity).
"2963543343000,","6.9144545,","6.3206925,",3.1507695,-,sit,chair,-,(including,gravity).
"2963552966000,","6.9144545,","6.2823853,",3.0933087,-,sit,chair,-,(including,gravity).
"2963563726000,","6.9240313,","6.291962,",3.1028855,-,sit,chair,-,(including,gravity).
"2963573311000,","6.933608,","6.301539,",3.1028855,-,sit,chair,-,(including,gravity).
"2963584188000,","6.933608,","6.3206925,",3.1124623,-,sit,chair,-,(including,gravity).
"2963597353000,","6.9623384,","6.3206925,",3.1890767,-,sit,chair,-,(including,gravity).
"2963607785000,","6.943185,","6.3111157,",3.1507695,-,sit,chair,-,(including,gravity).
"2963617863000,","6.943185,","6.3206925,",3.1603463,-,sit,chair,-,(including,gravity).
"2963627622000,","6.943185,","6.253655,",3.122039,-,sit,chair,-,(including,gravity).
"2963639000000,","6.9240313,","6.2728086,",3.1411927,-,sit,chair,-,(including,gravity).
"2963649360000,","6.9240313,","6.2632318,",3.1316159,-,sit,chair,-,(including,gravity).
"2963663550000,","6.9048777,","6.2249246,",3.1603463,-,sit,chair,-,(including,gravity).
"2963675493000,","6.895301,","6.244078,",3.169923,-,sit,chair,-,(including,gravity).
"2963685871000,","6.885724,","6.291962,",3.2273839,-,sit,chair,-,(including,gravity).
"2963697157000,","6.885724,","6.301539,",3.2465374,-,sit,chair,-,(including,gravity).
"2963708356000,","6.8665705,","6.291962,",3.2561142,-,sit,chair,-,(including,gravity).
"2963718162000,","6.8569937,","6.301539,",3.2369606,-,sit,chair,-,(including,gravity).
"2963728245000,","6.8569937,","6.291962,",3.2273839,-,sit,chair,-,(including,gravity).
"2963738429000,","6.8569937,","6.2823853,",3.1507695,-,sit,chair,-,(including,gravity).
"2963748761000,","6.885724,","6.2632318,",3.2273839,-,sit,chair,-,(including,gravity).
"2963759949000,","6.8569937,","6.2823853,",3.1794999,-,sit,chair,-,(including,gravity).
"2963769802000,","6.847417,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
"2963781264000,","6.8569937,","6.3206925,",3.122039,-,sit,chair,-,(including,gravity).
"2963790988000,","6.8569937,","6.349423,",3.1507695,-,sit,chair,-,(including,gravity).
"2963801234000,","6.8569937,","6.3589997,",3.1794999,-,sit,chair,-,(including,gravity).
"2963811301000,","6.847417,","6.3781533,",3.1411927,-,sit,chair,-,(including,gravity).
"2963820713000,","6.885724,","6.3781533,",3.1507695,-,sit,chair,-,(including,gravity).
"2963834933000,","6.8665705,","6.4260373,",3.169923,-,sit,chair,-,(including,gravity).
"2963843639000,","6.8665705,","6.4260373,",3.1124623,-,sit,chair,-,(including,gravity).
"2963853687000,","6.847417,","6.4260373,",3.1124623,-,sit,chair,-,(including,gravity).
"2963864155000,","6.847417,","6.4260373,",3.1507695,-,sit,chair,-,(including,gravity).
"2963873974000,","6.8569937,","6.4068837,",3.1028855,-,sit,chair,-,(including,gravity).
"2963884127000,","6.8569937,","6.397307,",3.1316159,-,sit,chair,-,(including,gravity).
"2963894181000,","6.8761473,","6.4164605,",3.1411927,-,sit,chair,-,(including,gravity).
"2963904272000,","6.8569937,","6.4068837,",3.1603463,-,sit,chair,-,(including,gravity).
"2963915585000,","6.885724,","6.397307,",3.1986535,-,sit,chair,-,(including,gravity).
"2963925616000,","6.885724,","6.349423,",3.2082303,-,sit,chair,-,(including,gravity).
"2963936569000,","6.8761473,","6.3685765,",3.1890767,-,sit,chair,-,(including,gravity).
"2963946192000,","6.9240313,","6.339846,",3.1411927,-,sit,chair,-,(including,gravity).
"2963957921000,","6.943185,","6.349423,",3.1124623,-,sit,chair,-,(including,gravity).
"2963968420000,","6.933608,","6.3111157,",3.1603463,-,sit,chair,-,(including,gravity).
"2963978033000,","6.933608,","6.301539,",3.122039,-,sit,chair,-,(including,gravity).
"2963988377000,","6.9048777,","6.291962,",3.1124623,-,sit,chair,-,(including,gravity).
"2964002112000,","6.9144545,","6.3206925,",3.1603463,-,sit,chair,-,(including,gravity).
"2964013456000,","6.9144545,","6.3302693,",3.1603463,-,sit,chair,-,(including,gravity).
"2964022881000,","6.9240313,","6.291962,",3.122039,-,sit,chair,-,(including,gravity).
"2964033381000,","6.933608,","6.2632318,",3.1028855,-,sit,chair,-,(including,gravity).
"2964043373000,","6.943185,","6.253655,",3.1124623,-,sit,chair,-,(including,gravity).
"2964053136000,","6.933608,","6.2823853,",3.1316159,-,sit,chair,-,(including,gravity).
"2964068986000,","6.9240313,","6.2823853,",3.1124623,-,sit,chair,-,(including,gravity).
"2964078263000,","6.9719152,","6.301539,",3.1124623,-,sit,chair,-,(including,gravity).
"2964088289000,","6.943185,","6.291962,",3.083732,-,sit,chair,-,(including,gravity).
"2964098406000,","6.943185,","6.291962,",3.083732,-,sit,chair,-,(including,gravity).
"2964108964000,","6.9240313,","6.301539,",3.1411927,-,sit,chair,-,(including,gravity).
"2964119252000,","6.9240313,","6.2823853,",3.0933087,-,sit,chair,-,(including,gravity).
"2964130129000,","6.9527617,","6.301539,",3.1028855,-,sit,chair,-,(including,gravity).
"2964142403000,","6.9240313,","6.3111157,",3.122039,-,sit,chair,-,(including,gravity).
"2964152986000,","6.943185,","6.3302693,",3.1316159,-,sit,chair,-,(including,gravity).
"2964163214000,","6.943185,","6.3111157,",3.1507695,-,sit,chair,-,(including,gravity).
"2964172790000,","6.943185,","6.3302693,",3.122039,-,sit,chair,-,(including,gravity).
"2964183789000,","6.9144545,","6.3111157,",3.1124623,-,sit,chair,-,(including,gravity).
"2964193578000,","6.885724,","6.3111157,",3.1124623,-,sit,chair,-,(including,gravity).
"2964203330000,","6.885724,","6.2823853,",3.1028855,-,sit,chair,-,(including,gravity).
"2964213649000,","6.885724,","6.3302693,",3.122039,-,sit,chair,-,(including,gravity).
"2964223672000,","6.895301,","6.339846,",3.1411927,-,sit,chair,-,(including,gravity).
"2964234551000,","6.885724,","6.349423,",3.122039,-,sit,chair,-,(including,gravity).
"2964245358000,","6.885724,","6.349423,",3.1316159,-,sit,chair,-,(including,gravity).
"2964257304000,","6.83784,","6.38773,",3.0933087,-,sit,chair,-,(including,gravity).
"2964267395000,","6.83784,","6.3589997,",3.1411927,-,sit,chair,-,(including,gravity).
"2964277037000,","6.83784,","6.3302693,",3.1890767,-,sit,chair,-,(including,gravity).
"2964287683000,","6.8569937,","6.3685765,",3.169923,-,sit,chair,-,(including,gravity).
"2964297060000,","6.885724,","6.339846,",3.1986535,-,sit,chair,-,(including,gravity).
"2964308076000,","6.885724,","6.3302693,",3.1411927,-,sit,chair,-,(including,gravity).
"2964317780000,","6.8665705,","6.3111157,",3.1890767,-,sit,chair,-,(including,gravity).
"2964327539000,","6.9144545,","6.3206925,",3.2082303,-,sit,chair,-,(including,gravity).
"2964338574000,","6.895301,","6.3302693,",3.1890767,-,sit,chair,-,(including,gravity).
"2964348158000,","6.9048777,","6.301539,",3.1890767,-,sit,chair,-,(including,gravity).
"2964359041000,","6.8761473,","6.291962,",3.1411927,-,sit,chair,-,(including,gravity).
"2964370339000,","6.8665705,","6.291962,",3.1603463,-,sit,chair,-,(including,gravity).
"2964382917000,","6.8569937,","6.2823853,",3.1507695,-,sit,chair,-,(including,gravity).
"2964393050000,","6.885724,","6.291962,",3.1411927,-,sit,chair,-,(including,gravity).
"2964402668000,","6.8569937,","6.301539,",3.169923,-,sit,chair,-,(including,gravity).
"2964413683000,","6.83784,","6.291962,",3.169923,-,sit,chair,-,(including,gravity).
"2964422936000,","6.8665705,","6.301539,",3.1794999,-,sit,chair,-,(including,gravity).
"2964433586000,","6.8665705,","6.3206925,",3.1603463,-,sit,chair,-,(including,gravity).
"2964443270000,","6.8665705,","6.301539,",3.1316159,-,sit,chair,-,(including,gravity).
"2964453327000,","6.885724,","6.3111157,",3.1986535,-,sit,chair,-,(including,gravity).
"2964463664000,","6.885724,","6.301539,",3.1794999,-,sit,chair,-,(including,gravity).
"2964473834000,","6.885724,","6.301539,",3.1986535,-,sit,chair,-,(including,gravity).
"2964485148000,","6.885724,","6.3206925,",3.1986535,-,sit,chair,-,(including,gravity).
"2964497117000,","6.8665705,","6.339846,",3.1603463,-,sit,chair,-,(including,gravity).
"2964508688000,","6.847417,","6.339846,",3.1316159,-,sit,chair,-,(including,gravity).
"2964518308000,","6.8665705,","6.349423,",3.1316159,-,sit,chair,-,(including,gravity).
"2964527943000,","6.885724,","6.3589997,",3.122039,-,sit,chair,-,(including,gravity).
"2964538533000,","6.895301,","6.3589997,",3.1411927,-,sit,chair,-,(including,gravity).
"2964548179000,","6.8761473,","6.3685765,",3.1316159,-,sit,chair,-,(including,gravity).
"2964559225000,","6.8569937,","6.349423,",3.1507695,-,sit,chair,-,(including,gravity).
"2964571152000,","6.8569937,","6.3206925,",3.1316159,-,sit,chair,-,(including,gravity).
"2964581640000,","6.8569937,","6.349423,",3.1316159,-,sit,chair,-,(including,gravity).
"2964592011000,","6.885724,","6.3589997,",3.169923,-,sit,chair,-,(including,gravity).
"2964601986000,","6.9144545,","6.3302693,",3.1986535,-,sit,chair,-,(including,gravity).
"2964613239000,","6.9048777,","6.3302693,",3.1603463,-,sit,chair,-,(including,gravity).
"2964622816000,","6.9048777,","6.2823853,",3.1507695,-,sit,chair,-,(including,gravity).
"2964633889000,","6.9048777,","6.2632318,",3.1316159,-,sit,chair,-,(including,gravity).
"2964644632000,","6.9240313,","6.2728086,",3.1603463,-,sit,chair,-,(including,gravity).
"2964654860000,","6.895301,","6.3111157,",3.1794999,-,sit,chair,-,(including,gravity).
"2964667116000,","6.885724,","6.3111157,",3.1411927,-,sit,chair,-,(including,gravity).
"2964677205000,","6.9144545,","6.3111157,",3.0933087,-,sit,chair,-,(including,gravity).
"2964688329000,","6.9144545,","6.3111157,",3.122039,-,sit,chair,-,(including,gravity).
"2964698088000,","6.9144545,","6.349423,",3.122039,-,sit,chair,-,(including,gravity).
"2964708623000,","6.9240313,","6.339846,",3.1507695,-,sit,chair,-,(including,gravity).
"2964718775000,","6.9048777,","6.291962,",3.1316159,-,sit,chair,-,(including,gravity).
"2964731881000,","6.9240313,","6.3111157,",3.1507695,-,sit,chair,-,(including,gravity).
"2964742006000,","6.9240313,","6.301539,",3.1507695,-,sit,chair,-,(including,gravity).
"2964752235000,","6.895301,","6.3111157,",3.1890767,-,sit,chair,-,(including,gravity).
"2964763259000,","6.9048777,","6.301539,",3.1794999,-,sit,chair,-,(including,gravity).
"2964772864000,","6.9144545,","6.301539,",3.1411927,-,sit,chair,-,(including,gravity).
"2964783527000,","6.885724,","6.3206925,",3.1507695,-,sit,chair,-,(including,gravity).
"2964793247000,","6.9240313,","6.301539,",3.1411927,-,sit,chair,-,(including,gravity).
"2964803308000,","6.933608,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
"2964813659000,","6.895301,","6.3111157,",3.1507695,-,sit,chair,-,(including,gravity).
"2964823745000,","6.885724,","6.291962,",3.122039,-,sit,chair,-,(including,gravity).
"2964835003000,","6.8665705,","6.2823853,",3.1028855,-,sit,chair,-,(including,gravity).
"2964844813000,","6.895301,","6.3206925,",3.1124623,-,sit,chair,-,(including,gravity).
"2964854952000,","6.895301,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
"2964867351000,","6.885724,","6.291962,",3.1411927,-,sit,chair,-,(including,gravity).
"2964876984000,","6.885724,","6.3206925,",3.169923,-,sit,chair,-,(including,gravity).
"2964888376000,","6.8665705,","6.3302693,",3.1794999,-,sit,chair,-,(including,gravity).
"2964898019000,","6.9144545,","6.3302693,",3.2082303,-,sit,chair,-,(including,gravity).
"2964908381000,","6.885724,","6.3589997,",3.2369606,-,sit,chair,-,(including,gravity).
"2964918257000,","6.885724,","6.3589997,",3.169923,-,sit,chair,-,(including,gravity).
"2964928321000,","6.895301,","6.3685765,",3.1794999,-,sit,chair,-,(including,gravity).
"2964938700000,","6.9048777,","6.349423,",3.1794999,-,sit,chair,-,(including,gravity).
"2964948593000,","6.895301,","6.339846,",3.1316159,-,sit,chair,-,(including,gravity).
"2964960273000,","6.847417,","6.3302693,",3.1411927,-,sit,chair,-,(including,gravity).
"2964971856000,","6.8665705,","6.3111157,",3.1603463,-,sit,chair,-,(including,gravity).
"2964982975000,","6.933608,","6.3111157,",3.1794999,-,sit,chair,-,(including,gravity).
"2964992432000,","6.9048777,","6.2823853,",3.1890767,-,sit,chair,-,(including,gravity).
"2965002525000,","6.9144545,","6.301539,",3.169923,-,sit,chair,-,(including,gravity).
"2965012656000,","6.9048777,","6.3111157,",3.1316159,-,sit,chair,-,(including,gravity).
"2965022774000,","6.9048777,","6.291962,",3.1603463,-,sit,chair,-,(including,gravity).
"2965033967000,","6.895301,","6.3206925,",3.1794999,-,sit,chair,-,(including,gravity).
"2965044021000,","6.8761473,","6.3206925,",3.2082303,-,sit,chair,-,(including,gravity).
"2965053254000,","6.8761473,","6.3302693,",3.2082303,-,sit,chair,-,(including,gravity).
"2965063466000,","6.8665705,","6.339846,",3.2369606,-,sit,chair,-,(including,gravity).
