#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-6.1086525e-4,","0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#datetime:,05/07/2013,10:46:44,0.009773844,-,fall,forward,lying,-,(angular,velocity).
##########################################,"-6.1086525e-4,","0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#activity:,10,-,fol,-,fall,forward,lying,-,10s,velocity).
#subject,id:,10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#first,name:,sub10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#last,name:,sub10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#age:,26,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#height(cm):,170,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#weight(kg):,90,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#gender:,female,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"886342671000,","-1.5968018,","-1.4511104,",-1.6496416,-,fall,forward,lying,-,(angular,velocity).
"886347772000,","-1.6426166,","-1.5735888,",-1.6056592,-,fall,forward,lying,-,(angular,velocity).
"886352642000,","-1.5937474,","-1.8643607,",-1.455081,-,fall,forward,lying,-,(angular,velocity).
"886357668000,","-1.4361442,","-2.2104158,",-1.258077,-,fall,forward,lying,-,(angular,velocity).
"886363493000,","-1.2156218,","-2.5335636,",-1.0797043,-,fall,forward,lying,-,(angular,velocity).
"886367678000,","-0.9456194,","-2.7785206,",-0.9068295,-,fall,forward,lying,-,(angular,velocity).
"886372627000,","-0.6985244,","-2.9843822,",-0.7672467,-,fall,forward,lying,-,(angular,velocity).
"886377580000,","-0.4578435,","-3.1065552,",-0.64476824,-,fall,forward,lying,-,(angular,velocity).
"886382606000,","-0.23762658,","-3.1108313,",-0.55680364,-,fall,forward,lying,-,(angular,velocity).
"886387809000,","-0.14477506,","-3.058297,",-0.52106804,-,fall,forward,lying,-,(angular,velocity).
"886392627000,","-0.013744468,","-2.89825,",-0.44532076,-,fall,forward,lying,-,(angular,velocity).
"886397654000,","0.07147124,","-2.6670377,",-0.37232238,-,fall,forward,lying,-,(angular,velocity).
"886402614000,","0.12889257,","-2.4123068,",-0.30634892,-,fall,forward,lying,-,(angular,velocity).
"886407624000,","0.16126843,","-2.1755965,",-0.24465153,-,fall,forward,lying,-,(angular,velocity).
"886412639000,","0.15577064,","-1.9734001,",-0.18020524,-,fall,forward,lying,-,(angular,velocity).
"886417682000,","0.1160644,","-1.8228219,",-0.12370021,-,fall,forward,lying,-,(angular,velocity).
"886423480000,","0.06169739,","-1.7669277,",-0.07880162,-,fall,forward,lying,-,(angular,velocity).
"886427615000,","-0.008552114,","-1.7858646,",-0.06811147,-,fall,forward,lying,-,(angular,velocity).
"886432631000,","-0.076358154,","-1.842675,",-0.12675454,-,fall,forward,lying,-,(angular,velocity).
"886437900000,","-0.122478485,","-1.9000963,",-0.2593123,-,fall,forward,lying,-,(angular,velocity).
"886442823000,","-0.13500121,","-1.9019289,",-0.38423425,-,fall,forward,lying,-,(angular,velocity).
"886447599000,","-0.116980694,","-1.8445076,",-0.45570546,-,fall,forward,lying,-,(angular,velocity).
"886452666000,","-0.08460484,","-1.7098118,",-0.49480084,-,fall,forward,lying,-,(angular,velocity).
"886457726000,","-0.05955936,","-1.5274686,",-0.50488013,-,fall,forward,lying,-,(angular,velocity).
"886462621000,","-0.058643065,","-1.3100005,",-0.5140431,-,fall,forward,lying,-,(angular,velocity).
"886467675000,","-0.103847094,","-1.0519099,",-0.5366451,-,fall,forward,lying,-,(angular,velocity).
"886472671000,","-0.18020524,","-0.7901542,",-0.56169057,-,fall,forward,lying,-,(angular,velocity).
"886477669000,","-0.28099802,","-0.559858,",-0.59650993,-,fall,forward,lying,-,(angular,velocity).
"886482607000,","-0.4156938,","-0.45814893,",-0.61636305,-,fall,forward,lying,-,(angular,velocity).
"886487712000,","-0.4972443,","-0.29138273,",-0.6768387,-,fall,forward,lying,-,(angular,velocity).
"886492641000,","-0.6637051,","-0.17562376,",-0.73273283,-,fall,forward,lying,-,(angular,velocity).
"886497648000,","-0.8167268,","-0.111177474,",-0.8032878,-,fall,forward,lying,-,(angular,velocity).
"886502610000,","-0.93676186,","-0.07422013,",-0.8622363,-,fall,forward,lying,-,(angular,velocity).
"886507628000,","-1.026559,","-0.05100725,",-0.9086621,-,fall,forward,lying,-,(angular,velocity).
"886512625000,","-1.0925325,","-0.027488936,",-0.92149025,-,fall,forward,lying,-,(angular,velocity).
"886517623000,","-1.102001,","0.022907447,",-0.9324858,-,fall,forward,lying,-,(angular,velocity).
"886522784000,","-1.0974194,","0.10476339,",-0.93828905,-,fall,forward,lying,-,(angular,velocity).
"886527582000,","-1.0876455,","0.18967366,",-0.9691377,-,fall,forward,lying,-,(angular,velocity).
"886532631000,","-1.0708468,","0.21868975,",-1.0302242,-,fall,forward,lying,-,(angular,velocity).
"886537657000,","-1.0668762,","0.10170906,",-1.1059716,-,fall,forward,lying,-,(angular,velocity).
"886542700000,","-1.0668762,","-0.13225232,",-1.1768318,-,fall,forward,lying,-,(angular,velocity).
"886548011000,","-1.0842859,","-0.4456262,",-1.2825116,-,fall,forward,lying,-,(angular,velocity).
"886552664000,","-1.1334605,","-0.8020661,",-1.430341,-,fall,forward,lying,-,(angular,velocity).
"886557625000,","-1.1994339,","-1.144456,",-1.5995506,-,fall,forward,lying,-,(angular,velocity).
"886563525000,","-1.2614367,","-1.4257594,",-1.7470746,-,fall,forward,lying,-,(angular,velocity).
"886567774000,","-1.2803736,","-1.647809,",-1.8359555,-,fall,forward,lying,-,(angular,velocity).
"886572666000,","-1.221425,","-1.8234328,",-1.8716911,-,fall,forward,lying,-,(angular,velocity).
"886577662000,","-1.0543534,","-1.8894062,",-1.8698585,-,fall,forward,lying,-,(angular,velocity).
"886582614000,","-0.8362745,","-1.926669,",-1.8643607,-,fall,forward,lying,-,(angular,velocity).
"886587727000,","-0.7284568,","-1.8228219,",-1.8295414,-,fall,forward,lying,-,(angular,velocity).
"886592721000,","-0.5375614,","-1.6209309,",-1.7767016,-,fall,forward,lying,-,(angular,velocity).
"886597702000,","-0.47555858,","-1.3768903,",-1.7024814,-,fall,forward,lying,-,(angular,velocity).
"886602669000,","-0.5705481,","-1.1893547,",-1.6621643,-,fall,forward,lying,-,(angular,velocity).
"886607620000,","-0.7877107,","-1.0439687,",-1.6533068,-,fall,forward,lying,-,(angular,velocity).
"886612669000,","-1.0852021,","-0.95111716,",-1.6496416,-,fall,forward,lying,-,(angular,velocity).
"886617634000,","-1.3778065,","-0.86009824,",-1.6227635,-,fall,forward,lying,-,(angular,velocity).
"886622789000,","-1.6087136,","-0.7287622,",-1.5668694,-,fall,forward,lying,-,(angular,velocity).
"886627675000,","-1.7424932,","-0.5531385,",-1.505172,-,fall,forward,lying,-,(angular,velocity).
"886632954000,","-1.7684549,","-0.34574974,",-1.4477507,-,fall,forward,lying,-,(angular,velocity).
"886637666000,","-1.7318029,","-0.15027285,",-1.4040737,-,fall,forward,lying,-,(angular,velocity).
"886642665000,","-1.6545285,","-0.027488936,",-1.391551,-,fall,forward,lying,-,(angular,velocity).
"886647695000,","-1.582141,","-0.0033597588,",-1.3888022,-,fall,forward,lying,-,(angular,velocity).
"886652659000,","-1.4941764,","-0.04550946,",-1.4037683,-,fall,forward,lying,-,(angular,velocity).
"886657605000,","-1.4205672,","-0.07666359,",-1.4132367,-,fall,forward,lying,-,(angular,velocity).
"886662725000,","-1.3084733,","-0.122478485,",-1.3878858,-,fall,forward,lying,-,(angular,velocity).
"886667626000,","-1.1664472,","-0.14538592,",-1.2910637,-,fall,forward,lying,-,(angular,velocity).
"886672676000,","-0.9896017,","-0.13255776,",-1.1630874,-,fall,forward,lying,-,(angular,velocity).
"886677609000,","-0.77488256,","-0.09010262,",-1.0937542,-,fall,forward,lying,-,(angular,velocity).
"886682633000,","-0.64873886,","0.03268129,",-0.93401295,-,fall,forward,lying,-,(angular,velocity).
"886687630000,","-0.40469822,","0.20066923,",-0.7687739,-,fall,forward,lying,-,(angular,velocity).
"886692649000,","-0.15790866,","0.32895094,",-0.59437186,-,fall,forward,lying,-,(angular,velocity).
"886697618000,","0.1020145,","0.40103304,",-0.3924809,-,fall,forward,lying,-,(angular,velocity).
"886702636000,","0.33964106,","0.40622538,",-0.19272798,-,fall,forward,lying,-,(angular,velocity).
"886707599000,","0.57360244,","0.33658674,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"886712836000,","0.7779369,","0.24220806,",0.21624629,-,fall,forward,lying,-,(angular,velocity).
"886717618000,","0.945314,","0.13713925,",0.39553526,-,fall,forward,lying,-,(angular,velocity).
"886722614000,","1.0946705,","0.027488936,",0.5357288,-,fall,forward,lying,-,(angular,velocity).
"886727604000,","1.1942415,","-0.09101892,",0.625526,-,fall,forward,lying,-,(angular,velocity).
"886732605000,","1.2739595,","-0.22602014,",0.6713409,-,fall,forward,lying,-,(angular,velocity).
"886737666000,","1.320996,","-0.37690386,",0.66614854,-,fall,forward,lying,-,(angular,velocity).
"886742637000,","1.3179418,","-0.51251596,",0.6114761,-,fall,forward,lying,-,(angular,velocity).
"886748543000,","1.2614367,","-0.61544675,",0.5369505,-,fall,forward,lying,-,(angular,velocity).
"886752604000,","1.1297953,","-0.6973027,",0.44104472,-,fall,forward,lying,-,(angular,velocity).
"886757604000,","0.9465357,","-0.72692966,",0.35185838,-,fall,forward,lying,-,(angular,velocity).
"886762660000,","0.6951646,","-0.6942484,",0.2724459,-,fall,forward,lying,-,(angular,velocity).
"886767650000,","0.3921755,","-0.6056729,",0.17287487,-,fall,forward,lying,-,(angular,velocity).
"886772621000,","0.11453723,","-0.5225952,",0.063224554,-,fall,forward,lying,-,(angular,velocity).
"886777606000,","-0.121256754,","-0.2947425,",0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"886782761000,","-0.22785273,","-0.027183503,",-0.118507855,-,fall,forward,lying,-,(angular,velocity).
"886787675000,","-0.36041048,","0.23151793,",-0.19975294,-,fall,forward,lying,-,(angular,velocity).
"886792656000,","-0.44837508,","0.43371433,",-0.226631,-,fall,forward,lying,-,(angular,velocity).
"886797583000,","-0.52656585,","0.5439755,",-0.20555615,-,fall,forward,lying,-,(angular,velocity).
"886802612000,","-0.58032197,","0.57696223,",-0.15882497,-,fall,forward,lying,-,(angular,velocity).
"886807605000,","-0.6407976,","0.5534439,",-0.10842858,-,fall,forward,lying,-,(angular,velocity).
"886812668000,","-0.72295904,","0.47647488,",-0.09437868,-,fall,forward,lying,-,(angular,velocity).
"886817669000,","-0.81000733,","0.41813725,",-0.10751228,-,fall,forward,lying,-,(angular,velocity).
"886822589000,","-0.8875872,","0.40225476,",-0.13836098,-,fall,forward,lying,-,(angular,velocity).
"886827608000,","-0.94714653,","0.38912117,",-0.1966986,-,fall,forward,lying,-,(angular,velocity).
"886832573000,","-0.97524637,","0.40378192,",-0.23609942,-,fall,forward,lying,-,(angular,velocity).
"886837625000,","-0.98654735,","0.42210788,",-0.2687807,-,fall,forward,lying,-,(angular,velocity).
"886842695000,","-0.9584476,","0.44104472,",-0.29016098,-,fall,forward,lying,-,(angular,velocity).
"886847797000,","-0.88178396,","0.43860126,",-0.28160888,-,fall,forward,lying,-,(angular,velocity).
"886852701000,","-0.786489,","0.43279803,",-0.25411993,-,fall,forward,lying,-,(angular,velocity).
"886857606000,","-0.6585127,","0.44959682,",-0.20830505,-,fall,forward,lying,-,(angular,velocity).
"886862725000,","-0.5225952,","0.46609017,",-0.1160644,-,fall,forward,lying,-,(angular,velocity).
"886867661000,","-0.40469822,","0.4636467,",-0.03023783,-,fall,forward,lying,-,(angular,velocity).
"886872619000,","-0.30024028,","0.43218717,",0.06841691,-,fall,forward,lying,-,(angular,velocity).
"886877895000,","-0.25992316,","0.26847526,",0.15302174,-,fall,forward,lying,-,(angular,velocity).
"886882607000,","-0.13041973,","0.18997909,",0.18906279,-,fall,forward,lying,-,(angular,velocity).
"886888412000,","-0.090713486,","-0.057726767,",0.24740042,-,fall,forward,lying,-,(angular,velocity).
"886892645000,","0.0036651916,","-0.14752395,",0.2648101,-,fall,forward,lying,-,(angular,velocity).
"886897655000,","0.02687807,","-0.3042109,",0.2761111,-,fall,forward,lying,-,(angular,velocity).
"886902668000,","0.06688975,","-0.4447099,",0.26450464,-,fall,forward,lying,-,(angular,velocity).
"886907628000,","0.087659165,","-0.5534439,",0.21533,-,fall,forward,lying,-,(angular,velocity).
"886912686000,","0.08827003,","-0.634689,",0.14966199,-,fall,forward,lying,-,(angular,velocity).
"886917648000,","0.086132,","-0.6881397,",0.06352998,-,fall,forward,lying,-,(angular,velocity).
"886922599000,","0.0888809,","-0.70188415,",-0.028710667,-,fall,forward,lying,-,(angular,velocity).
"886927678000,","0.08552113,","-0.7125743,",-0.1001819,-,fall,forward,lying,-,(angular,velocity).
"886932580000,","0.08032878,","-0.70280045,",-0.15668693,-,fall,forward,lying,-,(angular,velocity).
"886937692000,","0.07880162,","-0.68294734,",-0.18997909,-,fall,forward,lying,-,(angular,velocity).
"886942647000,","0.099571034,","-0.64751714,",-0.19242255,-,fall,forward,lying,-,(angular,velocity).
"886947787000,","0.1301143,","-0.59040123,",-0.19272798,-,fall,forward,lying,-,(angular,velocity).
"886952611000,","0.18081611,","-0.4914411,",-0.18081611,-,fall,forward,lying,-,(angular,velocity).
"886958137000,","0.22143865,","-0.37751472,",-0.15882497,-,fall,forward,lying,-,(angular,velocity).
"886962649000,","0.25686884,","-0.25259277,",-0.11759156,-,fall,forward,lying,-,(angular,velocity).
"886967637000,","0.27916542,","-0.18325958,",-0.08032878,-,fall,forward,lying,-,(angular,velocity).
"886972637000,","0.29535335,","-0.06383542,",-0.057421334,-,fall,forward,lying,-,(angular,velocity).
"886977605000,","0.30482176,","0.04153884,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"886982662000,","0.29138273,","0.12095132,",0.09162979,-,fall,forward,lying,-,(angular,velocity).
"886987667000,","0.28008172,","0.18570304,",0.18081611,-,fall,forward,lying,-,(angular,velocity).
"886992954000,","0.2574797,","0.22876903,",0.26083946,-,fall,forward,lying,-,(angular,velocity).
"886997615000,","0.22174409,","0.25411993,",0.31490102,-,fall,forward,lying,-,(angular,velocity).
"887002578000,","0.1554652,","0.2510656,",0.34300083,-,fall,forward,lying,-,(angular,velocity).
"887007602000,","0.07391469,","0.22113322,",0.34574974,-,fall,forward,lying,-,(angular,velocity).
"887012700000,","-0.009468411,","0.17867808,",0.34513888,-,fall,forward,lying,-,(angular,velocity).
"887017622000,","-0.09254608,","0.14905111,",0.33078352,-,fall,forward,lying,-,(angular,velocity).
"887022818000,","-0.17715092,","0.11911872,",0.30909783,-,fall,forward,lying,-,(angular,velocity).
"887027680000,","-0.25411993,","0.089491755,",0.27885997,-,fall,forward,lying,-,(angular,velocity).
"887032608000,","-0.31795537,","0.06383542,",0.23060162,-,fall,forward,lying,-,(angular,velocity).
"887037656000,","-0.37934732,","0.034208454,",0.17592919,-,fall,forward,lying,-,(angular,velocity).
"887042631000,","-0.41996986,","0.021991149,",0.10262536,-,fall,forward,lying,-,(angular,velocity).
"887047663000,","-0.45540005,","0.017715093,",0.019242255,-,fall,forward,lying,-,(angular,velocity).
"887052604000,","-0.47769663,","0.0106901415,",-0.05681047,-,fall,forward,lying,-,(angular,velocity).
"887057599000,","-0.50579643,","0.020158553,",-0.12644911,-,fall,forward,lying,-,(angular,velocity).
"887062634000,","-0.5305365,","0.028405234,",-0.17654006,-,fall,forward,lying,-,(angular,velocity).
"887067638000,","-0.548557,","0.046731193,",-0.21197024,-,fall,forward,lying,-,(angular,velocity).
"887072707000,","-0.56016344,","0.067500606,",-0.22510384,-,fall,forward,lying,-,(angular,velocity).
"887077611000,","-0.5665775,","0.103847094,",-0.24037547,-,fall,forward,lying,-,(angular,velocity).
"887082623000,","-0.58184916,","0.13836098,",-0.23487769,-,fall,forward,lying,-,(angular,velocity).
"887087666000,","-0.5665775,","0.183565,",-0.22266038,-,fall,forward,lying,-,(angular,velocity).
"887092629000,","-0.5494733,","0.20250183,",-0.19242255,-,fall,forward,lying,-,(angular,velocity).
"887097645000,","-0.5216789,","0.1957823,",-0.13958271,-,fall,forward,lying,-,(angular,velocity).
"887102608000,","-0.47616947,","0.1704314,",-0.09101892,-,fall,forward,lying,-,(angular,velocity).
"887107607000,","-0.4129449,","0.106595986,",-0.018325957,-,fall,forward,lying,-,(angular,velocity).
"887112644000,","-0.31306845,","0.03848451,",0.043066,-,fall,forward,lying,-,(angular,velocity).
"887117639000,","-0.2302962,","-0.064446285,",0.1133155,-,fall,forward,lying,-,(angular,velocity).
"887122687000,","-0.1255328,","-0.16279559,",0.16982053,-,fall,forward,lying,-,(angular,velocity).
"887127601000,","-0.0143553335,","-0.258396,",0.2171626,-,fall,forward,lying,-,(angular,velocity).
"887132658000,","0.084910266,","-0.32436943,",0.25350907,-,fall,forward,lying,-,(angular,velocity).
"887137657000,","0.19211712,","-0.36285394,",0.25992316,-,fall,forward,lying,-,(angular,velocity).
"887143387000,","0.26267207,","-0.38606682,",0.25381452,-,fall,forward,lying,-,(angular,velocity).
"887147615000,","0.30909783,","-0.39584067,",0.25045475,-,fall,forward,lying,-,(angular,velocity).
"887152602000,","0.34972036,","-0.408058,",0.25045475,-,fall,forward,lying,-,(angular,velocity).
"887157604000,","0.37201694,","-0.41355577,",0.25473082,-,fall,forward,lying,-,(angular,velocity).
"887162653000,","0.3827071,","-0.41996986,",0.24831672,-,fall,forward,lying,-,(angular,velocity).
"887167680000,","0.3811799,","-0.42302418,",0.23182335,-,fall,forward,lying,-,(angular,velocity).
"887172632000,","0.37995818,","-0.42546764,",0.22815818,-,fall,forward,lying,-,(angular,velocity).
"887177687000,","0.3753767,","-0.41874814,",0.21960606,-,fall,forward,lying,-,(angular,velocity).
"887182605000,","0.35277468,","-0.41508293,",0.20769419,-,fall,forward,lying,-,(angular,velocity).
"887187696000,","0.3371976,","-0.41263947,",0.19425514,-,fall,forward,lying,-,(angular,velocity).
"887192819000,","0.30298916,","-0.38698313,",0.18570304,-,fall,forward,lying,-,(angular,velocity).
"887197615000,","0.26083946,","-0.35430184,",0.18509217,-,fall,forward,lying,-,(angular,velocity).
"887202577000,","0.21868975,","-0.30787608,",0.18692477,-,fall,forward,lying,-,(angular,velocity).
"887207627000,","0.17745635,","-0.26236662,",0.1908954,-,fall,forward,lying,-,(angular,velocity).
"887213533000,","0.13255776,","-0.22449298,",0.19914207,-,fall,forward,lying,-,(angular,velocity).
"887217704000,","0.098043874,","-0.19058995,",0.20891592,-,fall,forward,lying,-,(angular,velocity).
"887222675000,","0.053450707,","-0.15851954,",0.21533,-,fall,forward,lying,-,(angular,velocity).
"887227651000,","0.017715093,","-0.12767084,",0.20616703,-,fall,forward,lying,-,(angular,velocity).
"887232626000,","-0.002443461,","-0.094989546,",0.18661933,-,fall,forward,lying,-,(angular,velocity).
"887237768000,","-0.04062254,","-0.06566802,",0.16890424,-,fall,forward,lying,-,(angular,velocity).
"887242698000,","-0.059864793,","-0.042455133,",0.14446963,-,fall,forward,lying,-,(angular,velocity).
"887247727000,","-0.08460484,","-0.02443461,",0.12583824,-,fall,forward,lying,-,(angular,velocity).
"887252667000,","-0.1020145,","-0.025045475,",0.118202426,-,fall,forward,lying,-,(angular,velocity).
"887257616000,","-0.11178834,","-0.030848695,",0.10629055,-,fall,forward,lying,-,(angular,velocity).
"887262678000,","-0.13164146,","-0.036957346,",0.081855945,-,fall,forward,lying,-,(angular,velocity).
"887267854000,","-0.14202617,","-0.02076942,",0.062002823,-,fall,forward,lying,-,(angular,velocity).
"887272667000,","-0.1459968,","-0.0015271631,",0.050396383,-,fall,forward,lying,-,(angular,velocity).
"887277610000,","-0.15607607,","0.025961773,",0.01985312,-,fall,forward,lying,-,(angular,velocity).
"887283148000,","-0.17989981,","0.05009095,",-0.022907447,-,fall,forward,lying,-,(angular,velocity).
"887287652000,","-0.20708331,","0.074830994,",-0.03848451,-,fall,forward,lying,-,(angular,velocity).
"887292785000,","-0.2144137,","0.1020145,",-0.08093964,-,fall,forward,lying,-,(angular,velocity).
"887297621000,","-0.2406809,","0.129198,",-0.11881329,-,fall,forward,lying,-,(angular,velocity).
"887302604000,","-0.2669481,","0.14721853,",-0.14630222,-,fall,forward,lying,-,(angular,velocity).
"887307587000,","-0.2950479,","0.15821409,",-0.17440203,-,fall,forward,lying,-,(angular,velocity).
"887312663000,","-0.31215215,","0.17165314,",-0.20066923,-,fall,forward,lying,-,(angular,velocity).
"887317628000,","-0.33933565,","0.18081611,",-0.22266038,-,fall,forward,lying,-,(angular,velocity).
"887322621000,","-0.3555236,","0.18081611,",-0.23854288,-,fall,forward,lying,-,(angular,velocity).
"887327668000,","-0.36041048,","0.18142697,",-0.2443461,-,fall,forward,lying,-,(angular,velocity).
"887332609000,","-0.36132678,","0.17562376,",-0.24098633,-,fall,forward,lying,-,(angular,velocity).
"887337653000,","-0.34208453,","0.17073683,",-0.23060162,-,fall,forward,lying,-,(angular,velocity).
"887342622000,","-0.32467487,","0.15699236,",-0.21227567,-,fall,forward,lying,-,(angular,velocity).
"887347618000,","-0.3005457,","0.15515977,",-0.18478674,-,fall,forward,lying,-,(angular,velocity).
"887352788000,","-0.26725355,","0.13500121,",-0.16554448,-,fall,forward,lying,-,(angular,velocity).
"887357609000,","-0.22876903,","0.11178834,",-0.12736541,-,fall,forward,lying,-,(angular,velocity).
"887362701000,","-0.19639318,","0.10415252,",-0.099265605,-,fall,forward,lying,-,(angular,velocity).
"887367640000,","-0.15302174,","0.09773844,",-0.09315695,-,fall,forward,lying,-,(angular,velocity).
"887372590000,","-0.13530666,","0.07819075,",-0.059864793,-,fall,forward,lying,-,(angular,velocity).
"887377676000,","-0.09407325,","0.063224554,",-0.04153884,-,fall,forward,lying,-,(angular,velocity).
"887382625000,","-0.056199603,","0.06078109,",-0.011911872,-,fall,forward,lying,-,(angular,velocity).
"887387629000,","-0.03573562,","0.052534413,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"887392632000,","-0.01282817,","0.04642576,",0.026267206,-,fall,forward,lying,-,(angular,velocity).
"887397648000,","0.013744468,","0.038789943,",0.048258353,-,fall,forward,lying,-,(angular,velocity).
"887402610000,","0.036651913,","0.026572637,",0.06780604,-,fall,forward,lying,-,(angular,velocity).
"887407574000,","0.04886922,","0.01282817,",0.08674286,-,fall,forward,lying,-,(angular,velocity).
"887412680000,","0.058948494,","-0.0036651916,",0.0983493,-,fall,forward,lying,-,(angular,velocity).
"887417655000,","0.07880162,","-0.0290161,",0.10873401,-,fall,forward,lying,-,(angular,velocity).
"887422592000,","0.09132435,","-0.03176499,",0.12217305,-,fall,forward,lying,-,(angular,velocity).
"887427608000,","0.09285152,","-0.043982297,",0.12889257,-,fall,forward,lying,-,(angular,velocity).
"887432643000,","0.102319926,","-0.04428773,",0.13103059,-,fall,forward,lying,-,(angular,velocity).
"887437686000,","0.099265605,","-0.03848451,",0.11789699,-,fall,forward,lying,-,(angular,velocity).
"887442644000,","0.11026118,","-0.03634648,",0.11178834,-,fall,forward,lying,-,(angular,velocity).
"887447627000,","0.1142318,","-0.014660766,",0.096516706,-,fall,forward,lying,-,(angular,velocity).
"887452601000,","0.10720685,","-0.0018325958,",0.08246681,-,fall,forward,lying,-,(angular,velocity).
"887457607000,","0.1160644,","-0.0015271631,",0.0693332,-,fall,forward,lying,-,(angular,velocity).
"887462648000,","0.10995574,","0.004276057,",0.056505036,-,fall,forward,lying,-,(angular,velocity).
"887468359000,","0.101098195,","0.0106901415,",0.036957346,-,fall,forward,lying,-,(angular,velocity).
"887472637000,","0.10445796,","0.005497787,",0.0125227375,-,fall,forward,lying,-,(angular,velocity).
"887477610000,","0.08368854,","-0.0021380284,",-0.0125227375,-,fall,forward,lying,-,(angular,velocity).
"887482600000,","0.076358154,","-0.014049901,",-0.030543262,-,fall,forward,lying,-,(angular,velocity).
"887487666000,","0.05955936,","-0.019242255,",-0.04642576,-,fall,forward,lying,-,(angular,velocity).
"887492678000,","0.03604105,","-0.019242255,",-0.06688975,-,fall,forward,lying,-,(angular,velocity).
"887497692000,","0.022907447,","0.013439035,",-0.076052725,-,fall,forward,lying,-,(angular,velocity).
"887502681000,","0.008857546,","0.028710667,",-0.10476339,-,fall,forward,lying,-,(angular,velocity).
"887507608000,","-0.016798794,","0.039095376,",-0.115453534,-,fall,forward,lying,-,(angular,velocity).
"887512713000,","-0.036957346,","0.05467244,",-0.124311075,-,fall,forward,lying,-,(angular,velocity).
"887517634000,","-0.05222898,","0.061391957,",-0.14538592,-,fall,forward,lying,-,(angular,velocity).
"887522621000,","-0.049785517,","0.080634214,",-0.14813483,-,fall,forward,lying,-,(angular,velocity).
"887527620000,","-0.06658431,","0.081855945,",-0.16126843,-,fall,forward,lying,-,(angular,velocity).
"887532594000,","-0.079107046,","0.0870483,",-0.1685988,-,fall,forward,lying,-,(angular,velocity).
"887538534000,","-0.08674286,","0.08307768,",-0.17470746,-,fall,forward,lying,-,(angular,velocity).
"887542635000,","-0.0852157,","0.07391469,",-0.17104226,-,fall,forward,lying,-,(angular,velocity).
"887547596000,","-0.08979719,","0.06811147,",-0.16126843,-,fall,forward,lying,-,(angular,velocity).
"887552607000,","-0.09254608,","0.06811147,",-0.15577064,-,fall,forward,lying,-,(angular,velocity).
"887557572000,","-0.08124508,","0.05681047,",-0.15760323,-,fall,forward,lying,-,(angular,velocity).
"887562740000,","-0.08246681,","0.07086037,",-0.14905111,-,fall,forward,lying,-,(angular,velocity).
"887567619000,","-0.07666359,","0.07544186,",-0.13469578,-,fall,forward,lying,-,(angular,velocity).
"887572628000,","-0.071776666,","0.0852157,",-0.12461651,-,fall,forward,lying,-,(angular,velocity).
"887577996000,","-0.058948494,","0.09285152,",-0.09896017,-,fall,forward,lying,-,(angular,velocity).
"887582603000,","-0.04886922,","0.09621128,",-0.08093964,-,fall,forward,lying,-,(angular,velocity).
"887587661000,","-0.0421497,","0.07147124,",-0.06383542,-,fall,forward,lying,-,(angular,velocity).
"887592645000,","-0.02107485,","0.05955936,",-0.04520403,-,fall,forward,lying,-,(angular,velocity).
"887597651000,","-0.025045475,","0.033292156,",-0.025350908,-,fall,forward,lying,-,(angular,velocity).
"887602611000,","-0.013439035,","0.014660766,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"887608167000,","-0.0030543262,","0.004886922,",0.014660766,-,fall,forward,lying,-,(angular,velocity).
"887612642000,","0.010079277,","0.007941248,",0.03268129,-,fall,forward,lying,-,(angular,velocity).
"887617674000,","0.007330383,","-0.0033597588,",0.046120327,-,fall,forward,lying,-,(angular,velocity).
"887626476000,","0.019242255,","-0.007330383,",0.0571159,-,fall,forward,lying,-,(angular,velocity).
"887627642000,","0.025961773,","-0.0067195175,",0.057421334,-,fall,forward,lying,-,(angular,velocity).
"887632667000,","0.022296581,","0.0012217305,",0.062002823,-,fall,forward,lying,-,(angular,velocity).
"887637642000,","0.024740042,","0.0018325958,",0.0571159,-,fall,forward,lying,-,(angular,velocity).
"887642698000,","0.03268129,","-0.004581489,",0.056505036,-,fall,forward,lying,-,(angular,velocity).
"887647687000,","0.03848451,","-0.0030543262,",0.05375614,-,fall,forward,lying,-,(angular,velocity).
"887652525000,","0.04886922,","0.0012217305,",0.04886922,-,fall,forward,lying,-,(angular,velocity).
"887657514000,","0.05589417,","0.005192355,",0.040927973,-,fall,forward,lying,-,(angular,velocity).
"887662512000,","0.053145275,","0.0027488936,",0.03268129,-,fall,forward,lying,-,(angular,velocity).
