#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#datetime:,05/07/2013,10:44:31,0.021685716,-,fall,forward,lying,-,(angular,velocity).
##########################################,"0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#activity:,10,-,fol,-,fall,forward,lying,-,10s,velocity).
#subject,id:,10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#first,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#last,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#age:,26,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#height(cm):,170,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#weight(kg):,90,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#gender:,female,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
"752882910000,","-0.099571034,","0.17073683,",-0.26083946,-,fall,forward,lying,-,(angular,velocity).
"752887999000,","-0.096516706,","0.17806722,",-0.26542094,-,fall,forward,lying,-,(angular,velocity).
"752893368000,","-0.08399397,","0.19975294,",-0.26358834,-,fall,forward,lying,-,(angular,velocity).
"752897951000,","-0.08002335,","0.21838433,",-0.26389378,-,fall,forward,lying,-,(angular,velocity).
"752903628000,","-0.07727446,","0.23273966,",-0.26450464,-,fall,forward,lying,-,(angular,velocity).
"752907941000,","-0.07360926,","0.24740042,",-0.26389378,-,fall,forward,lying,-,(angular,velocity).
"752912974000,","-0.0711658,","0.25411993,",-0.26511553,-,fall,forward,lying,-,(angular,velocity).
"752917955000,","-0.06536258,","0.25992316,",-0.25961772,-,fall,forward,lying,-,(angular,velocity).
"752922982000,","-0.059864793,","0.2764165,",-0.25442538,-,fall,forward,lying,-,(angular,velocity).
"752927943000,","-0.043066,","0.2828306,",-0.25625798,-,fall,forward,lying,-,(angular,velocity).
"752932935000,","-0.032986723,","0.2782491,",-0.24770586,-,fall,forward,lying,-,(angular,velocity).
"752938091000,","-0.0033597588,","0.27000242,",-0.2312125,-,fall,forward,lying,-,(angular,velocity).
"752942972000,","0.01985312,","0.27305678,",-0.22693644,-,fall,forward,lying,-,(angular,velocity).
"752948071000,","0.03604105,","0.26542094,",-0.22388211,-,fall,forward,lying,-,(angular,velocity).
"752952946000,","0.06566802,","0.25717425,",-0.19517145,-,fall,forward,lying,-,(angular,velocity).
"752957935000,","0.089186326,","0.24007004,",-0.17654006,-,fall,forward,lying,-,(angular,velocity).
"752963008000,","0.116675265,","0.24831672,",-0.15515977,-,fall,forward,lying,-,(angular,velocity).
"752967965000,","0.1459968,","0.26389378,",-0.12339478,-,fall,forward,lying,-,(angular,velocity).
"752973912000,","0.15974127,","0.28924468,",-0.06078109,-,fall,forward,lying,-,(angular,velocity).
"752977969000,","0.18203785,","0.32589662,",-0.038179077,-,fall,forward,lying,-,(angular,velocity).
"752982934000,","0.17654006,","0.36651915,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"752988392000,","0.17715092,","0.40866885,",0.030543262,-,fall,forward,lying,-,(angular,velocity).
"752992969000,","0.17745635,","0.44257188,",0.043982297,-,fall,forward,lying,-,(angular,velocity).
"752998301000,","0.14385876,","0.47678033,",0.049480084,-,fall,forward,lying,-,(angular,velocity).
"753002945000,","0.10567969,","0.50488013,",0.038789943,-,fall,forward,lying,-,(angular,velocity).
"753007941000,","0.06658431,","0.49510628,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"753013007000,","0.015882496,","0.49602258,",-0.047647487,-,fall,forward,lying,-,(angular,velocity).
"753017974000,","-0.023823744,","0.46975538,",-0.099265605,-,fall,forward,lying,-,(angular,velocity).
"753023022000,","-0.057421334,","0.4392121,",-0.15699236,-,fall,forward,lying,-,(angular,velocity).
"753027949000,","-0.089491755,","0.41538838,",-0.21074851,-,fall,forward,lying,-,(angular,velocity).
"753032936000,","-0.12461651,","0.40439278,",-0.26145032,-,fall,forward,lying,-,(angular,velocity).
"753038009000,","-0.13622294,","0.364992,",-0.28069258,-,fall,forward,lying,-,(angular,velocity).
"753043381000,","-0.13439035,","0.3408628,",-0.33505958,-,fall,forward,lying,-,(angular,velocity).
"753047952000,","-0.122783914,","0.3295618,",-0.3436117,-,fall,forward,lying,-,(angular,velocity).
"753053056000,","-0.1151481,","0.32253686,",-0.364992,-,fall,forward,lying,-,(angular,velocity).
"753057938000,","-0.089186326,","0.34269542,",-0.39675698,-,fall,forward,lying,-,(angular,velocity).
"753062989000,","-0.06383542,","0.35216382,",-0.41325033,-,fall,forward,lying,-,(angular,velocity).
"753067962000,","-0.03634648,","0.35918877,",-0.44593164,-,fall,forward,lying,-,(angular,velocity).
"753072956000,","-0.0061086523,","0.3622431,",-0.45204028,-,fall,forward,lying,-,(angular,velocity).
"753077944000,","0.01740966,","0.3549127,",-0.45906523,-,fall,forward,lying,-,(angular,velocity).
"753082939000,","0.050701816,","0.34972036,",-0.46120325,-,fall,forward,lying,-,(angular,velocity).
"753088001000,","0.0888809,","0.33108896,",-0.45998153,-,fall,forward,lying,-,(angular,velocity).
"753092976000,","0.101098195,","0.30818152,",-0.44868052,-,fall,forward,lying,-,(angular,velocity).
"753097928000,","0.11636983,","0.30695978,",-0.43799037,-,fall,forward,lying,-,(angular,velocity).
"753102946000,","0.11056661,","0.3118467,",-0.41233405,-,fall,forward,lying,-,(angular,velocity).
"753107944000,","0.089186326,","0.3182608,",-0.3915646,-,fall,forward,lying,-,(angular,velocity).
"753113200000,","0.042760566,","0.33292156,",-0.38056904,-,fall,forward,lying,-,(angular,velocity).
"753118005000,","-0.014049901,","0.3390302,",-0.36926803,-,fall,forward,lying,-,(angular,velocity).
"753122944000,","-0.07971791,","0.33383787,",-0.38423425,-,fall,forward,lying,-,(angular,velocity).
"753127956000,","-0.13958271,","0.3387248,",-0.40194935,-,fall,forward,lying,-,(angular,velocity).
"753133057000,","-0.20922135,","0.34422258,",-0.43004912,-,fall,forward,lying,-,(angular,velocity).
"753138008000,","-0.2657264,","0.3555236,",-0.44012842,-,fall,forward,lying,-,(angular,velocity).
"753143038000,","-0.28924468,","0.37965274,",-0.45265114,-,fall,forward,lying,-,(angular,velocity).
"753147989000,","-0.321926,","0.40439278,",-0.464563,-,fall,forward,lying,-,(angular,velocity).
"753152997000,","-0.3436117,","0.41722095,",-0.46883908,-,fall,forward,lying,-,(angular,velocity).
"753159007000,","-0.35460728,","0.44440445,",-0.47128254,-,fall,forward,lying,-,(angular,velocity).
"753162973000,","-0.3417791,","0.47555858,",-0.46975538,-,fall,forward,lying,-,(angular,velocity).
"753167963000,","-0.32467487,","0.48655418,",-0.4269948,-,fall,forward,lying,-,(angular,velocity).
"753172993000,","-0.30268374,","0.49877146,",-0.3915646,-,fall,forward,lying,-,(angular,velocity).
"753178160000,","-0.26847526,","0.5137377,",-0.35002577,-,fall,forward,lying,-,(angular,velocity).
"753182989000,","-0.21594086,","0.5235115,",-0.31612277,-,fall,forward,lying,-,(angular,velocity).
"753187941000,","-0.15027285,","0.56169057,",-0.29993483,-,fall,forward,lying,-,(angular,velocity).
"753192998000,","-0.08277224,","0.64934975,",-0.2761111,-,fall,forward,lying,-,(angular,velocity).
"753198014000,","-0.039095376,","0.75411314,",-0.26389378,-,fall,forward,lying,-,(angular,velocity).
"753202854000,","-3.0543262e-4,","0.895223,",-0.23823744,-,fall,forward,lying,-,(angular,velocity).
"753207839000,","0.02321288,","1.0424415,",-0.21960606,-,fall,forward,lying,-,(angular,velocity).
"753212863000,","0.047647487,","1.1780536,",-0.22082779,-,fall,forward,lying,-,(angular,velocity).
"753217860000,","0.049785517,","1.2269229,",-0.23518312,-,fall,forward,lying,-,(angular,velocity).
"753222838000,","0.03359759,","1.187522,",-0.24587326,-,fall,forward,lying,-,(angular,velocity).
"753228094000,","-0.014966198,","1.1392636,",-0.23945917,-,fall,forward,lying,-,(angular,velocity).
"753232836000,","-0.05131268,","1.0253373,",-0.23335053,-,fall,forward,lying,-,(angular,velocity).
"753237929000,","-0.10751228,","0.91354895,",-0.20861048,-,fall,forward,lying,-,(angular,velocity).
"753242895000,","-0.19120082,","0.7910705,",-0.17470746,-,fall,forward,lying,-,(angular,velocity).
"753247868000,","-0.23273966,","0.6927212,",-0.15699236,-,fall,forward,lying,-,(angular,velocity).
"753252867000,","-0.26206118,","0.6209445,",-0.15668693,-,fall,forward,lying,-,(angular,velocity).
"753257899000,","-0.23060162,","0.59773165,",-0.17379116,-,fall,forward,lying,-,(angular,velocity).
"753262919000,","-0.16371189,","0.5870415,",-0.2012801,-,fall,forward,lying,-,(angular,velocity).
"753267905000,","-0.06536258,","0.59559363,",-0.24617869,-,fall,forward,lying,-,(angular,velocity).
"753272854000,","0.06627888,","0.6035349,",-0.2855795,-,fall,forward,lying,-,(angular,velocity).
"753277881000,","0.19517145,","0.6059783,",-0.3277292,-,fall,forward,lying,-,(angular,velocity).
"753282868000,","0.31245756,","0.60048056,",-0.37384954,-,fall,forward,lying,-,(angular,velocity).
"753287926000,","0.41630468,","0.59437186,",-0.39767328,-,fall,forward,lying,-,(angular,velocity).
"753292899000,","0.48288897,","0.57910025,",-0.42180246,-,fall,forward,lying,-,(angular,velocity).
"753297857000,","0.50701815,","0.58246,",-0.4569272,-,fall,forward,lying,-,(angular,velocity).
"753302873000,","0.5045747,","0.5897904,",-0.47769663,-,fall,forward,lying,-,(angular,velocity).
"753307910000,","0.4859433,","0.5900958,",-0.49754974,-,fall,forward,lying,-,(angular,velocity).
"753312934000,","0.44593164,","0.5910121,",-0.5036584,-,fall,forward,lying,-,(angular,velocity).
"753317937000,","0.3998113,","0.5821546,",-0.50488013,-,fall,forward,lying,-,(angular,velocity).
"753322924000,","0.3378085,","0.55833083,",-0.5002986,-,fall,forward,lying,-,(angular,velocity).
"753327904000,","0.28496864,","0.54428095,",-0.49938235,-,fall,forward,lying,-,(angular,velocity).
"753332915000,","0.26267207,","0.49938235,",-0.49571714,-,fall,forward,lying,-,(angular,velocity).
"753337993000,","0.2321288,","0.4428773,",-0.48197266,-,fall,forward,lying,-,(angular,velocity).
"753342934000,","0.2098322,","0.3885103,",-0.4804455,-,fall,forward,lying,-,(angular,velocity).
"753347922000,","0.20677789,","0.30451632,",-0.46944994,-,fall,forward,lying,-,(angular,velocity).
"753352900000,","0.19700404,","0.21410827,",-0.46883908,-,fall,forward,lying,-,(angular,velocity).
"753357994000,","0.18845193,","0.1133155,",-0.4633413,-,fall,forward,lying,-,(angular,velocity).
"753362946000,","0.17989981,","-0.0012217305,",-0.45875978,-,fall,forward,lying,-,(angular,velocity).
"753367969000,","0.16584991,","-0.10720685,",-0.44684792,-,fall,forward,lying,-,(angular,velocity).
"753372933000,","0.1563815,","-0.21502456,",-0.42363504,-,fall,forward,lying,-,(angular,velocity).
"753378015000,","0.13530666,","-0.3191771,",-0.42119157,-,fall,forward,lying,-,(angular,velocity).
"753382964000,","0.092240654,","-0.39950588,",-0.41783184,-,fall,forward,lying,-,(angular,velocity).
"753387944000,","0.064751714,","-0.45631635,",-0.40408736,-,fall,forward,lying,-,(angular,velocity).
"753393156000,","0.051923547,","-0.47952923,",-0.3903429,-,fall,forward,lying,-,(angular,velocity).
"753397971000,","0.027794369,","-0.49693888,",-0.37782016,-,fall,forward,lying,-,(angular,velocity).
"753402949000,","0.016798794,","-0.47952923,",-0.36132678,-,fall,forward,lying,-,(angular,velocity).
"753407958000,","0.010995574,","-0.43860126,",-0.3436117,-,fall,forward,lying,-,(angular,velocity).
"753413011000,","0.008857546,","-0.40653083,",-0.31764993,-,fall,forward,lying,-,(angular,velocity).
"753418028000,","0.0125227375,","-0.34697145,",-0.29840767,-,fall,forward,lying,-,(angular,velocity).
"753423008000,","0.027183503,","-0.269697,",-0.28680122,-,fall,forward,lying,-,(angular,velocity).
"753427972000,","0.06688975,","-0.2510656,",-0.27214047,-,fall,forward,lying,-,(angular,velocity).
"753432959000,","0.079107046,","-0.20433442,",-0.25992316,-,fall,forward,lying,-,(angular,velocity).
"753438260000,","0.11789699,","-0.15790866,",-0.267559,-,fall,forward,lying,-,(angular,velocity).
"753443023000,","0.15882497,","-0.12705997,",-0.2724459,-,fall,forward,lying,-,(angular,velocity).
"753448042000,","0.204029,","-0.10048734,",-0.2843578,-,fall,forward,lying,-,(angular,velocity).
"753453010000,","0.24281894,","-0.08552113,",-0.29871312,-,fall,forward,lying,-,(angular,velocity).
"753457944000,","0.2773328,","-0.06872234,",-0.32498032,-,fall,forward,lying,-,(angular,velocity).
"753463083000,","0.312763,","-0.058337633,",-0.3585779,-,fall,forward,lying,-,(angular,velocity).
"753467964000,","0.35643986,","-0.03848451,",-0.4156938,-,fall,forward,lying,-,(angular,velocity).
"753472957000,","0.38515055,","-0.032070424,",-0.44868052,-,fall,forward,lying,-,(angular,velocity).
"753478006000,","0.39858958,","-0.01740966,",-0.5021312,-,fall,forward,lying,-,(angular,velocity).
"753482904000,","0.40378192,","-0.008552114,",-0.5311473,-,fall,forward,lying,-,(angular,velocity).
"753488008000,","0.44593164,","-0.022907447,",-0.5662721,-,fall,forward,lying,-,(angular,velocity).
"753492975000,","0.4538729,","-0.045814894,",-0.59223384,-,fall,forward,lying,-,(angular,velocity).
"753497999000,","0.4016439,","-0.105374254,",-0.6065892,-,fall,forward,lying,-,(angular,velocity).
"753502939000,","0.30787608,","-0.17012598,",-0.6407976,-,fall,forward,lying,-,(angular,velocity).
"753507916000,","0.19333886,","-0.3268129,",-0.6774496,-,fall,forward,lying,-,(angular,velocity).
"753512989000,","0.112704635,","-0.45142943,",-0.72387534,-,fall,forward,lying,-,(angular,velocity).
"753518424000,","3.0543262e-4,","-0.5009095,",-0.7993172,-,fall,forward,lying,-,(angular,velocity).
"753523012000,","-0.119729586,","-0.52931476,",-0.82802784,-,fall,forward,lying,-,(angular,velocity).
"753528000000,","-0.2843578,","-0.5467244,",-0.85062987,-,fall,forward,lying,-,(angular,velocity).
"753532955000,","-0.36560285,","-0.57848936,",-0.915687,-,fall,forward,lying,-,(angular,velocity).
"753537985000,","-0.51893,","-0.61391956,",-0.9636399,-,fall,forward,lying,-,(angular,velocity).
"753542973000,","-0.6747007,","-0.6227771,",-1.0189233,-,fall,forward,lying,-,(angular,velocity).
"753548044000,","-0.81581056,","-0.63163465,",-1.0677924,-,fall,forward,lying,-,(angular,velocity).
"753553250000,","-0.93034774,","-0.6026186,",-1.1276573,-,fall,forward,lying,-,(angular,velocity).
"753557872000,","-1.0595458,","-0.5876524,",-1.1753048,-,fall,forward,lying,-,(angular,velocity).
"753562911000,","-1.1743884,","-0.56779927,",-1.239751,-,fall,forward,lying,-,(angular,velocity).
"753567860000,","-1.2999213,","-0.56016344,",-1.2910637,-,fall,forward,lying,-,(angular,velocity).
"753572833000,","-1.426065,","-0.5500842,",-1.3646729,-,fall,forward,lying,-,(angular,velocity).
"753577842000,","-1.5460999,","-0.5375614,",-1.425454,-,fall,forward,lying,-,(angular,velocity).
"753582838000,","-1.6514742,","-0.5216789,",-1.4785993,-,fall,forward,lying,-,(angular,velocity).
"753587985000,","-1.7455474,","-0.5149594,",-1.5384641,-,fall,forward,lying,-,(angular,velocity).
"753592910000,","-1.8289305,","-0.5015204,",-1.6019942,-,fall,forward,lying,-,(angular,velocity).
"753597849000,","-1.8768835,","-0.46700647,",-1.6481144,-,fall,forward,lying,-,(angular,velocity).
"753602860000,","-1.9321668,","-0.41996986,",-1.7085901,-,fall,forward,lying,-,(angular,velocity).
"753607882000,","-1.9825631,","-0.3753767,",-1.781283,-,fall,forward,lying,-,(angular,velocity).
"753612950000,","-2.0402899,","-0.32986724,",-1.8490891,-,fall,forward,lying,-,(angular,velocity).
"753617919000,","-2.0943515,","-0.28710666,",-1.924531,-,fall,forward,lying,-,(angular,velocity).
"753622920000,","-2.1316142,","-0.27091873,",-1.9837849,-,fall,forward,lying,-,(angular,velocity).
"753627878000,","-2.165212,","-0.23854288,",-2.0207422,-,fall,forward,lying,-,(angular,velocity).
"753632888000,","-2.1991148,","-0.21288654,",-2.0748038,-,fall,forward,lying,-,(angular,velocity).
"753637951000,","-2.245846,","-0.19242255,",-2.1303926,-,fall,forward,lying,-,(angular,velocity).
"753642902000,","-2.291661,","-0.18387043,",-2.1774292,-,fall,forward,lying,-,(angular,velocity).
"753647886000,","-2.3295345,","-0.17379116,",-2.2244658,-,fall,forward,lying,-,(angular,velocity).
"753652930000,","-2.3652701,","-0.17287487,",-2.2660046,-,fall,forward,lying,-,(angular,velocity).
"753657944000,","-2.3970351,","-0.17623462,",-2.302962,-,fall,forward,lying,-,(angular,velocity).
"753663008000,","-2.4336872,","-0.20097467,",-2.323426,-,fall,forward,lying,-,(angular,velocity).
"753667972000,","-2.4565945,","-0.22357668,",-2.3554964,-,fall,forward,lying,-,(angular,velocity).
"753672982000,","-2.484389,","-0.24709499,",-2.3872614,-,fall,forward,lying,-,(angular,velocity).
"753677948000,","-2.511267,","-0.27275133,",-2.3900104,-,fall,forward,lying,-,(angular,velocity).
"753682938000,","-2.5433373,","-0.30451632,",-2.3918428,-,fall,forward,lying,-,(angular,velocity).
"753688004000,","-2.5772405,","-0.31795537,",-2.3866506,-,fall,forward,lying,-,(angular,velocity).
"753693645000,","-2.6108382,","-0.3359759,",-2.3823745,-,fall,forward,lying,-,(angular,velocity).
"753697915000,","-2.6429086,","-0.3463606,",-2.379931,-,fall,forward,lying,-,(angular,velocity).
"753702945000,","-2.6774223,","-0.34666604,",-2.3741279,-,fall,forward,lying,-,(angular,velocity).
"753707912000,","-2.7143798,","-0.34269542,",-2.3753495,-,fall,forward,lying,-,(angular,velocity).
"753713022000,","-2.7733283,","-0.3390302,",-2.3759604,-,fall,forward,lying,-,(angular,velocity).
"753718045000,","-2.8316658,","-0.33567044,",-2.3759604,-,fall,forward,lying,-,(angular,velocity).
"753722968000,","-2.886949,","-0.32803464,",-2.3759604,-,fall,forward,lying,-,(angular,velocity).
"753727988000,","-2.9177978,","-0.30573806,",-2.3744333,-,fall,forward,lying,-,(angular,velocity).
"753732949000,","-2.9825497,","-0.2782491,",-2.3787093,-,fall,forward,lying,-,(angular,velocity).
"753737945000,","-3.0399709,","-0.22510384,",-2.3732114,-,fall,forward,lying,-,(angular,velocity).
"753742966000,","-3.112053,","-0.1600467,",-2.3631322,-,fall,forward,lying,-,(angular,velocity).
"753747997000,","-3.186273,","-0.09560041,",-2.3527474,-,fall,forward,lying,-,(angular,velocity).
"753752951000,","-3.2436945,","-0.015882496,",-2.3451116,-,fall,forward,lying,-,(angular,velocity).
"753757936000,","-3.2840116,","0.07269296,",-2.3386977,-,fall,forward,lying,-,(angular,velocity).
"753763379000,","-3.3487632,","0.16310102,",-2.332589,-,fall,forward,lying,-,(angular,velocity).
"753768112000,","-3.3912184,","0.24801129,",-2.31915,-,fall,forward,lying,-,(angular,velocity).
"753772943000,","-3.4321463,","0.32650748,",-2.3026567,-,fall,forward,lying,-,(angular,velocity).
"753777999000,","-3.4666603,","0.3943135,",-2.273335,-,fall,forward,lying,-,(angular,velocity).
"753782909000,","-3.4923167,","0.44684792,",-2.2284365,-,fall,forward,lying,-,(angular,velocity).
"753788005000,","-3.510337,","0.5006041,",-2.1740694,-,fall,forward,lying,-,(angular,velocity).
"753792995000,","-3.520722,","0.5500842,",-2.0998492,-,fall,forward,lying,-,(angular,velocity).
"753798010000,","-3.544851,","0.636827,",-2.03693,-,fall,forward,lying,-,(angular,velocity).
"753802965000,","-3.5924985,","0.76052725,",-1.9819523,-,fall,forward,lying,-,(angular,velocity).
"753807972000,","-3.6483927,","0.9092729,",-1.921782,-,fall,forward,lying,-,(angular,velocity).
"753813021000,","-3.7259727,","1.0509937,",-1.8643607,-,fall,forward,lying,-,(angular,velocity).
"753818004000,","-3.7617083,","1.1184943,",-1.7760907,-,fall,forward,lying,-,(angular,velocity).
"753823014000,","-3.774231,","1.2730432,",-1.7461584,-,fall,forward,lying,-,(angular,velocity).
"753828000000,","-3.7604864,","1.4553864,",-1.6872098,-,fall,forward,lying,-,(angular,velocity).
"753833008000,","-3.7174203,","1.6380352,",-1.6655241,-,fall,forward,lying,-,(angular,velocity).
"753837950000,","-3.6758816,","1.8295414,",-1.6264287,-,fall,forward,lying,-,(angular,velocity).
"753843171000,","-3.6285396,","2.043955,",-1.4489723,-,fall,forward,lying,-,(angular,velocity).
"753847923000,","-3.651447,","2.2687535,",-1.2464706,-,fall,forward,lying,-,(angular,velocity).
"753852969000,","-3.7125335,","2.4107797,",-1.0589349,-,fall,forward,lying,-,(angular,velocity).
"753857914000,","-3.755294,","2.5094345,",-0.6600399,-,fall,forward,lying,-,(angular,velocity).
"753863005000,","-3.8380663,","2.486527,",-0.24862215,-,fall,forward,lying,-,(angular,velocity).
"753868050000,","-3.8200457,","2.3057108,",0.092240654,-,fall,forward,lying,-,(angular,velocity).
"753872953000,","-3.6572502,","2.01555,",0.3998113,-,fall,forward,lying,-,(angular,velocity).
"753878811000,","-3.3774738,","1.6349808,",0.68844515,-,fall,forward,lying,-,(angular,velocity).
"753882978000,","-3.0042353,","1.1902709,",0.9419542,-,fall,forward,lying,-,(angular,velocity).
"753888091000,","-2.5787675,","0.72387534,",1.1801916,-,fall,forward,lying,-,(angular,velocity).
"753893413000,","-2.1502457,","0.26542094,",1.3860532,-,fall,forward,lying,-,(angular,velocity).
"753898112000,","-1.7498235,","-0.20463985,",1.5763378,-,fall,forward,lying,-,(angular,velocity).
"753903016000,","-1.4107933,","-0.72234815,",1.7574593,-,fall,forward,lying,-,(angular,velocity).
"753908074000,","-1.0910053,","-1.1777482,",1.9184223,-,fall,forward,lying,-,(angular,velocity).
"753913203000,","-0.82344633,","-1.6029104,",2.0598376,-,fall,forward,lying,-,(angular,velocity).
"753917983000,","-0.6056729,","-1.7971655,",2.1762075,-,fall,forward,lying,-,(angular,velocity).
"753923123000,","-0.5161811,","-2.1138992,",2.2296581,-,fall,forward,lying,-,(angular,velocity).
"753928102000,","-0.38362336,","-2.3099868,",2.2467623,-,fall,forward,lying,-,(angular,velocity).
"753932996000,","-0.31215215,","-2.4260514,",2.2418754,-,fall,forward,lying,-,(angular,velocity).
"753938034000,","-0.30543262,","-2.5723536,",2.08977,-,fall,forward,lying,-,(angular,velocity).
"753943046000,","-0.37720928,","-2.7824912,",1.7055358,-,fall,forward,lying,-,(angular,velocity).
"753949034000,","-0.48502702,","-2.977968,",0.7840455,-,fall,forward,lying,-,(angular,velocity).
"753952906000,","-0.768163,","-2.9675834,",0.41141775,-,fall,forward,lying,-,(angular,velocity).
"753957877000,","-0.89736104,","-2.831055,",-0.36774087,-,fall,forward,lying,-,(angular,velocity).
"753962959000,","-1.2351695,","-2.5167649,",-1.033584,-,fall,forward,lying,-,(angular,velocity).
"753967919000,","-1.7363845,","-2.1569653,",-1.4343116,-,fall,forward,lying,-,(angular,velocity).
"753972894000,","-2.5360072,","-1.7238617,",-1.6560557,-,fall,forward,lying,-,(angular,velocity).
"753977915000,","-3.794084,","-0.89949906,",-1.9144517,-,fall,forward,lying,-,(angular,velocity).
"753982868000,","-5.699678,","-0.1994475,",-2.5964828,-,fall,forward,lying,-,(angular,velocity).
"753987932000,","-7.1843863,","0.39492437,",-3.2168164,-,fall,forward,lying,-,(angular,velocity).
"753992885000,","-7.7485204,","0.9428705,",-3.2394185,-,fall,forward,lying,-,(angular,velocity).
"753997926000,","-7.33527,","1.1136073,",-2.9724703,-,fall,forward,lying,-,(angular,velocity).
"754002884000,","-5.3462925,","3.072652,",-2.9232957,-,fall,forward,lying,-,(angular,velocity).
"754007875000,","-3.2290337,","6.863071,",-3.5353825,-,fall,forward,lying,-,(angular,velocity).
"754012861000,","-2.8023443,","7.6733837,",-4.6459355,-,fall,forward,lying,-,(angular,velocity).
"754018017000,","-2.973692,","6.4431014,",-6.320928,-,fall,forward,lying,-,(angular,velocity).
"754023066000,","-3.03936,","3.4394767,",-7.2729616,-,fall,forward,lying,-,(angular,velocity).
"754027874000,","-1.8719965,","0.7498371,",-8.463233,-,fall,forward,lying,-,(angular,velocity).
"754032963000,","0.09621128,","0.14049901,",-4.02774,-,fall,forward,lying,-,(angular,velocity).
"754037875000,","4.3380594,","3.601356,",5.221065,-,fall,forward,lying,-,(angular,velocity).
"754042890000,","8.74087,","5.6850176,",7.5701475,-,fall,forward,lying,-,(angular,velocity).
"754047889000,","7.920173,","2.1114557,",4.504215,-,fall,forward,lying,-,(angular,velocity).
"754052837000,","5.6520305,","-2.1294763,",1.221425,-,fall,forward,lying,-,(angular,velocity).
"754057876000,","3.736968,","-4.87837,",-0.9841039,-,fall,forward,lying,-,(angular,velocity).
"754062836000,","2.3362541,","-5.8685822,",-2.20278,-,fall,forward,lying,-,(angular,velocity).
"754067872000,","1.2867876,","-5.456554,",-2.7006352,-,fall,forward,lying,-,(angular,velocity).
"754072854000,","0.5128214,","-4.5426993,",-2.8704557,-,fall,forward,lying,-,(angular,velocity).
"754077843000,","-0.080634214,","-3.4669657,",-2.9480357,-,fall,forward,lying,-,(angular,velocity).
"754082856000,","-0.44837508,","-2.133447,",-2.9486465,-,fall,forward,lying,-,(angular,velocity).
"754087847000,","-0.5458081,","-1.02717,",-2.9205468,-,fall,forward,lying,-,(angular,velocity).
"754092849000,","-0.4196644,","-0.20891592,",-2.900999,-,fall,forward,lying,-,(angular,velocity).
"754097826000,","-0.1432479,","0.3594942,",-2.87687,-,fall,forward,lying,-,(angular,velocity).
"754102822000,","0.122478485,","0.70707655,",-2.8631253,-,fall,forward,lying,-,(angular,velocity).
"754107828000,","0.31398472,","0.7974846,",-2.8166997,-,fall,forward,lying,-,(angular,velocity).
"754112926000,","0.4184427,","0.8713993,",-2.7217102,-,fall,forward,lying,-,(angular,velocity).
"754117837000,","0.43890667,","0.8213083,",-2.653904,-,fall,forward,lying,-,(angular,velocity).
"754122834000,","0.5109888,","0.62949663,",-2.5030203,-,fall,forward,lying,-,(angular,velocity).
"754127831000,","0.6243043,","0.27366763,",-2.2996023,-,fall,forward,lying,-,(angular,velocity).
"754132832000,","0.80939645,","-0.24281894,",-2.014939,-,fall,forward,lying,-,(angular,velocity).
"754137880000,","1.0512991,","-1.0412198,",-1.6621643,-,fall,forward,lying,-,(angular,velocity).
"754142880000,","1.3539828,","-2.1685717,",-1.2525792,-,fall,forward,lying,-,(angular,velocity).
"754147838000,","1.7073684,","-3.4929276,",-0.8078693,-,fall,forward,lying,-,(angular,velocity).
"754152827000,","1.996613,","-4.923574,",-0.43860126,-,fall,forward,lying,-,(angular,velocity).
"754157836000,","2.1661282,","-6.261063,",-0.15027285,-,fall,forward,lying,-,(angular,velocity).
"754162893000,","2.2146919,","-7.418958,",0.034513887,-,fall,forward,lying,-,(angular,velocity).
"754167838000,","2.1591032,","-8.380766,",0.087964594,-,fall,forward,lying,-,(angular,velocity).
"754172834000,","2.0470095,","-9.144652,",0.08582657,-,fall,forward,lying,-,(angular,velocity).
"754177826000,","1.8469511,","-9.750325,",0.026267206,-,fall,forward,lying,-,(angular,velocity).
"754182836000,","1.5861117,","10.002613,",-0.07238753,-,fall,forward,lying,-,(angular,velocity).
"754187895000,","1.2834278,","10.002308,",-0.17562376,-,fall,forward,lying,-,(angular,velocity).
"754192846000,","1.0729848,","-9.694431,",-0.61086524,-,fall,forward,lying,-,(angular,velocity).
"754197818000,","2.8808405,","-6.2564816,",-1.5775595,-,fall,forward,lying,-,(angular,velocity).
"754203614000,","4.4437394,","-2.716823,",-2.4947736,-,fall,forward,lying,-,(angular,velocity).
"754207881000,","3.7953057,","-1.536937,",-2.9608638,-,fall,forward,lying,-,(angular,velocity).
