#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","-8.485051,","1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
#datetime:,29/05/2013,15:47:41,4.3957543,-,sit,chair,-,(including,gravity).
##########################################,"-8.485051,","1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
#activity:,7,-,sch,-,sit,chair,-,6s,gravity).
#subject,id:,9,4.3957543,-,sit,chair,-,(including,gravity).
#first,name:,sub9,4.3957543,-,sit,chair,-,(including,gravity).
#last,name:,sub9,4.3957543,-,sit,chair,-,(including,gravity).
#age:,30,"1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
#height(cm):,177,"1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
#weight(kg):,102,"1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
#gender:,male,"1.6184803,",4.3957543,-,sit,chair,-,(including,gravity).
"8592716457000,","-8.542512,","1.6376339,",4.3957543,-,sit,chair,-,(including,gravity).
"8592727931000,","-8.580819,","1.6663644,",4.414908,-,sit,chair,-,(including,gravity).
"8592739464000,","-8.647857,","1.6567876,",4.3957543,-,sit,chair,-,(including,gravity).
"8592749540000,","-8.676587,","1.6759412,",4.367024,-,sit,chair,-,(including,gravity).
"8592760541000,","-8.676587,","1.6472107,",4.3287168,-,sit,chair,-,(including,gravity).
"8592773199000,","-8.7053175,","1.6567876,",4.271256,-,sit,chair,-,(including,gravity).
"8592784965000,","-8.734048,","1.6089035,",4.2042184,-,sit,chair,-,(including,gravity).
"8592799054000,","-8.695741,","1.541866,",4.261679,-,sit,chair,-,(including,gravity).
"8592809024000,","-8.734048,","1.484405,",4.2999864,-,sit,chair,-,(including,gravity).
"8592819036000,","-8.801085,","1.484405,",4.31914,-,sit,chair,-,(including,gravity).
"8592830155000,","-8.858546,","1.4748282,",4.3478703,-,sit,chair,-,(including,gravity).
"8592841546000,","-8.8777,","1.4652514,",4.357447,-,sit,chair,-,(including,gravity).
"8592852971000,","-8.858546,","1.4556746,",4.405331,-,sit,chair,-,(including,gravity).
"8592864630000,","-8.772355,","1.4269443,",4.367024,-,sit,chair,-,(including,gravity).
"8592877216000,","-8.686164,","1.4748282,",4.3766007,-,sit,chair,-,(including,gravity).
"8592888914000,","-8.590396,","1.5035586,",4.3382936,-,sit,chair,-,(including,gravity).
"8592900265000,","-8.532935,","1.4748282,",4.309563,-,sit,chair,-,(including,gravity).
"8592910627000,","-8.513782,","1.4748282,",4.3382936,-,sit,chair,-,(including,gravity).
"8592923025000,","-8.446744,","1.4748282,",4.3766007,-,sit,chair,-,(including,gravity).
"8592933216000,","-8.465898,","1.4556746,",4.3766007,-,sit,chair,-,(including,gravity).
"8592943593000,","-8.485051,","1.4748282,",4.3861775,-,sit,chair,-,(including,gravity).
"8592953329000,","-8.552089,","1.5035586,",4.453215,-,sit,chair,-,(including,gravity).
"8592967781000,","-8.542512,","1.5610195,",4.4915223,-,sit,chair,-,(including,gravity).
"8592978068000,","-8.552089,","1.5801731,",4.5202527,-,sit,chair,-,(including,gravity).
"8592990470000,","-8.561666,","1.5514427,",4.453215,-,sit,chair,-,(including,gravity).
"8593002837000,","-8.571242,","1.5897499,",4.367024,-,sit,chair,-,(including,gravity).
"8593015291000,","-8.590396,","1.5705963,",4.3957543,-,sit,chair,-,(including,gravity).
"8593032397000,","-8.475474,","1.6089035,",4.405331,-,sit,chair,-,(including,gravity).
"8593043612000,","-8.465898,","1.6089035,",4.414908,-,sit,chair,-,(including,gravity).
"8593054251000,","-8.475474,","1.6089035,",4.453215,-,sit,chair,-,(including,gravity).
"8593065094000,","-8.485051,","1.5705963,",4.4723687,-,sit,chair,-,(including,gravity).
"8593078048000,","-8.485051,","1.5610195,",4.4819455,-,sit,chair,-,(including,gravity).
"8593088033000,","-8.532935,","1.5705963,",4.4723687,-,sit,chair,-,(including,gravity).
"8593099998000,","-8.475474,","1.5801731,",4.510676,-,sit,chair,-,(including,gravity).
"8593112094000,","-8.504205,","1.5897499,",4.4436383,-,sit,chair,-,(including,gravity).
"8593123232000,","-8.542512,","1.5897499,",4.3957543,-,sit,chair,-,(including,gravity).
"8593132855000,","-8.619126,","1.6089035,",4.4723687,-,sit,chair,-,(including,gravity).
"8593143285000,","-8.7053175,","1.6567876,",4.5394063,-,sit,chair,-,(including,gravity).
"8593152925000,","-8.676587,","1.6663644,",4.606444,-,sit,chair,-,(including,gravity).
"8593165473000,","-8.647857,","1.6663644,",4.5872903,-,sit,chair,-,(including,gravity).
"8593177062000,","-8.619126,","1.6663644,",4.5298295,-,sit,chair,-,(including,gravity).
"8593187720000,","-8.571242,","1.6280571,",4.4915223,-,sit,chair,-,(including,gravity).
"8593199463000,","-8.513782,","1.5897499,",4.3861775,-,sit,chair,-,(including,gravity).
"8593210640000,","-8.542512,","1.5897499,",4.4436383,-,sit,chair,-,(including,gravity).
"8593222023000,","-8.485051,","1.6184803,",4.5298295,-,sit,chair,-,(including,gravity).
"8593232270000,","-8.465898,","1.6472107,",4.654328,-,sit,chair,-,(including,gravity).
"8593243237000,","-8.418014,","1.6376339,",4.5777135,-,sit,chair,-,(including,gravity).
"8593254483000,","-8.360553,","1.5897499,",4.4340615,-,sit,chair,-,(including,gravity).
"8593266922000,","-8.322245,","1.5514427,",4.213795,-,sit,chair,-,(including,gravity).
"8593277673000,","-8.37013,","1.5610195,",4.2999864,-,sit,chair,-,(including,gravity).
"8593292426000,","-8.542512,","1.5610195,",4.3861775,-,sit,chair,-,(including,gravity).
"8593302613000,","-8.647857,","1.6280571,",4.510676,-,sit,chair,-,(including,gravity).
"8593314493000,","-8.7532015,","1.6567876,",4.5872903,-,sit,chair,-,(including,gravity).
"8593327138000,","-8.781932,","1.6376339,",4.510676,-,sit,chair,-,(including,gravity).
"8593340654000,","-8.743625,","1.5801731,",4.357447,-,sit,chair,-,(including,gravity).
"8593352681000,","-8.724471,","1.5801731,",4.3287168,-,sit,chair,-,(including,gravity).
"8593367551000,","-8.714894,","1.5801731,",4.4436383,-,sit,chair,-,(including,gravity).
"8593378906000,","-8.734048,","1.6376339,",4.4915223,-,sit,chair,-,(including,gravity).
"8593389809000,","-8.734048,","1.6376339,",4.4819455,-,sit,chair,-,(including,gravity).
"8593403487000,","-8.695741,","1.5514427,",4.405331,-,sit,chair,-,(including,gravity).
"8593415153000,","-8.532935,","1.6280571,",4.223372,-,sit,chair,-,(including,gravity).
"8593429870000,","-8.532935,","1.6089035,",4.1659107,-,sit,chair,-,(including,gravity).
"8593441588000,","-8.561666,","1.5801731,",4.1946416,-,sit,chair,-,(including,gravity).
"8593453388000,","-8.599973,","1.6089035,",4.2904096,-,sit,chair,-,(including,gravity).
"8593467769000,","-8.628703,","1.6376339,",4.2904096,-,sit,chair,-,(including,gravity).
"8593477924000,","-8.647857,","1.6567876,",4.3382936,-,sit,chair,-,(including,gravity).
"8593489658000,","-8.686164,","1.6089035,",4.367024,-,sit,chair,-,(including,gravity).
"8593499518000,","-8.599973,","1.6184803,",4.261679,-,sit,chair,-,(including,gravity).
"8593510449000,","-8.590396,","1.6280571,",4.2521024,-,sit,chair,-,(including,gravity).
"8593522638000,","-8.619126,","1.6089035,",4.309563,-,sit,chair,-,(including,gravity).
"8593532674000,","-8.628703,","1.6567876,",4.3957543,-,sit,chair,-,(including,gravity).
"8593543599000,","-8.6095495,","1.6759412,",4.4244847,-,sit,chair,-,(including,gravity).
"8593553229000,","-8.580819,","1.6663644,",4.4915223,-,sit,chair,-,(including,gravity).
"8593565426000,","-8.628703,","1.7142484,",4.5394063,-,sit,chair,-,(including,gravity).
"8593577937000,","-8.695741,","1.7238252,",4.6351743,-,sit,chair,-,(including,gravity).
"8593592385000,","-8.7532015,","1.733402,",4.6255975,-,sit,chair,-,(including,gravity).
"8593603089000,","-8.724471,","1.7621324,",4.6160207,-,sit,chair,-,(including,gravity).
"8593617496000,","-8.628703,","1.733402,",4.4340615,-,sit,chair,-,(including,gravity).
"8593630715000,","-8.456321,","1.5705963,",4.156334,-,sit,chair,-,(including,gravity).
"8593643106000,","-8.485051,","1.532289,",4.1946416,-,sit,chair,-,(including,gravity).
"8593654413000,","-8.580819,","1.541866,",4.31914,-,sit,chair,-,(including,gravity).
"8593667721000,","-8.66701,","1.6184803,",4.3861775,-,sit,chair,-,(including,gravity).
"8593678009000,","-8.695741,","1.6376339,",4.3861775,-,sit,chair,-,(including,gravity).
"8593689593000,","-8.580819,","1.6089035,",4.367024,-,sit,chair,-,(including,gravity).
"8593703170000,","-8.446744,","1.5227122,",4.357447,-,sit,chair,-,(including,gravity).
"8593715966000,","-8.322245,","1.484405,",4.3382936,-,sit,chair,-,(including,gravity).
"8593729059000,","-8.379706,","1.4460979,",4.31914,-,sit,chair,-,(including,gravity).
"8593740006000,","-8.456321,","1.4748282,",4.2999864,-,sit,chair,-,(including,gravity).
"8593751923000,","-8.599973,","1.532289,",4.309563,-,sit,chair,-,(including,gravity).
"8593762637000,","-8.791509,","1.5897499,",4.462792,-,sit,chair,-,(including,gravity).
"8593773834000,","-8.887277,","1.6280571,",4.6255975,-,sit,chair,-,(including,gravity).
"8593784119000,","-8.935161,","1.6472107,",4.7500963,-,sit,chair,-,(including,gravity).
"8593794380000,","-8.896853,","1.7429788,",4.7884035,-,sit,chair,-,(including,gravity).
"8593805153000,","-8.801085,","1.7621324,",4.663905,-,sit,chair,-,(including,gravity).
"8593816299000,","-8.63828,","1.7238252,",4.4723687,-,sit,chair,-,(including,gravity).
"8593826065000,","-8.485051,","1.6663644,",4.280833,-,sit,chair,-,(including,gravity).
"8593838776000,","-8.350976,","1.541866,",4.1371803,-,sit,chair,-,(including,gravity).
"8593848338000,","-8.42759,","1.5610195,",4.223372,-,sit,chair,-,(including,gravity).
"8593860583000,","-8.532935,","1.6280571,",4.3766007,-,sit,chair,-,(including,gravity).
"8593872783000,","-8.628703,","1.6472107,",4.4340615,-,sit,chair,-,(including,gravity).
"8593883029000,","-8.676587,","1.6567876,",4.462792,-,sit,chair,-,(including,gravity).
"8593893543000,","-8.628703,","1.6184803,",4.4819455,-,sit,chair,-,(including,gravity).
"8593903497000,","-8.561666,","1.6184803,",4.4819455,-,sit,chair,-,(including,gravity).
"8593913209000,","-8.485051,","1.5801731,",4.4723687,-,sit,chair,-,(including,gravity).
"8593923424000,","-8.494628,","1.532289,",4.414908,-,sit,chair,-,(including,gravity).
"8593933309000,","-8.513782,","1.541866,",4.4244847,-,sit,chair,-,(including,gravity).
"8593943483000,","-8.590396,","1.541866,",4.4340615,-,sit,chair,-,(including,gravity).
"8593953632000,","-8.628703,","1.5801731,",4.4436383,-,sit,chair,-,(including,gravity).
"8593964467000,","-8.686164,","1.6567876,",4.4819455,-,sit,chair,-,(including,gravity).
"8593974019000,","-8.7053175,","1.6759412,",4.4819455,-,sit,chair,-,(including,gravity).
"8593984015000,","-8.762778,","1.685518,",4.453215,-,sit,chair,-,(including,gravity).
"8593994041000,","-8.743625,","1.6567876,",4.462792,-,sit,chair,-,(including,gravity).
"8594004326000,","-8.714894,","1.6567876,",4.414908,-,sit,chair,-,(including,gravity).
"8594017184000,","-8.66701,","1.6184803,",4.2999864,-,sit,chair,-,(including,gravity).
"8594032218000,","-8.6574335,","1.6376339,",4.280833,-,sit,chair,-,(including,gravity).
"8594041752000,","-8.647857,","1.5993267,",4.2999864,-,sit,chair,-,(including,gravity).
"8594052111000,","-8.66701,","1.5993267,",4.31914,-,sit,chair,-,(including,gravity).
"8594062434000,","-8.7053175,","1.5897499,",4.31914,-,sit,chair,-,(including,gravity).
"8594072178000,","-8.676587,","1.5610195,",4.3861775,-,sit,chair,-,(including,gravity).
"8594081995000,","-8.619126,","1.5514427,",4.4340615,-,sit,chair,-,(including,gravity).
"8594092176000,","-8.590396,","1.5514427,",4.462792,-,sit,chair,-,(including,gravity).
"8594101837000,","-8.552089,","1.5514427,",4.4340615,-,sit,chair,-,(including,gravity).
"8594112388000,","-8.504205,","1.5514427,",4.4436383,-,sit,chair,-,(including,gravity).
"8594122473000,","-8.437167,","1.5801731,",4.453215,-,sit,chair,-,(including,gravity).
"8594132261000,","-8.437167,","1.5801731,",4.453215,-,sit,chair,-,(including,gravity).
"8594142602000,","-8.39886,","1.5131354,",4.5394063,-,sit,chair,-,(including,gravity).
"8594152416000,","-8.408437,","1.5227122,",4.5298295,-,sit,chair,-,(including,gravity).
"8594163607000,","-8.446744,","1.541866,",4.5298295,-,sit,chair,-,(including,gravity).
"8594172907000,","-8.494628,","1.5610195,",4.414908,-,sit,chair,-,(including,gravity).
"8594182689000,","-8.485051,","1.6184803,",4.3382936,-,sit,chair,-,(including,gravity).
"8594193854000,","-8.523358,","1.6184803,",4.367024,-,sit,chair,-,(including,gravity).
"8594203447000,","-8.523358,","1.6663644,",4.453215,-,sit,chair,-,(including,gravity).
"8594214813000,","-8.504205,","1.5705963,",4.5298295,-,sit,chair,-,(including,gravity).
"8594227208000,","-8.485051,","1.6184803,",4.5777135,-,sit,chair,-,(including,gravity).
"8594242212000,","-8.532935,","1.6184803,",4.453215,-,sit,chair,-,(including,gravity).
"8594252515000,","-8.552089,","1.5801731,",4.31914,-,sit,chair,-,(including,gravity).
"8594264972000,","-8.580819,","1.532289,",4.280833,-,sit,chair,-,(including,gravity).
"8594277149000,","-8.619126,","1.5131354,",4.2999864,-,sit,chair,-,(including,gravity).
"8594290658000,","-8.781932,","1.5801731,",4.357447,-,sit,chair,-,(including,gravity).
"8594302011000,","-8.801085,","1.6184803,",4.3287168,-,sit,chair,-,(including,gravity).
"8594313162000,","-8.810662,","1.6089035,",4.367024,-,sit,chair,-,(including,gravity).
"8594324384000,","-8.801085,","1.6184803,",4.367024,-,sit,chair,-,(including,gravity).
"8594333881000,","-8.743625,","1.6280571,",4.309563,-,sit,chair,-,(including,gravity).
"8594344678000,","-8.686164,","1.5897499,",4.2904096,-,sit,chair,-,(including,gravity).
"8594354677000,","-8.66701,","1.541866,",4.223372,-,sit,chair,-,(including,gravity).
"8594367482000,","-8.63828,","1.5705963,",4.1946416,-,sit,chair,-,(including,gravity).
"8594377796000,","-8.66701,","1.5897499,",4.1659107,-,sit,chair,-,(including,gravity).
"8594389114000,","-8.724471,","1.6472107,",4.280833,-,sit,chair,-,(including,gravity).
"8594399051000,","-8.714894,","1.7142484,",4.271256,-,sit,chair,-,(including,gravity).
"8594410137000,","-8.734048,","1.6950948,",4.2904096,-,sit,chair,-,(including,gravity).
"8594421910000,","-8.724471,","1.733402,",4.309563,-,sit,chair,-,(including,gravity).
"8594432238000,","-8.695741,","1.7429788,",4.261679,-,sit,chair,-,(including,gravity).
"8594442796000,","-8.6574335,","1.733402,",4.271256,-,sit,chair,-,(including,gravity).
"8594453063000,","-8.628703,","1.7525556,",4.271256,-,sit,chair,-,(including,gravity).
"8594467525000,","-8.628703,","1.7429788,",4.31914,-,sit,chair,-,(including,gravity).
"8594477809000,","-8.63828,","1.7621324,",4.357447,-,sit,chair,-,(including,gravity).
"8594490225000,","-8.63828,","1.7621324,",4.3382936,-,sit,chair,-,(including,gravity).
"8594502385000,","-8.619126,","1.7621324,",4.3861775,-,sit,chair,-,(including,gravity).
"8594515257000,","-8.599973,","1.7908629,",4.3957543,-,sit,chair,-,(including,gravity).
"8594526829000,","-8.532935,","1.7621324,",4.510676,-,sit,chair,-,(including,gravity).
"8594539764000,","-8.532935,","1.733402,",4.55856,-,sit,chair,-,(including,gravity).
"8594550839000,","-8.513782,","1.733402,",4.5394063,-,sit,chair,-,(including,gravity).
"8594562721000,","-8.485051,","1.733402,",4.5202527,-,sit,chair,-,(including,gravity).
"8594573076000,","-8.465898,","1.6759412,",4.5202527,-,sit,chair,-,(including,gravity).
"8594582824000,","-8.485051,","1.6184803,",4.548983,-,sit,chair,-,(including,gravity).
"8594593913000,","-8.465898,","1.541866,",4.4915223,-,sit,chair,-,(including,gravity).
"8594603937000,","-8.513782,","1.4652514,",4.4244847,-,sit,chair,-,(including,gravity).
"8594617753000,","-8.590396,","1.388637,",4.4244847,-,sit,chair,-,(including,gravity).
"8594630183000,","-8.628703,","1.4269443,",4.3766007,-,sit,chair,-,(including,gravity).
"8594642196000,","-8.6574335,","1.3982137,",4.3766007,-,sit,chair,-,(including,gravity).
"8594652837000,","-8.7053175,","1.4269443,",4.3861775,-,sit,chair,-,(including,gravity).
"8594663290000,","-8.695741,","1.4556746,",4.3766007,-,sit,chair,-,(including,gravity).
"8594673460000,","-8.628703,","1.436521,",4.3382936,-,sit,chair,-,(including,gravity).
"8594683170000,","-8.647857,","1.4173675,",4.3287168,-,sit,chair,-,(including,gravity).
"8594693536000,","-8.475474,","1.3694834,",4.3287168,-,sit,chair,-,(including,gravity).
"8594704190000,","-8.542512,","1.388637,",4.3382936,-,sit,chair,-,(including,gravity).
"8594714469000,","-8.542512,","1.388637,",4.3478703,-,sit,chair,-,(including,gravity).
"8594726003000,","-8.552089,","1.4269443,",4.3766007,-,sit,chair,-,(including,gravity).
"8594738123000,","-8.619126,","1.4269443,",4.3478703,-,sit,chair,-,(including,gravity).
"8594749144000,","-8.695741,","1.4173675,",4.309563,-,sit,chair,-,(including,gravity).
"8594759339000,","-8.714894,","1.436521,",4.3287168,-,sit,chair,-,(including,gravity).
"8594769525000,","-8.695741,","1.4652514,",4.31914,-,sit,chair,-,(including,gravity).
"8594780191000,","-8.724471,","1.484405,",4.3382936,-,sit,chair,-,(including,gravity).
"8594793896000,","-8.743625,","1.5705963,",4.357447,-,sit,chair,-,(including,gravity).
"8594807031000,","-8.7053175,","1.5514427,",4.367024,-,sit,chair,-,(including,gravity).
"8594818863000,","-8.695741,","1.5514427,",4.3861775,-,sit,chair,-,(including,gravity).
"8594828553000,","-8.714894,","1.5705963,",4.3861775,-,sit,chair,-,(including,gravity).
"8594839643000,","-8.6574335,","1.5897499,",4.3957543,-,sit,chair,-,(including,gravity).
"8594849871000,","-8.628703,","1.5897499,",4.4340615,-,sit,chair,-,(including,gravity).
"8594860170000,","-8.6095495,","1.5897499,",4.4340615,-,sit,chair,-,(including,gravity).
"8594872732000,","-8.552089,","1.6376339,",4.4340615,-,sit,chair,-,(including,gravity).
"8594882987000,","-8.532935,","1.6184803,",4.462792,-,sit,chair,-,(including,gravity).
"8594893754000,","-8.523358,","1.5897499,",4.4436383,-,sit,chair,-,(including,gravity).
"8594903323000,","-8.542512,","1.6184803,",4.414908,-,sit,chair,-,(including,gravity).
"8594914573000,","-8.532935,","1.6472107,",4.4244847,-,sit,chair,-,(including,gravity).
"8594927098000,","-8.485051,","1.6663644,",4.4436383,-,sit,chair,-,(including,gravity).
"8594939694000,","-8.532935,","1.6663644,",4.453215,-,sit,chair,-,(including,gravity).
"8594949372000,","-8.532935,","1.6280571,",4.4915223,-,sit,chair,-,(including,gravity).
"8594964550000,","-8.542512,","1.6280571,",4.453215,-,sit,chair,-,(including,gravity).
"8594977102000,","-8.561666,","1.6184803,",4.4436383,-,sit,chair,-,(including,gravity).
"8594990276000,","-8.561666,","1.6280571,",4.4244847,-,sit,chair,-,(including,gravity).
"8595002474000,","-8.561666,","1.6089035,",4.4915223,-,sit,chair,-,(including,gravity).
"8595015277000,","-8.552089,","1.6376339,",4.4915223,-,sit,chair,-,(including,gravity).
"8595029403000,","-8.561666,","1.6280571,",4.510676,-,sit,chair,-,(including,gravity).
"8595039947000,","-8.532935,","1.5801731,",4.453215,-,sit,chair,-,(including,gravity).
