#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#datetime:,29/05/2013,14:16:16,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
##########################################,"-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#activity:,4,-,jum,-,jumping,-,30s,axes,(angular,velocity).
#subject,id:,7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#first,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#last,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#age:,25,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#height(cm):,189,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#weight(kg):,80,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#gender:,male,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
"4039898357000,","-0.6609562,","0.98899084,",-0.055283304,-,jumping,-,30s,axes,(angular,velocity).
"4039903344000,","-0.58184916,","0.98471475,",-0.0852157,-,jumping,-,30s,axes,(angular,velocity).
"4039908346000,","-0.50885075,","0.9737192,",-0.10873401,-,jumping,-,30s,axes,(angular,velocity).
"4039913388000,","-0.45081854,","0.93187493,",-0.1282817,-,jumping,-,30s,axes,(angular,velocity).
"4039918261000,","-0.40378192,","0.84849185,",-0.15027285,-,jumping,-,30s,axes,(angular,velocity).
"4039923347000,","-0.37232238,","0.7049385,",-0.16310102,-,jumping,-,30s,axes,(angular,velocity).
"4039928513000,","-0.3463606,","0.50823987,",-0.18142697,-,jumping,-,30s,axes,(angular,velocity).
"4039933336000,","-0.35002577,","0.25870144,",-0.20799962,-,jumping,-,30s,axes,(angular,velocity).
"4039938360000,","-0.35185838,","-0.017715093,",-0.23426682,-,jumping,-,30s,axes,(angular,velocity).
"4039943293000,","-0.38973203,","-0.24984388,",-0.24587326,-,jumping,-,30s,axes,(angular,velocity).
"4039948351000,","-0.44226643,","-0.42821655,",-0.24190263,-,jumping,-,30s,axes,(angular,velocity).
"4039953392000,","-0.5271767,","-0.54000485,",-0.23884831,-,jumping,-,30s,axes,(angular,velocity).
"4039958335000,","-0.623388,","-0.602924,",-0.21868975,-,jumping,-,30s,axes,(angular,velocity).
"4039963588000,","-0.74097955,","-0.64568454,",-0.20861048,-,jumping,-,30s,axes,(angular,velocity).
"4039968298000,","-0.8561276,","-0.675617,",-0.19608775,-,jumping,-,30s,axes,(angular,velocity).
"4039973305000,","-0.9569204,","-0.6750061,",-0.19150625,-,jumping,-,30s,axes,(angular,velocity).
"4039978324000,","-1.0467176,","-0.64812803,",-0.18692477,-,jumping,-,30s,axes,(angular,velocity).
"4039983320000,","-1.1316279,","-0.6383542,",-0.16584991,-,jumping,-,30s,axes,(angular,velocity).
"4039988335000,","-1.219287,","-0.6924158,",-0.15241088,-,jumping,-,30s,axes,(angular,velocity).
"4039993325000,","-1.2739595,","-0.7974846,",-0.1255328,-,jumping,-,30s,axes,(angular,velocity).
"4039998296000,","-1.4199562,","-0.9984592,",-0.18753563,-,jumping,-,30s,axes,(angular,velocity).
"4040003281000,","-1.5784758,","-1.2473868,",-0.2874121,-,jumping,-,30s,axes,(angular,velocity).
"4040008294000,","-1.7131716,","-1.518611,",-0.34422258,-,jumping,-,30s,axes,(angular,velocity).
"4040013334000,","-1.890628,","-1.6975945,",-0.3145956,-,jumping,-,30s,axes,(angular,velocity).
"4040018350000,","-2.1325307,","-1.7559321,",-0.2125811,-,jumping,-,30s,axes,(angular,velocity).
"4040023356000,","-2.5320365,","-1.8377881,",-0.08552113,-,jumping,-,30s,axes,(angular,velocity).
"4040028379000,","-3.069598,","-1.8771889,",0.048258353,-,jumping,-,30s,axes,(angular,velocity).
"4040033295000,","-3.449556,","-1.5867225,",0.13316862,-,jumping,-,30s,axes,(angular,velocity).
"4040038336000,","-3.3777795,","-0.8848383,",0.22357668,-,jumping,-,30s,axes,(angular,velocity).
"4040043303000,","-2.9657507,","-0.044593163,",0.28038713,-,jumping,-,30s,axes,(angular,velocity).
"4040048322000,","-2.4984388,","0.47433686,",0.38912117,-,jumping,-,30s,axes,(angular,velocity).
"4040053303000,","-2.1022928,","0.42119157,",0.55955255,-,jumping,-,30s,axes,(angular,velocity).
"4040058331000,","-1.788308,","-0.07849618,",0.70646566,-,jumping,-,30s,axes,(angular,velocity).
"4040063299000,","-1.5540411,","-1.0216721,",0.7076874,-,jumping,-,30s,axes,(angular,velocity).
"4040068297000,","-1.3930782,","-2.4373524,",0.59559363,-,jumping,-,30s,axes,(angular,velocity).
"4040073318000,","-1.4553864,","-4.0060544,",0.50701815,-,jumping,-,30s,axes,(angular,velocity).
"4040078519000,","-2.0955732,","-4.258342,",0.5027421,-,jumping,-,30s,axes,(angular,velocity).
"4040083287000,","-3.3374622,","-3.5622606,",0.47952923,-,jumping,-,30s,axes,(angular,velocity).
"4040088281000,","-3.8166862,","-0.9960158,",0.36896262,-,jumping,-,30s,axes,(angular,velocity).
"4040093301000,","-3.8029416,","1.9346102,",0.16737708,-,jumping,-,30s,axes,(angular,velocity).
"4040098358000,","-2.8964176,","3.517362,",-0.04153884,-,jumping,-,30s,axes,(angular,velocity).
"4040103282000,","-2.0030272,","3.179859,",-0.13316862,-,jumping,-,30s,axes,(angular,velocity).
"4040108309000,","-1.5790867,","1.7333301,",-0.21105394,-,jumping,-,30s,axes,(angular,velocity).
"4040113268000,","-1.4114041,","0.4334089,",-0.26083946,-,jumping,-,30s,axes,(angular,velocity).
"4040118293000,","-1.2525792,","-0.45753807,",-0.28130344,-,jumping,-,30s,axes,(angular,velocity).
"4040123745000,","-1.0806206,","-0.95294976,",-0.28038713,-,jumping,-,30s,axes,(angular,velocity).
"4040128327000,","-0.86498517,","-1.1191051,",-0.25961772,-,jumping,-,30s,axes,(angular,velocity).
"4040133293000,","-0.59681535,","-1.1297953,",-0.19914207,-,jumping,-,30s,axes,(angular,velocity).
"4040138280000,","-0.25717425,","-1.1294898,",-0.11911872,-,jumping,-,30s,axes,(angular,velocity).
"4040143316000,","0.08399397,","-1.2021828,",-0.014966198,-,jumping,-,30s,axes,(angular,velocity).
"4040148402000,","0.35369098,","-1.2825116,",0.099571034,-,jumping,-,30s,axes,(angular,velocity).
"4040153308000,","0.49846604,","-1.2971723,",0.26206118,-,jumping,-,30s,axes,(angular,velocity).
"4040158313000,","0.5497787,","-1.219287,",0.4541783,-,jumping,-,30s,axes,(angular,velocity).
"4040163414000,","0.6093381,","-1.0858129,",0.6469063,-,jumping,-,30s,axes,(angular,velocity).
"4040168309000,","0.75777835,","-0.9034697,",0.786489,-,jumping,-,30s,axes,(angular,velocity).
"4040173342000,","0.97494096,","-0.6221663,",0.8588765,-,jumping,-,30s,axes,(angular,velocity).
"4040178382000,","1.2052372,","-0.4083634,",0.82253003,-,jumping,-,30s,axes,(angular,velocity).
"4040183310000,","1.4731015,","-0.34269542,",0.7724391,-,jumping,-,30s,axes,(angular,velocity).
"4040188300000,","1.6249015,","-0.27214047,",0.6569856,-,jumping,-,30s,axes,(angular,velocity).
"4040193312000,","1.9416351,","-0.23976462,",0.52748215,-,jumping,-,30s,axes,(angular,velocity).
"4040198303000,","2.2397375,","-0.2770274,",0.4334089,-,jumping,-,30s,axes,(angular,velocity).
"4040203276000,","2.457511,","-0.3643811,",0.34208453,-,jumping,-,30s,axes,(angular,velocity).
"4040208308000,","2.5665503,","-0.46822822,",0.27672195,-,jumping,-,30s,axes,(angular,velocity).
"4040213323000,","2.6355782,","-0.54092115,",0.204029,-,jumping,-,30s,axes,(angular,velocity).
"4040218288000,","2.7021625,","-0.5109888,",0.13041973,-,jumping,-,30s,axes,(angular,velocity).
"4040223351000,","2.7953193,","-0.39645153,",0.05375614,-,jumping,-,30s,axes,(angular,velocity).
"4040228302000,","2.9202414,","-0.24678956,",-0.03481932,-,jumping,-,30s,axes,(angular,velocity).
"4040233321000,","3.057075,","-0.09254608,",-0.13836098,-,jumping,-,30s,axes,(angular,velocity).
"4040238289000,","3.1425962,","0.034513887,",-0.24801129,-,jumping,-,30s,axes,(angular,velocity).
"4040243309000,","3.198185,","0.14263703,",-0.36163223,-,jumping,-,30s,axes,(angular,velocity).
"4040248291000,","3.222925,","0.24953845,",-0.45112398,-,jumping,-,30s,axes,(angular,velocity).
"4040253287000,","3.213762,","0.32528573,",-0.5543602,-,jumping,-,30s,axes,(angular,velocity).
"4040258319000,","3.1987958,","0.38240165,",-0.6569856,-,jumping,-,30s,axes,(angular,velocity).
"4040263300000,","3.1823025,","0.45570546,",-0.7351763,-,jumping,-,30s,axes,(angular,velocity).
"4040268293000,","3.1841352,","0.54458636,",-0.8032878,-,jumping,-,30s,axes,(angular,velocity).
"4040273359000,","3.1957414,","0.6621779,",-0.84696466,-,jumping,-,30s,axes,(angular,velocity).
"4040278312000,","3.212235,","0.7464773,",-0.8863655,-,jumping,-,30s,axes,(angular,velocity).
"4040283299000,","3.1987958,","0.9126327,",-0.9089675,-,jumping,-,30s,axes,(angular,velocity).
"4040288262000,","3.1682527,","1.0806206,",-0.9401216,-,jumping,-,30s,axes,(angular,velocity).
"4040293363000,","3.0973923,","1.2880094,",-0.97127575,-,jumping,-,30s,axes,(angular,velocity).
"4040298329000,","2.9852984,","1.5222762,",-0.9972375,-,jumping,-,30s,axes,(angular,velocity).
"4040303283000,","2.7882943,","1.7470746,",-1.0210613,-,jumping,-,30s,axes,(angular,velocity).
"4040308320000,","2.5729644,","1.9453003,",-1.0262536,-,jumping,-,30s,axes,(angular,velocity).
"4040313511000,","2.3640485,","2.127949,",-1.0030408,-,jumping,-,30s,axes,(angular,velocity).
"4040318330000,","2.1569653,","2.2440135,",-0.93401295,-,jumping,-,30s,axes,(angular,velocity).
"4040323333000,","1.9086485,","2.2672265,",-0.86070913,-,jumping,-,30s,axes,(angular,velocity).
"4040328742000,","1.6175711,","2.1884248,",-0.7874053,-,jumping,-,30s,axes,(angular,velocity).
"4040333315000,","1.3020593,","2.0216584,",-0.7351763,-,jumping,-,30s,axes,(angular,velocity).
"4040338291000,","1.024421,","1.8341229,",-0.6960809,-,jumping,-,30s,axes,(angular,velocity).
"4040343348000,","0.81000733,","1.641395,",-0.63316184,-,jumping,-,30s,axes,(angular,velocity).
"4040348354000,","0.68508536,","1.4731015,",-0.56230146,-,jumping,-,30s,axes,(angular,velocity).
"4040353422000,","0.6218608,","1.323745,",-0.5137377,-,jumping,-,30s,axes,(angular,velocity).
"4040358356000,","0.6020077,","1.1893547,",-0.4560109,-,jumping,-,30s,axes,(angular,velocity).
"4040363289000,","0.6093381,","1.1270463,",-0.41233405,-,jumping,-,30s,axes,(angular,velocity).
"4040368397000,","0.6032294,","1.0797043,",-0.37843102,-,jumping,-,30s,axes,(angular,velocity).
"4040373345000,","0.5531385,","1.0143417,",-0.3567453,-,jumping,-,30s,axes,(angular,velocity).
"4040378290000,","0.4896085,","0.9483683,",-0.34025195,-,jumping,-,30s,axes,(angular,velocity).
"4040383341000,","0.45356745,","0.7443393,",-0.27947086,-,jumping,-,30s,axes,(angular,velocity).
"4040388365000,","0.36377025,","0.464563,",-0.2144137,-,jumping,-,30s,axes,(angular,velocity).
"4040393320000,","0.23823744,","0.099265605,",-0.13103059,-,jumping,-,30s,axes,(angular,velocity).
"4040398352000,","0.06414085,","-0.3359759,",-0.047036625,-,jumping,-,30s,axes,(angular,velocity).
"4040403238000,","-0.16065755,","-0.81153446,",0.04184427,-,jumping,-,30s,axes,(angular,velocity).
"4040408166000,","-0.44012842,","-1.2434162,",0.122783914,-,jumping,-,30s,axes,(angular,velocity).
"4040413207000,","-0.7684685,","-1.5745052,",0.22052236,-,jumping,-,30s,axes,(angular,velocity).
"4040418181000,","-1.0824533,","-1.7519615,",0.34055737,-,jumping,-,30s,axes,(angular,velocity).
"4040423228000,","-1.3420709,","-1.7785342,",0.46853364,-,jumping,-,30s,axes,(angular,velocity).
"4040428181000,","-1.5613716,","-1.6865989,",0.61117065,-,jumping,-,30s,axes,(angular,velocity).
"4040433278000,","-1.7208074,","-1.4899004,",0.745561,-,jumping,-,30s,axes,(angular,velocity).
"4040438190000,","-1.8408424,","-1.2092078,",0.90194255,-,jumping,-,30s,axes,(angular,velocity).
"4040443292000,","-1.9285016,","-0.90224797,",1.0177015,-,jumping,-,30s,axes,(angular,velocity).
"4040448201000,","-2.007914,","-0.5946773,",1.1117748,-,jumping,-,30s,axes,(angular,velocity).
"4040453241000,","-2.0418172,","-0.2874121,",1.1841623,-,jumping,-,30s,axes,(angular,velocity).
"4040458216000,","-2.0292943,","0.011301007,",1.2299771,-,jumping,-,30s,axes,(angular,velocity).
"4040463220000,","-2.0060816,","0.28985557,",1.2137892,-,jumping,-,30s,axes,(angular,velocity).
"4040468189000,","-1.951409,","0.5155703,",1.1261301,-,jumping,-,30s,axes,(angular,velocity).
"4040473185000,","-1.8197676,","0.6038403,",1.0558805,-,jumping,-,30s,axes,(angular,velocity).
"4040478208000,","-1.7259997,","0.6954701,",0.8756753,-,jumping,-,30s,axes,(angular,velocity).
"4040483195000,","-1.5406022,","0.713796,",0.70616025,-,jumping,-,30s,axes,(angular,velocity).
"4040488190000,","-1.3949108,","0.732122,",0.56230146,-,jumping,-,30s,axes,(angular,velocity).
"4040493209000,","-1.2644911,","0.7761043,",0.44898596,-,jumping,-,30s,axes,(angular,velocity).
"4040498198000,","-1.1908818,","0.7892379,",0.35369098,-,jumping,-,30s,axes,(angular,velocity).
"4040503176000,","-1.1236867,","0.7272351,",0.26542094,-,jumping,-,30s,axes,(angular,velocity).
"4040508207000,","-1.0509937,","0.6081163,",0.16707164,-,jumping,-,30s,axes,(angular,velocity).
"4040513248000,","-0.9621128,","0.44868052,",0.059864793,-,jumping,-,30s,axes,(angular,velocity).
"4040518178000,","-0.8546005,","0.26908615,",-0.043982297,-,jumping,-,30s,axes,(angular,velocity).
"4040523196000,","-0.73975784,","0.04550946,",-0.15821409,-,jumping,-,30s,axes,(angular,velocity).
"4040528185000,","-0.61941737,","-0.17623462,",-0.27091873,-,jumping,-,30s,axes,(angular,velocity).
"4040533174000,","-0.52412236,","-0.36987892,",-0.3744604,-,jumping,-,30s,axes,(angular,velocity).
"4040538177000,","-0.4615087,","-0.5036584,",-0.46486846,-,jumping,-,30s,axes,(angular,velocity).
"4040543219000,","-0.43982297,","-0.605062,",-0.52748215,-,jumping,-,30s,axes,(angular,velocity).
"4040548160000,","-0.464563,","-0.6753115,",-0.5510005,-,jumping,-,30s,axes,(angular,velocity).
"4040553154000,","-0.516792,","-0.6942484,",-0.52687126,-,jumping,-,30s,axes,(angular,velocity).
"4040558176000,","-0.627664,","-0.68875057,",-0.4783075,-,jumping,-,30s,axes,(angular,velocity).
"4040563240000,","-0.78801614,","-0.63041294,",-0.40866885,-,jumping,-,30s,axes,(angular,velocity).
"4040568159000,","-0.9960158,","-0.59742624,",-0.3924809,-,jumping,-,30s,axes,(angular,velocity).
"4040573244000,","-1.0940597,","-0.5766568,",-0.40653083,-,jumping,-,30s,axes,(angular,velocity).
"4040578168000,","-1.2611313,","-0.56046885,",-0.4196644,-,jumping,-,30s,axes,(angular,velocity).
"4040583157000,","-1.4031575,","-0.5546656,",-0.3885103,-,jumping,-,30s,axes,(angular,velocity).
"4040588156000,","-1.57084,","-0.66889745,",-0.36041048,-,jumping,-,30s,axes,(angular,velocity).
"4040593218000,","-1.7831156,","-0.93462384,",-0.36865717,-,jumping,-,30s,axes,(angular,velocity).
"4040598161000,","-2.0131063,","-1.2733486,",-0.3555236,-,jumping,-,30s,axes,(angular,velocity).
"4040603218000,","-2.2727242,","-1.6383406,",-0.34666604,-,jumping,-,30s,axes,(angular,velocity).
"4040608256000,","-2.567161,","-1.9950858,",-0.35185838,-,jumping,-,30s,axes,(angular,velocity).
"4040613226000,","-2.9074132,","-2.327702,",-0.37018433,-,jumping,-,30s,axes,(angular,velocity).
"4040618222000,","-3.2763758,","-2.5744915,",-0.37293324,-,jumping,-,30s,axes,(angular,velocity).
"4040623292000,","-3.477045,","-2.5286767,",-0.24495697,-,jumping,-,30s,axes,(angular,velocity).
"4040628261000,","-3.3154712,","-1.9407189,",0.062308256,-,jumping,-,30s,axes,(angular,velocity).
"4040633240000,","-2.8658743,","-1.0103711,",0.45234573,-,jumping,-,30s,axes,(angular,velocity).
"4040638221000,","-2.4098635,","-0.31581733,",0.59681535,-,jumping,-,30s,axes,(angular,velocity).
"4040643248000,","-2.1841488,","0.005192355,",0.42241332,-,jumping,-,30s,axes,(angular,velocity).
"4040648256000,","-2.1135938,","0.1133155,",0.14721853,-,jumping,-,30s,axes,(angular,velocity).
"4040653221000,","-2.0598376,","0.17531833,",-0.040317107,-,jumping,-,30s,axes,(angular,velocity).
"4040658340000,","-1.9926424,","0.31520647,",-0.17012598,-,jumping,-,30s,axes,(angular,velocity).
"4040663278000,","-2.0476203,","0.82894415,",-0.27305678,-,jumping,-,30s,axes,(angular,velocity).
"4040668288000,","-2.2131648,","1.2030991,",-0.4822781,-,jumping,-,30s,axes,(angular,velocity).
"4040673283000,","-2.1386392,","2.0146337,",-0.634689,-,jumping,-,30s,axes,(angular,velocity).
"4040678372000,","-1.897042,","2.595261,",-0.93126404,-,jumping,-,30s,axes,(angular,velocity).
"4040683249000,","-1.0516045,","2.626415,",-1.1734722,-,jumping,-,30s,axes,(angular,velocity).
"4040688279000,","-0.21991149,","2.2608123,",-1.3154984,-,jumping,-,30s,axes,(angular,velocity).
"4040693309000,","0.27122417,","1.6029104,",-1.2690725,-,jumping,-,30s,axes,(angular,velocity).
"4040698394000,","0.4700608,","0.8008443,",-1.0519099,-,jumping,-,30s,axes,(angular,velocity).
"4040703291000,","0.5119051,","0.047036625,",-0.81061816,-,jumping,-,30s,axes,(angular,velocity).
"4040708456000,","0.6078109,","-0.36743546,",-0.6065892,-,jumping,-,30s,axes,(angular,velocity).
"4040713651000,","0.86132,","-0.3313944,",-0.44165558,-,jumping,-,30s,axes,(angular,velocity).
"4040718398000,","1.2550226,","0.03145956,",-0.28924468,-,jumping,-,30s,axes,(angular,velocity).
"4040723380000,","1.6917913,","0.5045747,",-0.056505036,-,jumping,-,30s,axes,(angular,velocity).
"4040728475000,","2.0405953,","0.79259765,",0.21533,-,jumping,-,30s,axes,(angular,velocity).
"4040733344000,","2.2540927,","0.7312057,",0.4437936,-,jumping,-,30s,axes,(angular,velocity).
"4040738346000,","2.3976462,","0.4810564,",0.66889745,-,jumping,-,30s,axes,(angular,velocity).
"4040743752000,","2.482251,","0.16218472,",0.93492925,-,jumping,-,30s,axes,(angular,velocity).
"4040748355000,","2.5787675,","-0.112399206,",1.0998629,-,jumping,-,30s,axes,(angular,velocity).
"4040753342000,","2.6325238,","-0.40469822,",1.1575897,-,jumping,-,30s,axes,(angular,velocity).
"4040758325000,","2.6569583,","-0.75808376,",1.1490375,-,jumping,-,30s,axes,(angular,velocity).
"4040763355000,","2.7015514,","-1.0274754,",1.0387764,-,jumping,-,30s,axes,(angular,velocity).
"4040768262000,","2.745534,","-1.1157454,",0.9575313,-,jumping,-,30s,axes,(angular,velocity).
"4040773322000,","2.7818804,","-1.2104294,",0.7290677,-,jumping,-,30s,axes,(angular,velocity).
"4040778379000,","2.8893926,","-1.248914,",0.5204572,-,jumping,-,30s,axes,(angular,velocity).
"4040783376000,","3.0094275,","-1.2324207,",0.33353242,-,jumping,-,30s,axes,(angular,velocity).
"4040788339000,","3.2073479,","-1.0424415,",0.14569137,-,jumping,-,30s,axes,(angular,velocity).
"4040793330000,","3.47002,","-0.68600166,",-0.0018325958,-,jumping,-,30s,axes,(angular,velocity).
"4040798358000,","3.7329974,","-0.28924468,",-0.098043874,-,jumping,-,30s,axes,(angular,velocity).
"4040803271000,","3.9290853,","0.057726767,",-0.18387043,-,jumping,-,30s,axes,(angular,velocity).
"4040808336000,","4.0494256,","0.32650748,",-0.2706133,-,jumping,-,30s,axes,(angular,velocity).
"4040813319000,","4.085161,","0.5403103,",-0.3436117,-,jumping,-,30s,axes,(angular,velocity).
"4040818336000,","4.065308,","0.6795876,",-0.38362336,-,jumping,-,30s,axes,(angular,velocity).
"4040823344000,","3.9791763,","0.75136423,",-0.40958515,-,jumping,-,30s,axes,(angular,velocity).
"4040828429000,","3.901291,","0.72356987,",-0.42760566,-,jumping,-,30s,axes,(angular,velocity).
"4040833356000,","3.8585303,","0.6423248,",-0.4541783,-,jumping,-,30s,axes,(angular,velocity).
"4040838347000,","3.8218784,","0.54183745,",-0.47067168,-,jumping,-,30s,axes,(angular,velocity).
"4040843326000,","3.76293,","0.5170974,",-0.48075095,-,jumping,-,30s,axes,(angular,velocity).
"4040848303000,","3.6233473,","0.68233645,",-0.49754974,-,jumping,-,30s,axes,(angular,velocity).
"4040853353000,","3.3603697,","1.0824533,",-0.5360342,-,jumping,-,30s,axes,(angular,velocity).
"4040858313000,","2.982855,","1.6872098,",-0.5992588,-,jumping,-,30s,axes,(angular,velocity).
"4040863315000,","2.559831,","2.0775528,",-0.6356053,-,jumping,-,30s,axes,(angular,velocity).
"4040868329000,","2.1496348,","2.9226847,",-0.63194007,-,jumping,-,30s,axes,(angular,velocity).
"4040873345000,","1.9443841,","3.6942077,",-0.61453044,-,jumping,-,30s,axes,(angular,velocity).
"4040879831000,","1.5601498,","4.372879,",-0.66737026,-,jumping,-,30s,axes,(angular,velocity).
"4040883315000,","0.9639453,","4.4388523,",-0.7141015,-,jumping,-,30s,axes,(angular,velocity).
"4040888256000,","0.77549344,","4.249484,",-0.7699956,-,jumping,-,30s,axes,(angular,velocity).
"4040893337000,","0.38973203,","3.5393531,",-0.7635816,-,jumping,-,30s,axes,(angular,velocity).
"4040898340000,","0.07941248,","2.4410176,",-0.72265357,-,jumping,-,30s,axes,(angular,velocity).
"4040903454000,","-0.18661933,","1.1459832,",-0.643852,-,jumping,-,30s,axes,(angular,velocity).
"4040908388000,","-0.43982297,","-0.1441642,",-0.50671273,-,jumping,-,30s,axes,(angular,velocity).
"4040913332000,","-0.6597345,","-1.3365731,",-0.34513888,-,jumping,-,30s,axes,(angular,velocity).
"4040918337000,","-0.83108217,","-2.320677,",-0.1863139,-,jumping,-,30s,axes,(angular,velocity).
"4040923347000,","-0.98746365,","-3.0579915,",-0.032070424,-,jumping,-,30s,axes,(angular,velocity).
"4040928293000,","-1.1753048,","-3.4645221,",0.089186326,-,jumping,-,30s,axes,(angular,velocity).
"4040933296000,","-1.3753631,","-3.5555413,",0.23365596,-,jumping,-,30s,axes,(angular,velocity).
"4040938280000,","-1.5668694,","-3.336546,",0.39858958,-,jumping,-,30s,axes,(angular,velocity).
"4040943338000,","-1.7464638,","-2.8851166,",0.5723807,-,jumping,-,30s,axes,(angular,velocity).
"4040948299000,","-1.8649716,","-2.264172,",0.72143185,-,jumping,-,30s,axes,(angular,velocity).
"4040953287000,","-1.9343048,","-1.5351044,",0.80848014,-,jumping,-,30s,axes,(angular,velocity).
"4040958666000,","-1.9779817,","-0.829555,",0.86132,-,jumping,-,30s,axes,(angular,velocity).
"4040963332000,","-1.9963076,","-0.5109888,",0.8549059,-,jumping,-,30s,axes,(angular,velocity).
"4040968256000,","-1.9978348,","0.04520403,",0.8335256,-,jumping,-,30s,axes,(angular,velocity).
"4040973348000,","-1.998751,","0.48838675,",0.7846564,-,jumping,-,30s,axes,(angular,velocity).
"4040978401000,","-1.994475,","0.7470882,",0.6963864,-,jumping,-,30s,axes,(angular,velocity).
"4040983351000,","-1.9343048,","0.8210029,",0.56138515,-,jumping,-,30s,axes,(angular,velocity).
"4040988277000,","-1.8096883,","0.72082096,",0.39187005,-,jumping,-,30s,axes,(angular,velocity).
"4040993395000,","-1.6111571,","0.5375614,",0.25045475,-,jumping,-,30s,axes,(angular,velocity).
"4040998303000,","-1.3567317,","0.36163223,",0.119729586,-,jumping,-,30s,axes,(angular,velocity).
"4041003294000,","-1.0790935,","0.27672195,",-0.044898596,-,jumping,-,30s,axes,(angular,velocity).
"4041008288000,","-0.8533788,","0.28893927,",-0.18295415,-,jumping,-,30s,axes,(angular,velocity).
"4041013290000,","-0.71776664,","0.37598756,",-0.26542094,-,jumping,-,30s,axes,(angular,velocity).
"4041018330000,","-0.6392705,","0.50243664,",-0.30482176,-,jumping,-,30s,axes,(angular,velocity).
"4041023360000,","-0.5946773,","0.6426302,",-0.33475417,-,jumping,-,30s,axes,(angular,velocity).
"4041028304000,","-0.5589417,","0.8176431,",-0.35430184,-,jumping,-,30s,axes,(angular,velocity).
"4041033349000,","-0.5513059,","0.95630956,",-0.35521814,-,jumping,-,30s,axes,(angular,velocity).
"4041038315000,","-0.5439755,","1.0564915,",-0.36010507,-,jumping,-,30s,axes,(angular,velocity).
"4041043385000,","-0.5381723,","1.0977248,",-0.35705075,-,jumping,-,30s,axes,(angular,velocity).
"4041048354000,","-0.5366451,","1.0876455,",-0.34422258,-,jumping,-,30s,axes,(angular,velocity).
"4041053329000,","-0.5360342,","1.0048733,",-0.32986724,-,jumping,-,30s,axes,(angular,velocity).
"4041058307000,","-0.5558874,","0.88422745,",-0.31490102,-,jumping,-,30s,axes,(angular,velocity).
"4041063350000,","-0.59315014,","0.80848014,",-0.29749137,-,jumping,-,30s,axes,(angular,velocity).
"4041068366000,","-0.6084218,","0.6407976,",-0.301462,-,jumping,-,30s,axes,(angular,velocity).
"4041073325000,","-0.6377433,","0.462425,",-0.29138273,-,jumping,-,30s,axes,(angular,velocity).
"4041078338000,","-0.66614854,","0.2855795,",-0.30848694,-,jumping,-,30s,axes,(angular,velocity).
"4041083289000,","-0.66706485,","0.12889257,",-0.34300083,-,jumping,-,30s,axes,(angular,velocity).
"4041088371000,","-0.6780604,","-0.02443461,",-0.38606682,-,jumping,-,30s,axes,(angular,velocity).
"4041093339000,","-0.6740898,","-0.19181168,",-0.44348818,-,jumping,-,30s,axes,(angular,velocity).
"4041098340000,","-0.70280045,","-0.3830125,",-0.49235737,-,jumping,-,30s,axes,(angular,velocity).
"4041103457000,","-0.7440339,","-0.57848936,",-0.5308419,-,jumping,-,30s,axes,(angular,velocity).
"4041108330000,","-0.77457714,","-0.754724,",-0.5626069,-,jumping,-,30s,axes,(angular,velocity).
"4041113364000,","-0.81183994,","-0.89736104,",-0.57757306,-,jumping,-,30s,axes,(angular,velocity).
"4041118401000,","-0.84971356,","-1.0125091,",-0.5992588,-,jumping,-,30s,axes,(angular,velocity).
"4041123323000,","-0.8885035,","-1.0726794,",-0.6246097,-,jumping,-,30s,axes,(angular,velocity).
"4041128375000,","-0.9257663,","-1.0806206,",-0.6646214,-,jumping,-,30s,axes,(angular,velocity).
"4041133347000,","-0.9502009,","-1.073901,",-0.72784597,-,jumping,-,30s,axes,(angular,velocity).
"4041138355000,","-0.9966267,","-1.1349876,",-0.79351395,-,jumping,-,30s,axes,(angular,velocity).
"4041143347000,","-1.0928379,","-1.3390167,",-0.87598073,-,jumping,-,30s,axes,(angular,velocity).
"4041148352000,","-1.2852604,","-1.6994271,",-0.9630291,-,jumping,-,30s,axes,(angular,velocity).
"4041153212000,","-1.6032158,","-2.1316142,",-1.0824533,-,jumping,-,30s,axes,(angular,velocity).
"4041158206000,","-2.032654,","-2.3405302,",-1.1462886,-,jumping,-,30s,axes,(angular,velocity).
"4041163202000,","-2.282498,","-2.6575692,",-1.1520919,-,jumping,-,30s,axes,(angular,velocity).
"4041168201000,","-2.869845,","-2.7934868,",-1.1074986,-,jumping,-,30s,axes,(angular,velocity).
"4041173616000,","-3.5054502,","-2.5482244,",-0.7657196,-,jumping,-,30s,axes,(angular,velocity).
