#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#datetime:,28/05/2013,10:34:59,-0.5650316,-,jogging,-,30s,(including,gravity).
##########################################,"0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#activity:,3,-,jog,-,jogging,-,30s,(including,gravity).
#subject,id:,5,-0.5650316,-,jogging,-,30s,(including,gravity).
#first,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#last,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#age:,36,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#height(cm):,160,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#weight(kg):,50,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#gender:,female,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
"888287293000,","-1.0055647,","4.4244847,",-3.8115692,-,jogging,-,30s,(including,gravity).
"888298541000,","-0.24899697,","7.479486,",-4.8267107,-,jogging,-,30s,(including,gravity).
"888307660000,","1.4269443,","11.932701,",-3.6583402,-,jogging,-,30s,(including,gravity).
"888318202000,","2.5091233,","15.734694,",-0.81402856,-,jogging,-,30s,(including,gravity).
"888328391000,","4.7788267,","17.640478,",-3.1794999,-,jogging,-,30s,(including,gravity).
"888342633000,","7.8146744,","18.588581,",-3.4380736,-,jogging,-,30s,(including,gravity).
"888352489000,","9.816227,","19.067423,",-3.3614593,-,jogging,-,30s,(including,gravity).
"888362157000,","10.04607,","19.306843,",-2.183512,-,jogging,-,30s,(including,gravity).
"888373187000,","8.647857,","19.421764,",-0.7565677,-,jogging,-,30s,(including,gravity).
"888383545000,","6.090849,","19.479225,",0.641646,-,jogging,-,30s,(including,gravity).
"888394376000,","0.90021986,","19.52711,",4.2904096,-,jogging,-,30s,(including,gravity).
"888403739000,","0.90021986,","19.52711,",4.2904096,-,jogging,-,30s,(including,gravity).
"888414483000,","-2.7485435,","18.770542,",5.2863975,-,jogging,-,30s,(including,gravity).
"888424860000,","-2.7868507,","16.893488,",4.0318356,-,jogging,-,30s,(including,gravity).
"888435174000,","-2.1260512,","14.671668,",3.0071173,-,jogging,-,30s,(including,gravity).
"888449293000,","-1.2449849,","12.29662,",2.0015526,-,jogging,-,30s,(including,gravity).
"888459378000,","-0.6703765,","9.615114,",1.1204864,-,jogging,-,30s,(including,gravity).
"888470264000,","-0.24899697,","6.6367273,",0.33518824,-,jogging,-,30s,(including,gravity).
"888482429000,","-0.12449849,","3.3423057,",-0.7565677,-,jogging,-,30s,(including,gravity).
"888492992000,","-0.038307227,","-2.0685902,",-2.0685902,-,jogging,-,30s,(including,gravity).
"888503431000,","0.10534488,","-2.9592333,",-2.183512,-,jogging,-,30s,(including,gravity).
"888513906000,","0.22984336,","-3.2369606,",-2.078167,-,jogging,-,30s,(including,gravity).
"888525788000,","0.37349546,","-3.41892,",-1.8291701,-,jogging,-,30s,(including,gravity).
"888535355000,","0.48841715,","-3.4476504,",-1.1204864,-,jogging,-,30s,(including,gravity).
"888545320000,","0.34476504,","-3.1028855,",-0.41180268,-,jogging,-,30s,(including,gravity).
"888558928000,","0.019153614,","-2.3175871,",0.32561144,-,jogging,-,30s,(including,gravity).
"888568789000,","-0.5650316,","-1.4652514,",0.23942018,-,jogging,-,30s,(including,gravity).
"888578754000,","-1.091756,","-0.6991069,",-0.46926352,-,jogging,-,30s,(including,gravity).
"888589173000,","-1.6950948,","0.019153614,",-1.1013328,-,jogging,-,30s,(including,gravity).
"888599412000,","-1.3694834,","0.80445176,",-1.3215994,-,jogging,-,30s,(including,gravity).
"888609593000,","-0.19153613,","1.8674773,",-0.40222588,-,jogging,-,30s,(including,gravity).
"888618916000,","0.90979666,","4.0701427,",2.4995465,-,jogging,-,30s,(including,gravity).
"888628990000,","0.9959879,","5.765238,",6.2632318,-,jogging,-,30s,(including,gravity).
"888639119000,","0.5650316,","5.45878,",5.793968,-,jogging,-,30s,(including,gravity).
"888649511000,","-0.12449849,","4.4244847,",3.6966474,-,jogging,-,30s,(including,gravity).
"888659529000,","0.49799395,","3.6774938,",-0.25857377,-,jogging,-,30s,(including,gravity).
"888669883000,","12.038046,","12.555194,",3.0071173,-,jogging,-,30s,(including,gravity).
"888680422000,","11.405977,","16.050728,",1.1779473,-,jogging,-,30s,(including,gravity).
"888690112000,","-3.6487634,","17.793707,",-1.4556746,-,jogging,-,30s,(including,gravity).
"888700247000,","-10.907983,","13.177686,",1.8770541,-,jogging,-,30s,(including,gravity).
"888710918000,","-11.022904,","6.5218053,",3.2944214,-,jogging,-,30s,(including,gravity).
"888721655000,","-9.835381,","3.4380736,",0.19153613,-,jogging,-,30s,(including,gravity).
"888732046000,","-7.0485296,","3.7828386,",-0.019153614,-,jogging,-,30s,(including,gravity).
"888742043000,","-2.7485435,","6.090849,",-0.15322891,-,jogging,-,30s,(including,gravity).
"888752571000,","-0.1340753,","11.492168,",0.6895301,-,jogging,-,30s,(including,gravity).
"888761773000,","0.45010993,","15.514427,",2.4612393,-,jogging,-,30s,(including,gravity).
"888774991000,","-0.61291564,","17.525557,",1.0630256,-,jogging,-,30s,(including,gravity).
"888784765000,","-0.48841715,","18.53112,",1.4077905,-,jogging,-,30s,(including,gravity).
"888794982000,","-0.41180268,","19.038692,",1.4269443,-,jogging,-,30s,(including,gravity).
"888806217000,","0.08619126,","17.496826,",1.13964,-,jogging,-,30s,(including,gravity).
"888816721000,","0.9768343,","15.437813,",3.169923,-,jogging,-,30s,(including,gravity).
"888827222000,","2.920926,","13.694834,",4.1276035,-,jogging,-,30s,(including,gravity).
"888838024000,","3.2944214,","12.804191,",2.7964275,-,jogging,-,30s,(including,gravity).
"888848679000,","3.4572272,","10.754754,",2.834735,-,jogging,-,30s,(including,gravity).
"888858672000,","2.882619,","7.9391727,",1.8291701,-,jogging,-,30s,(including,gravity).
"888868313000,","1.13964,","5.257667,",0.15322891,-,jogging,-,30s,(including,gravity).
"888878893000,","-1.0630256,","3.169923,",-0.82360536,-,jogging,-,30s,(including,gravity).
"888891008000,","-2.6240451,","1.733402,",-0.6703765,-,jogging,-,30s,(including,gravity).
"888904954000,","-3.083732,","0.7757214,",0.038307227,-,jogging,-,30s,(including,gravity).
"888914416000,","-2.528277,","0.1436521,",0.7086837,-,jogging,-,30s,(including,gravity).
"888924581000,","-1.4173675,","0.24899697,",1.1683705,-,jogging,-,30s,(including,gravity).
"888934550000,","-0.641646,","0.6703765,",1.5227122,-,jogging,-,30s,(including,gravity).
"888945265000,","-0.32561144,","1.4748282,",0.4405331,-,jogging,-,30s,(including,gravity).
"888956822000,","-0.50757074,","1.6472107,",0.009576807,-,jogging,-,30s,(including,gravity).
"888966778000,","-0.89064306,","1.5705963,",-0.15322891,-,jogging,-,30s,(including,gravity).
"888977788000,","-1.283292,","1.532289,",-0.02873042,-,jogging,-,30s,(including,gravity).
"888988486000,","-1.5801731,","1.541866,",0.32561144,-,jogging,-,30s,(including,gravity).
"888998169000,","-1.8962077,","1.5514427,",0.23942018,-,jogging,-,30s,(including,gravity).
"889009069000,","-2.3750482,","1.7238252,",0.038307227,-,jogging,-,30s,(including,gravity).
"889018568000,","-3.1316159,","2.1739352,",-1.2066777,-,jogging,-,30s,(including,gravity).
"889028721000,","-3.6104562,","3.4763808,",-2.7964275,-,jogging,-,30s,(including,gravity).
"889039354000,","-3.3997664,","6.3111157,",-3.5242648,-,jogging,-,30s,(including,gravity).
"889052538000,","-3.016694,","9.059659,",-1.4077905,-,jogging,-,30s,(including,gravity).
"889063623000,","2.7006595,","16.922218,",-0.89064306,-,jogging,-,30s,(including,gravity).
"889073392000,","7.7093296,","18.23424,",-0.45968673,-,jogging,-,30s,(including,gravity).
"889084588000,","9.433155,","18.885464,",1.4748282,-,jogging,-,30s,(including,gravity).
"889094100000,","9.050082,","19.211075,",2.4037786,-,jogging,-,30s,(including,gravity).
"889105374000,","7.345411,","19.04827,",2.3942018,-,jogging,-,30s,(including,gravity).
"889117208000,","4.3287168,","19.077,",2.633622,-,jogging,-,30s,(including,gravity).
"889127095000,","0.82360536,","19.306843,",3.1124623,-,jogging,-,30s,(including,gravity).
"889137720000,","-2.087744,","19.421764,",4.146757,-,jogging,-,30s,(including,gravity).
"889148137000,","-3.8594532,","19.469648,",5.171476,-,jogging,-,30s,(including,gravity).
"889158322000,","-4.405331,","18.80885,",5.497087,-,jogging,-,30s,(including,gravity).
"889168658000,","-3.8786068,","17.745823,",5.1235914,-,jogging,-,30s,(including,gravity).
"889178220000,","-2.7964275,","16.376339,",4.0414124,-,jogging,-,30s,(including,gravity).
"889188610000,","-1.2641385,","15.073894,",2.777274,-,jogging,-,30s,(including,gravity).
"889199238000,","0.095768064,","13.771448,",1.8291701,-,jogging,-,30s,(including,gravity).
"889209120000,","1.091756,","12.0571995,",1.1109096,-,jogging,-,30s,(including,gravity).
"889219517000,","1.3120226,","9.873688,",0.47884035,-,jogging,-,30s,(including,gravity).
"889233541000,","0.78529817,","5.1810527,",-1.3215994,-,jogging,-,30s,(including,gravity).
"889243146000,","0.59376204,","3.2273839,",-1.9057846,-,jogging,-,30s,(including,gravity).
"889253403000,","0.45968673,","1.685518,",-2.2697031,-,jogging,-,30s,(including,gravity).
"889263857000,","0.33518824,","0.41180268,",-2.4708161,-,jogging,-,30s,(including,gravity).
"889273501000,","0.39264908,","-0.5650316,",-2.432509,-,jogging,-,30s,(including,gravity).
"889283577000,","0.5746084,","-1.0726024,",-2.183512,-,jogging,-,30s,(including,gravity).
"889294719000,","0.6799533,","-1.2449849,",-1.733402,-,jogging,-,30s,(including,gravity).
"889304744000,","0.7278373,","-0.9959879,",-1.3790601,-,jogging,-,30s,(including,gravity).
"889317654000,","0.60333884,","-0.49799395,",-1.1779473,-,jogging,-,30s,(including,gravity).
"889333109000,","0.076614454,","0.46926352,",-2.2984335,-,jogging,-,30s,(including,gravity).
"889343055000,","0.009576807,","1.1587936,",-2.4612393,-,jogging,-,30s,(including,gravity).
"889353952000,","0.545878,","1.9728222,",-1.5227122,-,jogging,-,30s,(including,gravity).
"889366040000,","1.5993267,","3.2369606,",1.5993267,-,jogging,-,30s,(including,gravity).
"889377704000,","2.2888567,","5.6120086,",6.4547677,-,jogging,-,30s,(including,gravity).
"889388522000,","-1.2737153,","7.2783732,",5.6215854,-,jogging,-,30s,(including,gravity).
"889400158000,","-2.1930888,","6.6271505,",-1.7525556,-,jogging,-,30s,(including,gravity).
"889412287000,","1.3215994,","10.553641,",-3.064578,-,jogging,-,30s,(including,gravity).
"889422939000,","8.801085,","15.045163,",-3.0358477,-,jogging,-,30s,(including,gravity).
"889433551000,","6.2823853,","17.295713,",0.7469909,-,jogging,-,30s,(including,gravity).
"889443293000,","-2.4133554,","18.416199,",4.5394063,-,jogging,-,30s,(including,gravity).
"889453924000,","-8.791509,","13.867216,",6.042965,-,jogging,-,30s,(including,gravity).
"889465604000,","-7.52737,","5.1523223,",-3.7828386,-,jogging,-,30s,(including,gravity).
"889477071000,","-5.7843914,","5.0278234,",0.8714894,-,jogging,-,30s,(including,gravity).
"889487661000,","-3.5529952,","8.973468,",5.00867,-,jogging,-,30s,(including,gravity).
"889503214000,","-1.9728222,","13.9438305,",5.142745,-,jogging,-,30s,(including,gravity).
"889513952000,","-3.2273839,","16.74026,",5.765238,-,jogging,-,30s,(including,gravity).
"889527212000,","-7.8912888,","18.83758,",3.265691,-,jogging,-,30s,(including,gravity).
"889538270000,","-8.360553,","17.51598,",2.8634653,-,jogging,-,30s,(including,gravity).
"889550274000,","-7.2304893,","15.399506,",3.3518825,-,jogging,-,30s,(including,gravity).
"889562323000,","-4.548983,","15.112201,",4.1276035,-,jogging,-,30s,(including,gravity).
"889573241000,","-2.1164744,","16.395493,",4.9224787,-,jogging,-,30s,(including,gravity).
"889583597000,","-1.091756,","17.84159,",4.501099,-,jogging,-,30s,(including,gravity).
"889593858000,","-1.043872,","17.554287,",3.3039982,-,jogging,-,30s,(including,gravity).
"889603930000,","-0.90979666,","15.303738,",2.2697031,-,jogging,-,30s,(including,gravity).
"889616066000,","0.34476504,","9.385271,",0.9864111,-,jogging,-,30s,(including,gravity).
"889627916000,","0.6895301,","6.8282633,",0.2873042,-,jogging,-,30s,(including,gravity).
"889638558000,","0.6991069,","4.7500963,",-0.62249243,-,jogging,-,30s,(including,gravity).
"889650267000,","0.08619126,","3.016694,",-1.5227122,-,jogging,-,30s,(including,gravity).
"889663741000,","-0.79487497,","1.8674773,",-2.1930888,-,jogging,-,30s,(including,gravity).
"889674338000,","-0.23942018,","1.13964,",-2.0207062,-,jogging,-,30s,(including,gravity).
"889687155000,","1.4269443,","1.3311762,",-0.641646,-,jogging,-,30s,(including,gravity).
"889699710000,","2.7964275,","1.6089035,",0.9768343,-,jogging,-,30s,(including,gravity).
"889712206000,","3.074155,","1.9057846,",1.685518,-,jogging,-,30s,(including,gravity).
"889723204000,","0.45968673,","2.4612393,",-0.35434186,-,jogging,-,30s,(including,gravity).
"889733782000,","-1.043872,","2.834735,",-0.94810385,-,jogging,-,30s,(including,gravity).
"889744194000,","-1.8004397,","3.016694,",-0.21068975,-,jogging,-,30s,(including,gravity).
"889754288000,","-1.8962077,","3.3806129,",0.91937345,-,jogging,-,30s,(including,gravity).
"889766943000,","-2.0015526,","3.7541082,",0.7469909,-,jogging,-,30s,(including,gravity).
"889777209000,","-2.3175871,","4.0318356,",-0.8331822,-,jogging,-,30s,(including,gravity).
"889788732000,","-2.4899697,","4.012682,",-2.3750482,-,jogging,-,30s,(including,gravity).
"889800152000,","-2.27928,","4.5202527,",-3.2082303,-,jogging,-,30s,(including,gravity).
"889812379000,","-1.0821792,","8.858546,",-3.3997664,-,jogging,-,30s,(including,gravity).
"889823720000,","-1.3024458,","14.020445,",-3.0550013,-,jogging,-,30s,(including,gravity).
"889833855000,","-1.7142484,","16.778566,",-3.5051112,-,jogging,-,30s,(including,gravity).
"889845604000,","-1.3982137,","18.157625,",-3.9360676,-,jogging,-,30s,(including,gravity).
"889857468000,","0.19153613,","18.847157,",-1.541866,-,jogging,-,30s,(including,gravity).
"889867777000,","2.7102363,","19.191921,",0.7469909,-,jogging,-,30s,(including,gravity).
"889878006000,","4.0414124,","19.364304,",3.5051112,-,jogging,-,30s,(including,gravity).
"889887755000,","4.6830587,","19.450495,",4.405331,-,jogging,-,30s,(including,gravity).
"889900542000,","2.384625,","19.517532,",5.6790466,-,jogging,-,30s,(including,gravity).
"889909741000,","0.23942018,","18.272547,",7.2783732,-,jogging,-,30s,(including,gravity).
"889922326000,","-2.231396,","16.998833,",7.7572136,-,jogging,-,30s,(including,gravity).
"889934000000,","-4.4244847,","16.098612,",7.5082164,-,jogging,-,30s,(including,gravity).
"889945628000,","-6.0142345,","15.399506,",6.847417,-,jogging,-,30s,(including,gravity).
"889957578000,","-6.3111157,","15.121778,",5.2480903,-,jogging,-,30s,(including,gravity).
"889968413000,","-5.7843914,","13.800179,",2.72939,-,jogging,-,30s,(including,gravity).
"889979211000,","-3.0454245,","9.643845,",-0.79487497,-,jogging,-,30s,(including,gravity).
"889992264000,","-1.4460979,","8.101978,",-1.6376339,-,jogging,-,30s,(including,gravity).
"890003648000,","0.05746084,","6.6846113,",-2.384625,-,jogging,-,30s,(including,gravity).
"890015280000,","1.3120226,","5.3725886,",-2.5091233,-,jogging,-,30s,(including,gravity).
"890027048000,","2.1739352,","3.9264908,",-2.327164,-,jogging,-,30s,(including,gravity).
"890037543000,","2.5378537,","2.327164,",-2.087744,-,jogging,-,30s,(including,gravity).
"890050376000,","1.7525556,","-0.38307226,",-1.8004397,-,jogging,-,30s,(including,gravity).
"890061462000,","1.0055647,","-0.9672575,",-1.8483237,-,jogging,-,30s,(including,gravity).
"890072183000,","0.08619126,","-1.1109096,",-1.9153614,-,jogging,-,30s,(including,gravity).
"890083802000,","-0.7278373,","-0.78529817,",-2.1068976,-,jogging,-,30s,(including,gravity).
"890094685000,","-1.283292,","-0.36391866,",-2.2409728,-,jogging,-,30s,(including,gravity).
"890105388000,","-1.5897499,","0.22026655,",-2.1547816,-,jogging,-,30s,(including,gravity).
"890115522000,","-1.6089035,","1.1779473,",-1.7812861,-,jogging,-,30s,(including,gravity).
"890133785000,","-0.7086837,","3.763685,",1.1683705,-,jogging,-,30s,(including,gravity).
"890156298000,","-4.414908,","5.104438,",-1.6280571,-,jogging,-,30s,(including,gravity).
"890168679000,","-4.050989,","5.8226986,",-3.4955344,-,jogging,-,30s,(including,gravity).
"890180852000,","-0.79487497,","5.8322754,",-2.777274,-,jogging,-,30s,(including,gravity).
"890191289000,","2.4995465,","7.3549876,",-1.8004397,-,jogging,-,30s,(including,gravity).
"890201315000,","5.813122,","9.691729,",-2.4612393,-,jogging,-,30s,(including,gravity).
"890211631000,","5.257667,","10.802638,",-4.261679,-,jogging,-,30s,(including,gravity).
"890221653000,","2.3558946,","11.520899,",-6.531382,-,jogging,-,30s,(including,gravity).
"890231874000,","-0.6799533,","13.924677,",-3.916914,-,jogging,-,30s,(including,gravity).
"890242115000,","-2.0494366,","16.730682,",-2.1260512,-,jogging,-,30s,(including,gravity).
"890252768000,","-0.7565677,","18.138472,",0.1340753,-,jogging,-,30s,(including,gravity).
"890265793000,","0.009576807,","18.83758,",1.5993267,-,jogging,-,30s,(including,gravity).
"890277176000,","-1.2545617,","19.211075,",1.982399,-,jogging,-,30s,(including,gravity).
"890288156000,","-2.0207062,","19.37388,",2.767697,-,jogging,-,30s,(including,gravity).
"890300371000,","-2.4229321,","19.460072,",3.3327289,-,jogging,-,30s,(including,gravity).
"890312585000,","-2.7389667,","19.498379,",3.715801,-,jogging,-,30s,(including,gravity).
"890324728000,","-4.414908,","19.52711,",3.5434184,-,jogging,-,30s,(including,gravity).
"890334749000,","-5.085284,","18.799273,",3.4284968,-,jogging,-,30s,(including,gravity).
"890345710000,","-5.056554,","17.458519,",3.7732618,-,jogging,-,30s,(including,gravity).
"890356664000,","-4.4915223,","15.964537,",4.0318356,-,jogging,-,30s,(including,gravity).
"890366687000,","-3.6583402,","14.662091,",3.7828386,-,jogging,-,30s,(including,gravity).
"890377107000,","-2.920926,","13.608643,",3.083732,-,jogging,-,30s,(including,gravity).
"890387407000,","-2.3175871,","12.392388,",2.327164,-,jogging,-,30s,(including,gravity).
"890399348000,","-1.8866309,","10.840945,",1.5227122,-,jogging,-,30s,(including,gravity).
"890409021000,","-1.5035586,","9.059659,",0.5650316,-,jogging,-,30s,(including,gravity).
"890420264000,","-1.1013328,","7.2783732,",-0.4405331,-,jogging,-,30s,(including,gravity).
"890433231000,","0.34476504,","4.4436383,",-1.8866309,-,jogging,-,30s,(including,gravity).
"890442788000,","1.4556746,","3.3327289,",-2.2026656,-,jogging,-,30s,(including,gravity).
"890453994000,","2.384625,","2.4037786,",-2.2122424,-,jogging,-,30s,(including,gravity).
"890466068000,","2.6240451,","1.532289,",-2.0207062,-,jogging,-,30s,(including,gravity).
"890477266000,","2.2218192,","0.7565677,",-1.3599066,-,jogging,-,30s,(including,gravity).
"890488482000,","1.4556746,","0.095768064,",-0.92895025,-,jogging,-,30s,(including,gravity).
"890500219000,","-0.45968673,","0.38307226,",0.93852705,-,jogging,-,30s,(including,gravity).
"890512236000,","-1.388637,","1.043872,",1.2545617,-,jogging,-,30s,(including,gravity).
"890523056000,","-2.0685902,","1.9728222,",0.8810662,-,jogging,-,30s,(including,gravity).
"890534280000,","-1.7525556,","3.1986535,",0.35434186,-,jogging,-,30s,(including,gravity).
"890544222000,","-0.9768343,","4.146757,",-0.89064306,-,jogging,-,30s,(including,gravity).
"890553938000,","0.095768064,","5.2385135,",-2.1164744,-,jogging,-,30s,(including,gravity).
"890566812000,","0.842759,","7.067683,",-2.087744,-,jogging,-,30s,(including,gravity).
"890576843000,","1.1971009,","10.247183,",-1.3694834,-,jogging,-,30s,(including,gravity).
"890588126000,","0.89064306,","14.891934,",-0.076614454,-,jogging,-,30s,(including,gravity).
"890599209000,","0.48841715,","18.377892,",-0.06703765,-,jogging,-,30s,(including,gravity).
"890609218000,","0.4405331,","17.851168,",2.0398598,-,jogging,-,30s,(including,gravity).
"890619967000,","0.6512229,","17.017986,",2.4037786,-,jogging,-,30s,(including,gravity).
"890633511000,","0.80445176,","17.707516,",2.5953147,-,jogging,-,30s,(including,gravity).
"890643242000,","0.2777274,","18.626888,",3.1507695,-,jogging,-,30s,(including,gravity).
"890654223000,","-0.5746084,","19.086576,",4.1371803,-,jogging,-,30s,(including,gravity).
"890667469000,","-0.79487497,","19.31642,",6.157887,-,jogging,-,30s,(including,gravity).
"890677830000,","-1.2354081,","19.488802,",7.038953,-,jogging,-,30s,(including,gravity).
"890688976000,","-1.4269443,","19.517532,",7.1730285,-,jogging,-,30s,(including,gravity).
"890700312000,","-1.3982137,","19.40261,",6.7803793,-,jogging,-,30s,(including,gravity).
"890712265000,","-0.7182605,","18.358738,",5.7843914,-,jogging,-,30s,(including,gravity).
"890724812000,","-0.095768064,","16.338032,",4.7022123,-,jogging,-,30s,(including,gravity).
"890738623000,","0.6895301,","9.212888,",1.8770541,-,jogging,-,30s,(including,gravity).
"890750647000,","0.22984336,","6.0621185,",0.047884032,-,jogging,-,30s,(including,gravity).
"890761600000,","0.10534488,","3.6296098,",-1.9919758,-,jogging,-,30s,(including,gravity).
"890771654000,","0.19153613,","1.9057846,",-3.371036,-,jogging,-,30s,(including,gravity).
"890782385000,","0.45968673,","0.9576807,",-3.8307228,-,jogging,-,30s,(including,gravity).
"890793332000,","0.79487497,","0.47884035,",-3.620033,-,jogging,-,30s,(including,gravity).
"890803745000,","1.4460979,","0.1340753,",-3.1890767,-,jogging,-,30s,(including,gravity).
"890816621000,","2.9783869,","-0.79487497,",-2.1452048,-,jogging,-,30s,(including,gravity).
"890827258000,","3.323152,","-0.89064306,",-1.8100165,-,jogging,-,30s,(including,gravity).
"890838831000,","3.3327289,","-0.7278373,",-1.6663644,-,jogging,-,30s,(including,gravity).
"890848960000,","3.122039,","-0.4405331,",-1.1109096,-,jogging,-,30s,(including,gravity).
"890859166000,","2.767697,","-0.10534488,",0.4213795,-,jogging,-,30s,(including,gravity).
"890870287000,","1.8195933,","0.45010993,",2.1643584,-,jogging,-,30s,(including,gravity).
"890883135000,","0.5267244,","1.5610195,",3.8115692,-,jogging,-,30s,(including,gravity).
"890892646000,","-1.091756,","2.0398598,",3.6583402,-,jogging,-,30s,(including,gravity).
"890903211000,","-2.9496565,","1.5801731,",1.9632454,-,jogging,-,30s,(including,gravity).
"890913503000,","-3.2848446,","1.3599066,",1.1300632,-,jogging,-,30s,(including,gravity).
"890923943000,","-0.82360536,","3.9743748,",-2.873042,-,jogging,-,30s,(including,gravity).
"890934073000,","0.009576807,","7.2592196,",-2.1260512,-,jogging,-,30s,(including,gravity).
"890944292000,","0.6703765,","13.397953,",-1.6472107,-,jogging,-,30s,(including,gravity).
"890954333000,","0.62249243,","16.472107,",-2.5091233,-,jogging,-,30s,(including,gravity).
"890966405000,","-2.585738,","18.004396,",-0.63206923,-,jogging,-,30s,(including,gravity).
"890976688000,","-4.1371803,","18.770542,",1.1587936,-,jogging,-,30s,(including,gravity).
"890987612000,","-3.0550013,","18.80885,",1.3311762,-,jogging,-,30s,(including,gravity).
"890998677000,","-0.1340753,","18.856733,",1.436521,-,jogging,-,30s,(including,gravity).
"891009440000,","2.1068976,","18.780119,",1.4556746,-,jogging,-,30s,(including,gravity).
"891020641000,","2.4708161,","17.72667,",1.283292,-,jogging,-,30s,(including,gravity).
"891031704000,","1.1204864,","16.931795,",1.5227122,-,jogging,-,30s,(including,gravity).
"891041400000,","1.1013328,","16.931795,",1.5227122,-,jogging,-,30s,(including,gravity).
"891053125000,","-2.5378537,","17.54471,",1.9632454,-,jogging,-,30s,(including,gravity).
"891063485000,","-4.510676,","17.199945,",2.030283,-,jogging,-,30s,(including,gravity).
"891075505000,","-5.583278,","16.031574,",2.0398598,-,jogging,-,30s,(including,gravity).
"891087387000,","-5.0374002,","14.192827,",2.2697031,-,jogging,-,30s,(including,gravity).
"891098820000,","-3.3518825,","11.865664,",2.3750482,-,jogging,-,30s,(including,gravity).
"891108401000,","-1.4077905,","9.605537,",2.231396,-,jogging,-,30s,(including,gravity).
"891119016000,","0.10534488,","7.6231384,",1.9919758,-,jogging,-,30s,(including,gravity).
"891129371000,","0.8810662,","5.899313,",1.6472107,-,jogging,-,30s,(including,gravity).
"891141508000,","1.043872,","3.4284968,",1.532289,-,jogging,-,30s,(including,gravity).
"891151628000,","1.0821792,","2.5378537,",1.2354081,-,jogging,-,30s,(including,gravity).
"891162454000,","1.3215994,","1.9249382,",0.45968673,-,jogging,-,30s,(including,gravity).
"891176274000,","1.5897499,","1.6089035,",-0.1436521,-,jogging,-,30s,(including,gravity).
"891187925000,","1.7908629,","1.4652514,",-0.32561144,-,jogging,-,30s,(including,gravity).
"891200707000,","1.1492168,","1.1971009,",-0.2873042,-,jogging,-,30s,(including,gravity).
"891212633000,","0.34476504,","1.0247183,",-0.49799395,-,jogging,-,30s,(including,gravity).
"891223062000,","-0.4309563,","0.78529817,",-0.6799533,-,jogging,-,30s,(including,gravity).
"891233922000,","-0.9576807,","0.51714754,",-0.50757074,-,jogging,-,30s,(including,gravity).
"891244120000,","-0.9768343,","0.36391866,",0.076614454,-,jogging,-,30s,(including,gravity).
"891254668000,","-0.92895025,","0.5554548,",0.4405331,-,jogging,-,30s,(including,gravity).
"891265560000,","-0.9576807,","1.091756,",0.22984336,-,jogging,-,30s,(including,gravity).
"891277416000,","-0.8619126,","2.0015526,",-0.36391866,-,jogging,-,30s,(including,gravity).
"891287051000,","-0.90979666,","3.1028855,",-1.3120226,-,jogging,-,30s,(including,gravity).
"891299713000,","0.16280572,","7.8146744,",-3.2752678,-,jogging,-,30s,(including,gravity).
"891309314000,","1.388637,","11.971008,",-2.2122424,-,jogging,-,30s,(including,gravity).
"891320432000,","1.685518,","15.753847,",-0.94810385,-,jogging,-,30s,(including,gravity).
"891333822000,","2.8921957,","17.650055,",-2.9592333,-,jogging,-,30s,(including,gravity).
"891343607000,","5.7748146,","18.598158,",-4.7405195,-,jogging,-,30s,(including,gravity).
"891354309000,","8.475474,","19.067423,",-3.2273839,-,jogging,-,30s,(including,gravity).
"891367587000,","10.745177,","19.421764,",-1.340753,-,jogging,-,30s,(including,gravity).
"891377663000,","8.552089,","19.479225,",-0.51714754,-,jogging,-,30s,(including,gravity).
"891388711000,","5.142745,","19.507956,",0.9959879,-,jogging,-,30s,(including,gravity).
"891400822000,","1.9919758,","19.52711,",2.9017725,-,jogging,-,30s,(including,gravity).
"891412934000,","-0.4213795,","19.536686,",4.5394063,-,jogging,-,30s,(including,gravity).
"891426053000,","-2.6431987,","18.665197,",5.6407394,-,jogging,-,30s,(including,gravity).
"891438618000,","-2.384625,","17.027563,",4.673482,-,jogging,-,30s,(including,gravity).
"891450973000,","-1.6184803,","14.757859,",3.1603463,-,jogging,-,30s,(including,gravity).
"891462841000,","-0.7565677,","12.200851,",1.5993267,-,jogging,-,30s,(including,gravity).
"891473346000,","0.038307227,","9.461885,",0.19153613,-,jogging,-,30s,(including,gravity).
"891483896000,","0.36391866,","6.694188,",-0.6799533,-,jogging,-,30s,(including,gravity).
"891493624000,","0.38307226,","3.8881836,",-1.4077905,-,jogging,-,30s,(including,gravity).
"891504385000,","0.11492168,","-0.36391866,",-1.5514427,-,jogging,-,30s,(including,gravity).
"891515509000,","0.038307227,","-1.1109096,",-1.2258313,-,jogging,-,30s,(including,gravity).
"891528299000,","-0.08619126,","-1.5514427,",-0.79487497,-,jogging,-,30s,(including,gravity).
